asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
3322082-7,30883117,Robusto,Telakkakatu 7,150,HELSINKI,Helsinki,Robusto Dining Oy,04.12.2023,
3333341-8,1076863,Sotkarannan Cafe & Bar,Myllärinkatu 13,13110,HÄMEENLINNA,Hämeenlinna,Sotkan Ravintola Oy,03.04.2023,
2011214-9,30060227,Lähde-Kioski,Villähteentie 489,15540,VILLÄHDE,Lahti,INAF Oy,01.04.2018,
3449406-1,30885390,Naughty BRGR Tampere,Aleksanterinkatu 29,33100,TAMPERE,Tampere,Islam and sons oy,01.08.2024,
2126133-0,30889203,Sagalund / Cafe Adele,Museotie 7,25700,KEMIÖ,Kemiönsaari,JJP-Service Oy Ab,06.12.2025,
0220887-6,1044815,Mahlun nuorisoseurantalon,Myllymäentie 1592,43220,MAHLU,Saarijärvi,Mahlun Nuorisoseura ry,01.03.2018,
2914553-7,30887132,Talvisillan Baari,Peiponkuja 2-4,5860,HYVINKÄÄ,Hyvinkää,Tmi Talvisillan Baari,30.04.2025,
3210358-1,1076429,Apollo Live Club,Mannerheimintie 18,100,HELSINKI,Helsinki,Stadin Night Oy,01.04.2023,
2543603-8,1070594,Pizzeria Balkan,Kirkkotanhua 1,69700,VETELI,Veteli,Pizzeria Balkan,02.06.2021,
2220007-0,1069658,Space Bowling Lappeenranta,Kauppakatu 29-31,53100,LAPPEENRANTA,Lappeenranta,Poolmax Oy,06.11.2020,
1040508-7,30886238,Pien Shop & Bar,Ateneuminkuja 2,100,HELSINKI,Helsinki,Brukett Oy,01.12.2024,
0751874-2,30032230,Pielis-Golf,Lomatie 10,75500,NURMES,Nurmes,Pielis-Golf Oy,02.05.2018,
2745690-5,1071800,Merilän Kartano,Meriläntie 1,91600,UTAJÄRVI,Utajärvi,Oulujoen Pitokartano Oy,02.07.2021,
1051607-8,1076754,Urban Pizza,Komeetankuja 1,2210,ESPOO,Espoo,Urban TRC Oy ,15.03.2023,
1893050-5,1070161,Syrjälän Marjatila,Rengontie 91,12920,TOPENO,Loppi,Syrjälän Marjatila,29.01.2021,
0207097-7,1772074,Neste Heinävesi,Kermantie 3,79700,HEINÄVESI,Heinävesi,Heinäveden Autopalvelu Oy,01.03.2018,
3526720-7,30887285,BISOUBISOU brasserie & bar,Hermannin rantatie 9 krs. 24,580,HELSINKI,Helsinki,Luova ja Lempeä Oy,22.04.2025,
3358255-3,30882879,Ravintola Feeniks,Pohjoinen Rautatiekatu 9,100,HELSINKI,Helsinki,Kokkitehdas Oy,31.08.2023,
2467766-5,1076581,Tykkimäen Huvipuisto,Kanuunakuja 2,45200,KOUVOLA,Kouvola,Kymen Seudun Osuuskauppa,18.05.2023,
3198532-4,30888583,Bumbum,Sibeliuksenkatu 14 ,4400,JÄRVENPÄÄ,Järvenpää,FPE Finnish Pizza Enterprice Oy,05.09.2025,
1958231-1,1020336,Tilausravintola Lappeen Ruustinna,Valtakatu 80,53130,LAPPEENRANTA,Lappeenranta,Lappeen Ruustinna Oy,31.08.2005,
1083222-2,1026829,Hohtokeila,Vapaudenkatu 18,15110,LAHTI,Lahti,Nenimek Oy,05.10.2007,
2772248-4,1055737,Hotel Kievari Ylitornio,Alkkulanraitti 67,95600,YLITORNIO,Ylitornio,Hotel Kievari Ylitornio Oy,01.01.2017,
2785854-1,30057293,Kotipizza Kerava,Kauppakaari 6,4200,KERAVA,Kerava,KPR-Food Oy,05.04.2018,
0873697-9,1008339,3659 Ravintola Sofia,Pohjoisranta 11,28100,PORI,Pori,Compass Group Finland Oy,30.07.1999,
0824919-3,1005138,Ravintola Kerho,Satamakatu 7,33200,TAMPERE,Tampere,Euroresta Oy,01.05.2001,
2716134-9,1053055,Gumbölen kartano,Engelin puistotie,2810,ESPOO,Espoo,Espoo Catering Oy,15.03.2016,
1000773-2,1068154,Käävänkolo,Valtolantie 2538,52890,KÄÄVÄNKYLÄ,Mäntyharju,Käävänkylän Kauppa Oy,01.06.2020,
1026177-3,1056387,Göreme-Pizza-Kebab,Rantakastellintie 4 E,90230,OULU,Oulu,Göreme-Pizza-Kebab Oy,01.03.2018,
0681239-2,30889440,Kemi Areena Sonata Arctica 30th Anniversary tour,Meripuistokatu 28B,94100,KEMI,Kemi,Kemin Matkailu Oy,28.02.2026,28.02.2026
2507488-2,1068796,Guinevere Jahti,Porosalmentie 313,58900,RANTASALMI,Rantasalmi,Järvisydän Oy,30.06.2020,
3386956-2,30883073,Bar Lemppari,Kaupintie 18,440,HELSINKI,Helsinki,MIDLAND GROUP OY,01.10.2023,
2906647-6,30885370,The Frogg Bar,Aleksis Kiven katu 48,510,HELSINKI,Helsinki,KAUPPAHALLIN FRESH DELI OY,16.07.2024,
3347479-8,30884633,Villa Willingenäs / Ravintola Gård,Villa Willingenäs / Villinki,850,HELSINKI,Helsinki,Toivanen Management Oy,24.05.2024,
1834323-9,1034425,Ravintola Sorbet,Sitratie 7,420,HELSINKI,Helsinki,Jeet Oy,29.04.2010,
2286258-4,30889121,Mufloni NaruCorner,Karhuhallinpolku 1,28500,PORI,Pori,Panimoravintola Beer Hunter's Oy,23.11.2025,30.03.2026
0212329-0,1068934,Original Sokos Hotel Tapiola Garden,Tapionaukio 3,2100,ESPOO,Espoo,Sokotel Oy,01.01.2001,
3206153-7,30883445,Genki 10 Japanilainen Ravintola,Vehkapolku 10 A,1300,VANTAA,Vantaa,onnekas sun oy,27.11.2023,
0648717-1,30073251,Luukin kartano,Luukintie 33,2970,ESPOO,Espoo,Kari Miettunen Oy,01.04.2022,
3233116-2,30072614,Villa Kokkokallio,Kokkokallionkatu 2,8100,LOHJA,Lohja,Villa Kokkokallio Oy,01.11.2021,
3231069-5,30886702,Vranec,Länsisatamankatu 18 LT1,180,HELSINKI,Helsinki,Vranec Oy,03.03.2025,
2829713-3,1066092,Taco Bell Hansa,Eerikinkatu 15,20100,TURKU,Turku,Restel Mexican Food Oy,01.09.2019,
0974723-1,30883907,Helsingin Kulinaarinen Instituutti Oy,Mikonkatu 5,100,HELSINKI,Helsinki,Helsingin Kulinaarinen Instituutti Oy,01.05.2024,
3229064-7,30883202,Polku Hotel,Kurjolammentie 38,3220,TERVALAMPI,Vihti,Polku Nuuksio resort hotel Oy,24.10.2023,
2271317-5,1068797,S/S Saaristo,Satamapuiston,57130,SAVONLINNA,Savonlinna,LP Management Oy,01.07.2020,
1728041-6,1037458,Punaisen Piipun Kievari,Kauraleiväntie 10,51760,NUUTILANMÄKI,Juva,Punaisen Piipun Kievari Oy,02.05.2011,
2923309-4,1062666,Pamela,Bulevardi 12,120,HELSINKI,Helsinki,Ravintola Werner Oy,30.11.2018,
0656029-5,1025278,RoyalCat ravintolalaiva,Pohjoisranta 4,170,HELSINKI,Helsinki,Royal Line Oy,03.05.2007,
1649353-2,1030263,Onnenautuus,Pihkatie 6 lt 4,410,HELSINKI,Helsinki,Onnenautuus,27.11.2010,
2358358-7,1063637,Sani Pub,Hakopolku 2,1360,VANTAA,Vantaa,SP Singh Oy,01.02.2019,
1803076-9,1042294,Vikingabyn,Kvarnbo,22411,GODBY,Finström,Fornföreningen Fibula Saltvik rf,01.11.2021,
2244877-0,1031110,Bar34,Lehdokkitie 6,1300,VANTAA,Vantaa,Mut-Is Oy,31.10.2012,
2334826-1,1062245,Makaronitehdas Redi,Hermannin rantatie 5 A,580,HELSINKI,Helsinki,Hangon Makaronitehdas Oy,19.09.2018,
3013260-2,1066138,Kork Bar,Kanavaranta 3 C 9,160,HELSINKI,Helsinki,Macacos bar Oy,01.09.2019,
3301961-3,30888365,Daiwo Sushi Pori,Yrjönkatu 12,28100,PORI,Pori,Fengyuan Oy,25.07.2025,
3411802-3,30884089,Three Belly's Pizza,Töölöntullinkatu 4 b,250,HELSINKI,Helsinki,Three Belly's Töölö Oy,02.04.2024,
0511058-3,30886796,Voimala Zaku,Suukarintie 6,23500,UUSIKAUPUNKI,Uusikaupunki,Linmarine Oy,01.05.2025,
1952494-7,30052249,Hotelli-Ravintola Iisoppi,Välikatu 20,37100,NOKIA,Nokia,NoHo Partners Oyj,05.04.2018,
3096871-7,1069897,Restaurant Cafe Ivalo,Ivalontie 17,99800,IVALO,Inari,North Ravintolat Oy,11.12.2020,
0914301-6,1172158,Cafe Iguana,Keskuskatu 4,100,HELSINKI,Helsinki,Doc's Oy,06.11.1998,
1762306-0,1059061,Hotelli Ylläsrinne,Hotellitie 6,95980,YLLÄSJÄRVI,Kolari,Safartica Oy,19.11.2017,
2830338-8,1057260,Ravintola Spauna,Vuosnaistentie 617,23360,KUSTAVI,Kustavi,Spauna Oy,01.03.2018,
1235607-1,1029029,Eetun Tupa,Perunkajärvi itäpuolentie 1192,96900,SAARENKYLÄ,Rovaniemi,Eetu Jalmari Tervo Eetun Tupa,01.03.2018,
2920290-9,30883187,Skyfire Village,"Karhurovantie, Karhujärven ranta",97250,RAANUJÄRVI,Ylitornio,Skyfire Village Oy,26.10.2023,
0207220-0,1015381,ABC Juva ravintola,Tulostie 1,51900,JUVA,Juva,Osuuskauppa Suur-Savo,01.03.2018,
0548665-2,1002924,Kankaan Krouvi,Hoikankangas 14,87500,KAJAANI,Kajaani,Kirjanpitopalvelut Heiskanen Ky,01.03.2018,
2523146-2,1058616,Moko market cafe & store,Vilhonvuorenkatu 11 A 3,500,HELSINKI,Helsinki,Hattutehtaan Kahvila Oy,12.12.2017,
2471349-4,1041324,Alppilan Venesatama,Jumo,23390,INIÖ,Parainen,Alppilan Venesatama Oy,01.03.2018,
3101644-3,30067216,Crispy Pizza,Reelinkikuja 3 A LT 2,2330,ESPOO,Espoo,Ronican oy,20.12.2019,
2566571-1,30882169,Ravintola Kent Steakhouse,Koskenparras 7,55510,IMATRA,Imatra,Soysallar Avoin Yhtiö,22.06.2023,
0728530-1,1032689,Old Grill Pub,Koulukatu 36,60100,SEINÄJOKI,Seinäjoki,Old Grill Pub Oy,27.11.1989,
3018358-1,30889186,Zhuang yuan lou,Kauppakatu 19 ,30100,FORSSA,Forssa,Shuangyu oy,01.12.2025,
0212329-0,1036072,Radisson BLU Royal Hotel Helsinki,Runeberginkatu 2,100,HELSINKI,Helsinki,Sokotel Oy,01.01.2001,
3559255-2,30888990,Nefer Nefer Nefer,Erottajankatu 4,120,HELSINKI,Helsinki,Kolme kertaa kaunis Oy,17.11.2025,
2824895-6,1071341,Kahvila Marocco,Museokatu 7,100,HELSINKI,Helsinki,Heilou Oy,28.06.2021,
1068947-0,1044776,Midnight Moon -Dance & Disco Bar,Jäämerentie 10,99600,SODANKYLÄ,Sodankylä,Oy Maggum Ltd,13.06.2018,
3339731-5,1076907,Kinkamon Aalto,Kinkamontie 114,78310,VARKAUS,Varkaus,Kinkamon kinkerit Oy,01.05.2023,
0726234-5,1876370,Vaalajärven Kansantalo,Kittiläntie 1606,99710,VAALAJÄRVI,Sodankylä,Vaalajärven kansantaloyhdistys r.y.,01.03.2018,
1516949-0,30883084,Why Not,Godbyvägen 54,22100,MARIEHAMN,Maarianhamina - Mariehamn,Mekong Food,25.09.2023,24.09.2026
1447914-7,1040904,Scandic Tampere Station,Ratapihankatu 37,33100,TAMPERE,Tampere,Scandic Hotels Oy,21.05.2012,
2289633-8,1067139,Kilosport Liikuntapalvelut,Urakkatie 7,20780,KAARINA,Kaarina,Kilosport Liikuntapalvelut Oy,01.01.2020,
0931236-9,30172936,m/s Monica,"Pohjoisranta 23, laituri 2",170,HELSINKI,Helsinki,JT-Line Oy,20.04.2018,
1071940-6,1065016,Kotipizza Seppälä CM,Vasarakatu 29,40320,JYVÄSKYLÄ,Jyväskylä,Sun City Bakers Oy,15.05.2019,
2513030-3,1049701,Ravintola Base Camp Jyväskylä,Yliopistonkatu 38,40100,JYVÄSKYLÄ,Jyväskylä,Daunne Oy,26.03.2015,
0570417-0,1026258,Pizzeria Alto Mare,Kirkkokatu 35,92100,RAAHE,Raahe,Alto Mare Oy,05.07.2007,
0873697-9,30886332,Lahden Sibeliustalo,Ankkurinkatu 7,15140,LAHTI,Lahti,Compass Group Finland Oy,01.01.2025,
2228941-5,30886668,Levain Merikortteli,Pursimiehenkatu 29-31,120,HELSINKI,Helsinki,W-Restaurants Oy,18.02.2025,17.02.2026
0891102-8,30061627,Tikkurilan Wings,Asematie 1,1300,VANTAA,Vantaa,Tikkurilan Hot Wings Oy,15.06.2018,
2128184-1,1027203,Hotelli Käenpesä,Lintutie 1,84100,YLIVIESKA,Ylivieska,Hotelli Käenpesä Oy,25.10.2007,
3441220-6,30884903,Sake Sushi Food Hall,Lentoasemantie 1 1.krs,1530,VANTAA,Vantaa,Torrea Oy,12.06.2024,
2734648-2,30885277,Sakura Teppanyaki,"Siltapuistokatu 14, 2. krs",28100,PORI,Pori,Yanhuang Oy,09.07.2024,
1863223-3,30885444,Kylän Taverna2,Sampolankatu 1,4250,KERAVA,Kerava,Belek Baki,25.07.2024,
3397932-3,30885860,Linnateatteri Ravintolat Oy,Humalistonkatu 7a,20100,TURKU,Turku,Linnateatteri Ravintolat Oy,01.11.2024,
2990430-2,1064917,Matkailukeskus Niemenharju,Harjukatu 2,44800,PIHTIPUDAS,Pihtipudas,MLA Niemenharju Oy,10.05.2019,
2199747-9,1042177,Tilausravintola Pasasjärvi,Yhteismetsäntie 874,99800,IVALO,Inari,Lapland Hotels Lappi Oy,01.08.2012,
3243524-4,30883850,TEstauramt-cafe Thorborg,Murikantie 2,68410,ALAVETELI,Kruunupyy,J.M.Rastio Oy,23.02.2024,
1619047-8,1273210,Pub Daily News,Yliopistonkatu 33,20100,TURKU,Turku,Varsa Oy,01.10.2004,
0872399-1,1067591,Keisari Kauppa & Taproom,Nuijamiestentie 17,37120,NOKIA,Nokia,Nokian Panimo Oyj,30.04.2020,
3231585-9,30886755,Vinola,Keskuskatu 10,60100,SEINÄJOKI,Seinäjoki,KB Events Oy,03.03.2025,
3360164-6,30881640,Keilahalli Lohja Oy,Runokatu 1,8100,LOHJA,Lohja,Keilahalli Lohja Oy,01.06.2023,
3308837-9,1075602,Ravintola Yak and Yeti,Yrjönkatu 7,28100,PORI,Pori,Shivakripa Oy,13.10.2022,
3280121-6,30885164,Cafe Solmu,Karilantie 14,95970,ÄKÄSLOMPOLO,Kolari,Lompolo Cafe & Restaurant Oy,01.08.2024,
2368907-4,1036810,Ravintola Fu Man Lou,Lepsämäntie 1,1800,KLAUKKALA,Nurmijärvi,Shun Cheng Oy,28.12.2010,
3247621-4,1073144,Fuji Sushi,Vattuniemenkatu 13,210,HELSINKI,Helsinki,H&C Food Oy,17.01.2022,
1164334-3,1069941,Jess Music Pub,Ammestie 7,43900,KINNULA,Kinnula,Jess Music,23.06.2021,
2531196-4,1059160,Ravintola Tehdas,Erkontie 11,16300,ORIMATTILA,Orimattila,Makutehdas Oy,01.03.2018,
1266206-0,1050486,Camping Vonkka,Hallantie 6,89400,HYRYNSALMI,Hyrynsalmi,Kukka - Posti Maija Juntunen,04.05.2016,
0658353-4,1052970,Rax Kuopio 60304000,Puijonkatu 19-21 II.krs,70100,KUOPIO,Kuopio,Restel Ravintolat Oy,01.03.2018,
2697743-4,1058360,Ravintola August,Jääkärinkatu 6-8,50100,MIKKELI,Mikkeli,Serviini Oy,01.10.2017,
3293335-8,1074963,Bistro Fiilis,Keuruuntie 17,42700,KEURUU,Keuruu,Bistro Fiilis Oy,02.08.2022,
1257048-1,1009756,Metsäkylän baari,Metsäkyläntie 317 A,93590,VANHALA,Taivalkoski,Metsäkylän Kyläkauppa Riitun Puoti,01.03.2018,
0154374-4,1073649,Snygg,Sörnäistenkatu 1,580,HELSINKI,Helsinki,Linkosuon Kahvila Oy,04.04.2022,31.01.2026
1092745-9,30885928,Ravintola Ilokivi,Keskussairaalantie 2,40600,JYVÄSKYLÄ,Jyväskylä,Semma Oy,11.10.2024,
0947327-7,1038063,Cafe Bar Rengia,Rengonraitti 11,14300,RENKO,Hämeenlinna,Heikki K Salo Ky Hämeenlinna,01.06.2011,
3001833-2,1068992,Luckiefun's Sushibuffet Itis,Itäkatu 1-5,930,HELSINKI,Helsinki,Ding Feng Oy,13.07.2020,
2538283-4,30887063,M/S Matilda,"Vuosaari / Aurinkolahti, Hiekkalaituri 1",980,HELSINKI,Helsinki,FRS Finland Oy,01.05.2025,
2956109-8,30063610,Pub Seitsemän Veljestä,Aleksis Kiven katu 80,520,HELSINKI,Helsinki,T:mi Sheikh Kaifa,11.02.2019,
3346150-8,1076847,Uusi Kilta,Mannerheiminkatu 1,21100,NAANTALI,Naantali,Convivium RS Oy,07.04.2023,
3107195-2,30881656,Loppulan Luontokahvila,Sanginjoentie 1101,90660,OULU,Oulu,Naturest Oy,19.08.2023,
3239858-6,1073001,Ravintola Sumu,Snellmaninkatu 8,53100,LAPPEENRANTA,Lappeenranta,Ravintola Sumu Oy,13.01.2022,
2883483-2,1067412,Ravintola Hanki,Korkalonkatu 2 C,96100,ROVANIEMI,Rovaniemi,Kanssa International Oy,09.01.2020,
1493322-3,1035260,Lehmonkärki,Lehmonkärjenti 200,17320,ASIKKALA,Asikkala,Lehmonkärki/Ari Yrjölä,28.06.2010,
2854618-7,1058684,Villa Nepal,Kauppakartanonkatu 3,930,HELSINKI,Helsinki,Munal oy,25.10.2017,
2458663-2,1041428,Hullu Poro Areena,Hissitie,99130,SIRKKA,Kittilä,Hullu Poro Oy,07.06.2012,
2701627-2,30051614,Ravintola Nepal,Kivenlahdenkatu 1,2320,ESPOO,Espoo,New Nepal oy,12.06.2020,
3506542-9,30887093,Lahti Billiards & Lounge,Salonaukio7 C,15170,LAHTI,Lahti,Lahti Diamond Oy,01.05.2025,
0213834-5,1042084,Keudan ammattiopisto,Sibeliuksenväylä 55,4400,JÄRVENPÄÄ,Järvenpää,Keski-Uudenmaan koulutuskuntayhtymä,08.08.2012,
2923750-3,30883503,Aito Igloo & Spa Resort,Seitarannantie 437,97240,SONKA,Rovaniemi,Nordic Unique Travels Oy,01.01.2024,
1447914-7,1037761,Scandic Rovaniemi City,Koskikatu 23,96200,ROVANIEMI,Rovaniemi,Scandic Hotels Oy,09.07.1998,
2614672-9,1051852,Baskeri & Basso,Tehtaankatu 27-29 sisäpiha,150,HELSINKI,Helsinki,BasBas Oy,15.10.2015,
3372935-9,30886666,Puutikkalan Kesäpuoti,Puutikkalanraitti 87,14960,PUUTIKKALA,Pälkäne,Wiree Oy,01.05.2025,
2610992-8,1072545,Deliberi Hansakortteli,Aurakatu 10,20100,TURKU,Turku,Mosse Invest Oy,01.11.2021,
3484774-4,30886682,Ravintola HILDA,Rantakatu 7,67100,KOKKOLA,Kokkola,Korroiko Oy,28.02.2025,
3573443-4,30889259,Ravintola Marttilan Talli,Puskantie 38,60100,SEINÄJOKI,Seinäjoki,Ravintola Talli Oy,02.01.2026,
2366480-3,1055020,Studio Ravintola,Uutiskatu 8,240,HELSINKI,Helsinki,Nordrest Finland Oy,05.10.2016,
3242062-4,30882954,GINN RAVINTOLA,Länsisatamankatu 31,220,HELSINKI,Helsinki,OP Thai Cuisine Oy,01.10.2023,
2282490-8,30888922,KRUNG THEP THAI BISTRO OULUNKYLÄN,Käskynhaltijantie 38 L1,640,HELSINKI,Helsinki,AV Thai Kitchen Oy,01.12.2025,30.11.2026
3478156-2,30889174,Bar Bhangra,Runeberginkatu 28,100,HELSINKI,Helsinki,MZ Corporation Oy,15.12.2025,
0424229-3,30884923,Rantaravintola Ramona,Rantabulevardi 21B,94100,KEMI,Kemi,JR-Ravintolat Oy,10.06.2024,
0967717-3,1015082,Arena Center Hakaniemi  ,Miina Sillanpäänkatu 2,530,HELSINKI,Helsinki,Arena Center Oy,01.03.2018,
3174499-3,30882762,Dolce Italia,Kauppalantie 42,320,HELSINKI,Helsinki,DOLCEITALIA F&G OY,01.11.2023,
1871193-5,1020103,Santa's Hotel Aurora,Luppokeino 1,99555,LUOSTO,Sodankylä,Hotel Aurora Oy,11.08.2005,
3112000-5,1073066,Ravintola Miss Sushi,Meritullinkatu 5,170,HELSINKI,Helsinki,Funiu Oy,01.01.2022,
2532315-6,1043759,KarrinPuomi,Ypäjä kk,32100,YPÄJÄ,Ypäjä,KarrinPuomi Oy,19.03.2013,
3471556-5,30885942,Himalayan spice,Joensuuntie 1,31400,SOMERO,Somero,Rudrawati Oy,20.10.2024,
2702265-6,1053175,Lomakylä Inari,Inarintie 26,99870,INARI,Inari,Visit Inari Oy,01.04.2016,
2935986-9,1062894,Bar Pajala,Pulkkilantie 22,92600,PULKKILA,Siikalatva,Banaanipotku Oy,01.12.2018,
3365150-4,30886189,Arctra Lounge,Tietopolku 3,96930,NAPAPIIRI ROVANIEMI,Rovaniemi,Arctra DMC Oy,01.12.2024,
1799647-3,1062868,Molotow Bar,Vaasankatu 29,500,HELSINKI,Helsinki,V-G RAVINTOLA,30.10.2018,
0873697-9,30889083,0648 Saga Tammilinna,Neilikkatie 11 A,1300,VANTAA,Vantaa,Compass Group Finland Oy,01.12.2025,
2097720-6,30027104,Ravintola Grotesk,Ludviginkatu 10,130,HELSINKI,Helsinki,Modufia Oy,12.05.2020,
1761846-4,1029152,Kitisen Eräkota,Rovaniementie 312 B,99600,SODANKYLÄ,Sodankylä,A La Carte Lapland Oy,16.06.2008,
2031967-6,1036258,Hesburger Messukeskus,Messuaukio 1,520,HELSINKI,Helsinki,Burger-In Oy,01.03.2018,
0578637-2,1025080,Myllysillan Lava,Kirkonkyläntie 320,52830,SUOMENNIEMI,Mikkeli,Suomenniemen Urheilijat ry ,01.03.2018,
3200893-9,1070869,Ravintola Skörd,Fredrikinkatu 37,120,HELSINKI,Helsinki,AB JAJ Ravintolat OY,26.05.2021,
2150686-0,30049783,Camping Nyyssänniemi,Nyyssänniementie 10,42700,KEURUU,Keuruu,Nyyssis Oy,30.04.2020,
3444685-2,30885121,Cafe Vuopio,Sodankyläntie 1001,98560,KAIRALA,Pelkosenniemi,Kairala Resort Oy,24.06.2024,
0168170-9,30052688,Break Sokos Hotel Bomba,Suojärvenkatu 1,75500,NURMES,Nurmes,Pohjois-Karjalan Osuuskauppa,01.09.2022,
0662428-7,30888823,Santa Claus Holiday Village Safaris,Piirurakantie 0,97610,OIKARAINEN,Rovaniemi,Napapiirin Kehitys Oy,02.10.2025,
2587010-9,30886468,Friends & Brgrs Messukeskus,Messuaukio 1,520,HELSINKI,Helsinki,Friends & Brgrs Ab Oy,27.01.2025,
2907857-3,1060669,Vanha Trokari,Vanha Kylätie 15,12310,RYTTYLÄ,Hausjärvi,TOPRAK OY,15.05.2018,
2800874-1,30888619,Teeritupa,Pekanraitti 4,700,HELSINKI,Helsinki,T:mi Md Shahin Khan,01.09.2025,
1641105-8,1172607,Pizzeria Tuplaässä,Näyttelijäntie 14 B,400,HELSINKI,Helsinki,Ässäresta Oy,07.07.2011,
3398625-9,30889435,PomeFest 2026,Sahurintie 7,21530,PAIMIO,Paimio,Minkä Tähden Oy,17.07.2026,18.07.2026
3182827-3,1070153,Ravintola Ailin,Mestarintie 1,15550,NASTOLA,Lahti,Ravintola Ailin Oy,01.03.2021,
0844333-2,1024791,Ravintola Jokamies,Kuusmiehentie 13,670,HELSINKI,Helsinki,Paloheinä Golf Oy,03.07.2007,
1564537-0,30068762,Pohjolan Pirtti,Saarenkyläntie 1 B,93800,KUUSAMO,Kuusamo,Nordic Holiday Services Ltd Oy,19.06.2020,
0923886-7,1065137,Hotel Fabrik ja ravintola Villa,Hämeentie 7,30100,FORSSA,Forssa,Hämeen Valtatieravintolat Oy,04.04.2001,
3137652-9,30888962,Day to Day Pizza & Kebab,Ateneuminkuja 2 A,100,HELSINKI,Helsinki,Day to Day pizza kebab Oy,01.11.2025,31.10.2026
3113480-2,30068295,Pizzeria Nuåvo,Antinkatu 14,28100,PORI,Pori,Åsteria Oy,01.06.2020,
0201177-4,1045392,Sportti Pub,Kotkankatu 12,48100,KOTKA,Kotka,Formia-Future Oy,01.10.2013,
2115865-9,1026033,Sawaddee Thai Ravintola,Sibeliuksenkatu 13,13100,HÄMEENLINNA,Hämeenlinna,Sawaddee Oy,20.06.2007,
3123430-1,30883730,Vanhan Porvoon panimon Taproom,Rihkamakatu 10,6100,PORVOO,Porvoo,Vanhan Porvoon panimo Oy,01.03.2024,
3297323-7,30882388,Ahvenlampi camping,Ahvenlammentie 62,43100,SAARIJÄRVI,Saarijärvi,Ahvenlampi Camping Oy,04.07.2023,
3219864-8,1071816,Kuokkalan kartano,Hämeenpohjantie 50,40520,JYVÄSKYLÄ,Jyväskylä,Tirehtöörin pytinki Oy,13.07.2021,
2902277-2,1061818,Ravintola Kampai3,Kolmas linja 18,530,HELSINKI,Helsinki,JIAN HANG OY,13.07.2018,
2710717-4,1052061,Eerikkilän Urheiluopisto,Urheiluopistontie 138,31370,EERIKKILÄN URHEILUOPISTO,Tammela,Eerikkilän Palvelut Oy,19.11.2015,
0910495-7,1026775,Cafe Poiju ,Linnankatu 90/Satamaterminaali,20100,TURKU,Turku,Maestro Ravintolat Oy,01.09.2007,
2249631-8,1068584,Aveny Café,Hovrättsesplanaden 13 LH 19,65100,VAASA,Vaasa,Aveny Café Vasa,01.06.2020,
3185046-2,30888893,Nest Restaurant,Keilalahdentie 2-4,2150,ESPOO,Espoo,Madeleine Ravintolat Oy,27.10.2025,
2872723-6,30073159,Ravintola La Luna,Nupurintie 4,2820,ESPOO,Espoo,MJK RESTA,01.02.2022,
0702204-2,1012480,Klinten fiskestuga,Koum,21660,NAUVO,Parainen,Hotel Strandbo Oy,04.02.2004,
1510935-9,1061743,Ravintola Kuparilyhty,Svinhufvudintie 1,570,HELSINKI,Helsinki,Two Star Oy,17.09.2001,
3480163-1,30887430,Amano Restaurant,Asemakatu 7,40100,JYVÄSKYLÄ,Jyväskylä,Blisea Oy,06.05.2025,
1952494-7,1046152,Foodpark ideapark,Ideaparkinkatu 4,37550,LEMPÄÄLÄ,Lempäälä,NoHo Partners Oyj,13.01.2014,
3511034-9,30887236,Irish Pub Molly,Kauppakatu 5-7,76100,PIEKSÄMÄKI,Pieksämäki,Irish Pub Messinkiholvi Oy,01.05.2025,
2372155-6,1069649,Fazer Cafe Lauttasaari,Lauttasaarentie 29,200,HELSINKI,Helsinki,Fazer Ravintolat Oy,19.10.2020,
2968884-9,1064154,New Beijing,Erkontie 2,16300,ORIMATTILA,Orimattila,Chengda Oy,01.04.2019,
0812094-7,1039756,Harjattulan Kartano,Harjattulantie 80,20960,TURKU,Turku,Harjattulan Kartano Oy,01.10.1990,
0873697-9,1043098,3137 AnnaK,Annankatu 24,100,HELSINKI,Helsinki,Compass Group Finland Oy,10.01.2013,
3247424-3,1073033,Hannikaisen Baari,Eerikinkatu 37,20100,TURKU,Turku,Kahdeksan Sillan Ravintolat Oy,21.03.2022,
2790326-9,1064573,Arken,Byhamnvägen 194,65800,RAIPPALUOTO,Mustasaari,Sylvi Ravintolat Oy,24.05.2019,
3443621-6,30884584,Panelian Kyläbaari,Paneliantie 27,27430,PANELIA,Eura,Väli-Vaara Oy,01.06.2024,
3334947-9,30884498,Talo Rannalla,Wegeliuksenkatu 5,39500,IKAALINEN,Ikaalinen,Talo Rannalla Oy,31.05.2024,
2963006-5,1071261,Ravintola Beaivvás,Nuorgamintie 4298,99990,NUORGAM,Utsjoki,Kauppakeskus Nuorgam Oy,25.05.2021,
2824728-3,1056826,Olavin Krouvi,Hämeenkatu 30,20700,TURKU,Turku,Olkun Pojat Oy,21.04.2017,
1478050-3,1011090,Ravintola Tyrsky Pub,Merenkäynti 3 A 4,2320,ESPOO,Espoo,Ravintola Puccini Oy,14.08.2002,
1449543-8,1064577,Club Marin,Österleden 151,22100,MARIEHAMN,Maarianhamina - Mariehamn,Johanssons Vinkelboda Ab,03.04.2019,
