asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2660409-9,1064185,M/S Pyhäjärvi Laiva,Heinolan Satama,18100,HEINOLA,Heinola,Heinolan Laivaosakeyhtiö,01.04.2019,
0907890-4,1063479,Helsingin Kaupunginteatteri Sodexo,Ensi Linja 2A,530,HELSINKI,Helsinki,Sodexo Oy,01.01.1970,
2841681-7,1064937,Ravintolalaiva Ukko,Kuopion matkustajasatama,70100,KUOPIO,Kuopio,Kuopion Ravintolalaivat Oy,29.04.2019,
0647239-1,1035856,Finnkino Flamingo,Tasetie 8,1510,VANTAA,Vantaa,Finnkino Oy,14.09.2010,
1447914-7,1049395,Hilton Helsinki Strand,John Stenbergin ranta 4,530,HELSINKI,Helsinki,Scandic Hotels Oy,15.10.1999,
1462498-1,1070646,Hotelli Ivalo,Ivalontie 34,99800,IVALO,Inari,Hotelli Ivalo Oy,01.04.2021,
3112703-9,1068669,Ravintola Mali,Turuntie 1,30100,FORSSA,Forssa,ILKM Oy,03.07.2020,
2445804-0,30069480,Vuoksen Kala & Business Oy,Sulattokuja 4,55610,IMATRA,Imatra,Vuoksen kala & Busines Oy,25.09.2020,
0226739-0,1876335,Nivalan Nuorisoseura,Olkkosentie 14,85500,NIVALA,Nivala,Nivalan Nuorisoseura ry,01.03.2018,
1616963-6,1070769,Kahvila Kuittinen,Keskustie 13,52200,PUUMALA,Puumala,Saimaan Kahvilapalvelut Avoin yhtiö,01.10.2000,
2938017-4,1062935,KAT'S CAFE OY,Eteläinen Karjalantie 7,48600,KOTKA,Kotka,KAT S Cafe OY,24.10.2018,
3182019-1,1070219,Pub Mylly,Sibeliuksenkatu 16,4400,JÄRVENPÄÄ,Järvenpää,Changa Oy,10.02.2021,
3416813-5,30883847,Alakulttuuritila Alimus,Pengerkatu 11,530,HELSINKI,Helsinki,Me Tehdään Juttui Oy,01.03.2024,
2530348-9,1043603,Jämsän kebab pizzeria,Koskentie 10,42100,JÄMSÄ,Jämsä,Jämsän kebab pizzeria avoin yhtiö,01.03.2018,
1962568-4,1073182,Kotkan Tennishalli,Mahlamäentie 31,48300,KOTKA,Kotka,Kymenlaakson Mailapelit Oy,14.02.2022,
0935197-4,1472849,Maamiesseurantalo Päivölä,Komintie 215,39360,KOMI,Hämeenkyrö,Lavajärven maamiesseura r.y.,01.03.2018,
2514878-1,30068488,Ravintola Rehti,Tähtitie 2,73310,TAHKOVUORI,Kuopio,Rehti Ravintolat Oy,01.06.2020,
2228348-6,1047178,Cafe Efes Bar,Helsinginkatu 2 A,500,HELSINKI,Helsinki,Salkim Oy,01.10.2014,
1662276-0,1057697,Kasvisravintola Keidas,Uudenmaankatu 3,20500,TURKU,Turku,Kasvisravintola Keidas,01.03.2018,
2752008-1,1065303,Låna,"Linnankatu 3 ,Vähätorin Appare",20100,TURKU,Turku,Bouren Oy,06.06.2019,
3181613-3,1073440,Teppanyaki,Myllynkatu 1,21280,RAISIO,Raisio,YH Chen Oy,01.04.2022,
2575674-4,30886642,2kaks ja O.Dost Kahvila ja lounasravintola,Koulutie 16,91600,UTAJÄRVI,Utajärvi,Orkun Dost Tmi,04.04.2025,
1040890-7,1014857,Majatalo Pihlajapuu,Salmenkyläntie 81,75500,NURMES,Nurmes,Äksyt Ämmät Oy,01.11.2002,
1209938-6,1014042,Polven Juustola,Polventie 59 A,45460,SAVERO,Kouvola,T:mi Lasse Rainio,09.09.2002,
3100972-9,30067506,Skatafé,Padvantie 1552,10570,BROMARV,Raasepori,JenWes Ab,15.04.2020,
0906333-1,1049766,ISS Catering Services LähiTapiola,Tiirasaari,200,HELSINKI,Helsinki,ISS Palvelut Oy,14.04.2015,
2734325-7,30883419,Blind Burger,Valtakatu 5 m 12,28100,PORI,Pori,Blind Chef's Oy,01.12.2023,
3100506-6,30887674,turkin taverna,vanhatie 46,91600,UTAJÄRVI,Utajärvi,FB-Turkin Taverna Ky,23.05.2025,22.05.2026
3420017-4,30886329,Ravintola Villa Nepal,Urho Kekkosen katu 1,100,HELSINKI,Helsinki,Sundar Oy,01.01.2025,
1123891-1,1059413,Ravintola Alvarinkulma,Koulukatu 36,60100,SEINÄJOKI,Seinäjoki,Ravintola pizzeria Alvarinkulma,14.05.2018,
2391525-4,1053475,Bar Lumo,Latokartanontie 1,90150,OULU,Oulu,Bar Planet Oy,26.05.2017,
3293106-1,30881810,Zaap Isan Thai Streetfood Töölönlahti,Töölönlahdenkatu 3,100,HELSINKI,Helsinki,KNK thai food masters Oy,03.07.2023,
3471912-8,30885674,Konstan Möljä,Hietalahdenkatu 14,180,HELSINKI,Helsinki,Konstan Möljä Oy,03.09.2024,
1628144-1,1041109,Biljardisali Finnalist,Kotkankatu 20,48100,KOTKA,Kotka,FINNALIST OY,01.10.2019,
1093445-6,30070114,Ravintola Everest,Luotsikatu 12,160,HELSINKI,Helsinki,Everest Yeti Oy,10.04.2018,
2988023-2,1065740,Luckiefun's Sushibuffet,Kauppiaankatu 2,15160,LAHTI,Lahti,JX SUSHI OY,03.07.2019,
2356869-4,30068986,Putte's Bar & Pizza,Koivu-Mankkaantie 1,2200,ESPOO,Espoo,Kettupojat Oy,14.08.2020,
0932183-9,1006016,Lill - Emet,Folkparksvägen,68700,TEERIJÄRVI,Kruunupyy,Första Ungdomsringen r.f.,01.03.2018,
2057265-5,1075686,K & A Kahvilaravintola,Kaskenpää 3,2340,ESPOO,Espoo,Namini Atena,31.10.2022,
0934224-2,1044150,Kivisalmen lava,Oravisalontie 610,82300,RÄÄKKYLÄ,Rääkkylä,Joensuun Viihdemarkkinointi Ilonen Ky,01.03.2018,
0647239-1,1060625,Finnkino Tennispalatsi,Salomonkatu 15,100,HELSINKI,Helsinki,Finnkino Oy,23.05.2018,
3286327-3,30883396,Bella Lake Resort,Siikaranta 4,70620,KUOPIO,Kuopio,Bella Resort Oy,01.12.2023,
1091699-5,30882104,Murtoharjun Moottorirata,Ikkeläjärventie 968,61680,MANTILA,Kurikka,JALASJÄRVEN MOOTTORIKERHO R.Y.,26.07.2024,
1600843-7,1033073,Calliola Conference & Event Center,Rågöntie 315,10710,SNAPPERTUNA,Raasepori,Talent Adventure Oy,04.03.2002,
1779192-9,1012242,Ruusulinna,Aspinniituntie 80,1900,NURMIJÄRVI,Nurmijärvi,Bestmill Oy,10.07.2003,
2654971-2,30885397,Lanun Korkki,Rautatienkatu 26 E,15100,LAHTI,Lahti,Eventhits Oy,01.09.2024,
3017054-5,1068514,Gnistan Bar,Käskynhaltijantie 11,640,HELSINKI,Helsinki,IF Gnistan Oy,15.06.2020,
0204819-8,1040282,Opetusravintola Taito,Lemminkäisenkatu 14-18,20520,TURKU,Turku,Turun kaupunki,01.09.1983,
2892734-2,1059981,Everest Himal,Kuninkaankatu 19,26100,RAUMA,Rauma,Everest Himal Oy,05.04.2018,
3408927-7,30883778,murasaki, Pohjoinen Rautatiekatu 23,100,HELSINKI,Helsinki,Murasaki JEK Oy,01.03.2024,
0751929-4,30007021,Kasirata  Salon keilahallin kahvio,Pormestarinkatu 5,24100,SALO,Salo,Kasirata Oy,14.04.2018,
3152530-1,1070250,Cafe Kobben,Katajanokanluoto 1,140,HELSINKI,Helsinki,Skatakobben Oy,18.02.2021,
2991222-2,1070950,Ravintola Saimaa,"Kirkkokatu 9, 6.krs",53100,LAPPEENRANTA,Lappeenranta,Kattava Catering Lappeenranta Oy,22.04.2021,
2170389-9,1072452,Rafi The Village of Silence,Rovanpääntie 425,99280,TEPSA,Kittilä,Japteam Oy,01.10.2021,
2072394-3,30885710,Louis Vuitton,Pohjoisesplanadi 35,100,HELSINKI,Helsinki,Louis Vuitton Suomi Oy,20.09.2024,
0784345-7,1076046,Pyhärannan Kievari,Suojalantie 9,23950,PYHÄRANTA,Pyhäranta,Helavi Oy,01.01.2023,
3496829-8,30886481,Bar Flagon,Vilhovuorenkatu 5,500,HELSINKI,Helsinki,Abar Life Oy,01.02.2025,
0109862-8,1074751,Kesko Oyj ,Työpajankatu 12,580,HELSINKI,Helsinki,Kesko Oyj,01.08.2022,
3197428-9,30886451,Kalevi Bar And Kitchen,Eteläkauppatori 2,28100,PORI,Pori,JesBar Oy,31.01.2025,
2614672-9,30881403,BasBas Studio,Pursimiehenkatu 27 LH5,150,HELSINKI,Helsinki,BasBas Oy,15.05.2023,
2912450-9,1063222,Ravintola Vapiano ITIS,Itäkatu 1-7,930,HELSINKI,Helsinki,ITS-Piano Oy ,28.11.2018,
3447862-7,30888640,Hohtominigolf Joensuu ,Kauppakatu 23 B,80100,JOENSUU,Joensuu,Hohtominigolf Joensuu Oy,09.09.2025,08.09.2026
0930206-4,1057603,Santpauli,Tehtaankatu 21 LH 1-3,150,HELSINKI,Helsinki,A&S Fam Oy,01.08.2017,
1103581-5,30034523,Laivaravintola Teerenranta,Matkustajasatama,15100,LAHTI,Lahti,Teerenpeli Ravintolat Oy,30.04.2018,
1568918-9,30070517,Bar & Cafe Kuohu,Imatrankoskentie 1,55100,IMATRA,Imatra,Ravintola Kolme Härkää Oy,08.03.2021,
1473391-8,1273880,Cafe Latino,Kauppiaskatu 3,20100,TURKU,Turku,Café Latino,01.03.2018,
3439011-5,30887067,Itsudemo Sushi ,Zeppelinintie 1,90450,KEMPELE,Kempele,Enende Oy,02.04.2025,
3154622-5,1074282,Lang Bakke food & Cafe,Postikatu 2,20250,TURKU,Turku,Sugo Oy,01.06.2022,
0158064-1,1073305,Palwaamo,Vaihtotie 13-15,33470,YLÖJÄRVI,Ylöjärvi,Veljekset Mattila Oy,26.02.2022,
3076410-8,1073928,Kuivurin baari,Vehnäpellontie 2,1900,NURMIJÄRVI,Nurmijärvi,Krannilan asukasyhdistys ry,21.04.2022,
3542508-4,30888315,T49 ravintola,Töölönkatu 49,250,HELSINKI,Helsinki,Toolo49 oy,22.07.2025,
2348400-1,30076983,Cafe Sillanbaari,Moinsalmentie 1884,57230,SAVONLINNA,Savonlinna,Foreiner Oy,01.05.2023,
2774460-8,30884481,Ravintola Viva Maria,Laukkarinne 4,1200,VANTAA,Vantaa,Matsu Oy,20.05.2024,
3476160-9,30886819,Nikinmäen tähti,Kimalaisentie 10,1490,VANTAA,Vantaa,Idris Oy,07.03.2025,
3459289-2,30885582,Pullokiska / FN - Koskenanta Oy,Linjatie 5,4480,HAARAJOKI,Järvenpää,FN - Koskenranta Oy,16.08.2024,
2504039-1,1052505,Beer & Cafe Solmu,Jaspiskuja 5,1700,VANTAA,Vantaa,Pemmi Oy,12.02.2016,
2829713-3,1058613,Taco Bell Iso Omena,Piispansilta 9,2230,ESPOO,Espoo,Restel Mexican Food Oy,01.03.2018,
2600975-9,1067967,Café Sattmark,Sattmark 1,21600,PARAINEN,Parainen,Kermala Ravintolat Oy,08.04.2020,
3431811-3,30886966,Wanha Saha Kulttuuriklubi,Kutterinkuja 3B,51600,HAUKIVUORI,Mikkeli,Wanha Saha Oy,01.05.2025,
2319477-6,1034441,Stefan's Steakhouse,Kehräsaari,33200,TAMPERE,Tampere,Koskimax Oy,01.04.2010,
3108348-6,30888240,"Kulkurin Kievari, Loimiranta",Satakunnantie 1,32200,LOIMAA,Loimaa,Pääkana Oy,15.07.2025,
3300398-8,1075494,Jamppa Bar,Wärtsilänkatu 70,4440,JÄRVENPÄÄ,Järvenpää,Huyen Thuy Linh Oy,16.09.2022,
3326703-5,30881415,Gasthaus Willi Jenkki,Kokkolantie 2852,68100,HIMANKA,Kalajoki,Willi Jenkki Avoin yhtiö,01.06.2023,
2954564-5,1064110,Karkiainen,Länsiranta 9,95400,TORNIO,Tornio,Karkiainen Oy,01.03.2019,
3109805-5,30888966,Ernst Salonger,Sandögatan 7,65100,VAASA,Vaasa,Mat med Historia Ab,29.11.2025,
2866869-4,30888426,Masku aasialainen ravintola,Maskuntie 228,21250,MASKU,Masku,Ji-Li Oy,05.09.2025,
2996902-6,1065257,Ravintola New Dhaka,Suunnistajankuja 2,1280,VANTAA,Vantaa,Q & P2 Dhaka avoin yhtiö,04.06.2019,
0193152-8,1006299,Totohallin Kahvio,Kemijärventie 381,99600,SODANKYLÄ,Sodankylä,Lapin Ravi r.y.,01.03.2018,
0210354-8,1876393,Urheiluhalli Taivalkaari,Urheilutie 8,93400,TAIVALKOSKI,Taivalkoski,Voimistelu- ja Urheiluseura Taivalkosken Kuohu ry,01.03.2018,
0942308-5,30030908,Ravintola Santa Fé,Aleksanterinkatu 10,15110,LAHTI,Lahti,CMB Ravintolat Oy,03.11.2018,
1537398-5,1033314,Pizzeria Da Yagli Oy / Caesars,Tulliportinkatu 25,70100,KUOPIO,Kuopio,Pizzeria Da Yagli Oy,01.03.2018,
2625218-5,30060311,Kyrön Vierailukeskus,Oltermannintie 6,61500,ISOKYRÖ,Isokyrö,Kyröön Kievari Oy,08.05.2018,
3111597-8,1071124,Miller's BBQ,Vanajanlinnantie 4,13270,HÄMEENLINNA,Hämeenlinna,Craft Meats Oy,19.05.2021,
2772693-6,1054592,Papukaija Pub,Aulangontie 35-37,13210,HÄMEENLINNA,Hämeenlinna,Pub Group Oy,01.09.2016,
3145306-1,1070187,Mauno Trivium City,Lemminkäisenkatu 32,20520,TURKU,Turku,Kupittaan Feeniks Oy,22.02.2021,
3261727-5,1073457,Pizzeria Finlandia,Hallituskatu 31,90100,OULU,Oulu,Polat Finland Oy,01.03.2022,
1179751-0,30881736,Camping Atrain,Pelonniemi 53,71150,VARTIALA,Kuopio,Seppo Saarelainen,01.06.2023,
3235065-4,1073632,Bangkok9 Citycenter,"Kaivokatu 8, 2.krs, Lt  227",100,HELSINKI,Helsinki,Thai-Helsinki Food & restaurant Oy,01.05.2022,
2931080-3,30886101,The Silver Birch Resort,Alaniemenpolku 52,97610,OIKARAINEN,Rovaniemi,Wild About Lapland Oy,01.01.2025,
2708164-8,1070361,KASKI Navetta,Uskintie 23 C,49980,RAVIJOKI,Virolahti,Takatalo ja Tompuri oy,08.02.2021,
3357090-7,30881460,V.I.P BAR & RESTAURANT ,Sääksmäentie 1,37600,VALKEAKOSKI,Valkeakoski,Nersi & Ali Oy,11.05.2023,
1623026-5,1056692,Samppalinna,Itäinen Rantakatu 10,20100,TURKU,Turku,Aura Ravintolat Oy,30.04.2018,
2210462-8,30032798,Maltainen Riekko,Aleksis Kiven katu 56,510,HELSINKI,Helsinki,Restafix Oy,01.06.2020,
2230885-8,30064957,Kotipizza Bauhaus,Kaakkurinkulma 2,90410,OULU,Oulu,RSR-Markkinointi Oy,10.05.2019,
3517906-3,30887551,Green Hippo Tampere,Keskustori 7 ,33100,TAMPERE,Tampere,Green Hippo Tampere Oy,05.06.2025,
3217890-3,30073079,Heinolan Heinäsaaren kahvila,Heinäsaarentie 101,18100,HEINOLA,Heinola,Heinolan Heinäsaari Oy,03.01.2022,
2459093-0,30882646,DAVID BURGER,Lempääläntie 5,37600,VALKEAKOSKI,Valkeakoski,DAVID BURGER,15.08.2023,
2786185-5,30884034,Pupu Stockmann,"Aleksanterinkatu 52, 1.krs, Lt 1K01",100,HELSINKI,Helsinki,SALADWERK OY,25.03.2024,
3372289-4,30888807,Roadhouse Cafe Neulansilmä,Sattulantie 75,13720,PAROLA,Hattula,Hämpton roots music and culture society ry,23.10.2025,
2610992-8,1066771,Deliberi Tapiola,Tapiolanaukio 4,2100,ESPOO,Espoo,Mosse Invest Oy,23.10.2019,
0211675-2,1065613,Opetusravintola Elmeri,Ammattikoulunkatu 18,33230,TAMPERE,Tampere,Tampereen kaupunki,01.08.2019,
2513685-2,30889230,Robert´s Coffee,Länsiranta 10,95400,TORNIO,Tornio,Cafe Katariina Oy,15.12.2025,
3453132-8,30888262,Maira Soul Food,"Hämeenkatu 19, Tampereen kauppahalli",33230,TAMPERE,Tampere,Maira Oy,07.07.2025,
3502915-3,30888597,Akhanda Food & Bar,Maistraatinportti 4,240,HELSINKI,Helsinki,Aanvi Oy,01.09.2025,
3530094-3,30888569,Padel Pirkkola,Pirkkolan Metsätie 8,630,HELSINKI,Helsinki,Padel Pirkkola Oy,26.08.2025,
3497826-9,30886522,Flor,Iso Roobertinkatu 16,120,HELSINKI,Helsinki,IR16 Oy,03.02.2025,
3391260-4,30883559,Pizza Il Forno,Kauppurienkatu 11,90100,OULU,Oulu,FORNO OY,22.12.2023,
3216498-2,30888687,Japanilainen ravintola Kizuna,Pursimiehenkatu 12,150,HELSINKI,Helsinki,Kapybara Yamato Oy,01.10.2025,
2186080-0,30884171,Amos Krog,Söderlångvik Gård,25870,DRAGSFJÄRD,Kemiönsaari,Voiveljet Oy,05.10.2024,
3255129-6,30886381,Ravintola Long Wall,Annankatu 26,100,HELSINKI,Helsinki,Haichang Oy,01.01.2025,
2774375-2,1077081,Ruiskuhuone,Rantakatu 35,92100,RAAHE,Raahe,Kikahees Oy,01.05.2023,
3418143-6,30885099,Ravintola Susav,Kultakruununkaari 1,590,HELSINKI,Helsinki,Susav Oy,29.06.2024,
2186080-0,1032185,Ravintola Smör,Läntinen Rantakatu 3,20100,TURKU,Turku,Voiveljet Oy,17.07.2009,
3274645-6,1075915,Ravintolabaari Torikulma,Kauppakatu 23 (Joensuun tori),80100,JOENSUU,Joensuu,TK VieFin Oy,01.04.2023,
3568872-2,30889322,Goodwin The Steak House,Eteläranta 14,130,HELSINKI,Helsinki,Lumeris Oy,01.01.2026,
0898148-0,1037733,Ritamäen lava,Kirnukorventie 3,62100,LAPUA,Lapua,Lapuan Ponnistus -90 ry,01.03.2018,
3563715-9,30889395,Zum Beispiel,Rihkamakatu 2,6100,PORVOO,Porvoo,Zum Beispiel Oy,16.01.2026,
1624098-1,30882668,Ala-Lemun kartano (Lemon ranta),Lemuntie 242,20760,PIISPANRISTI,Kaarina,Lemon Kartano Oy,01.08.2023,
2202245-4,30888693,Pub Pesä,Toivolantie 1,28400,ULVILA,Ulvila,Friirest Oy,12.09.2025,28.02.2026
3439649-6,30884961,Ravintolalaiva Auråra,"Läntinen Rantakatu 42, Borenaukio",20100,TURKU,Turku,Svante ravintolat Oy,24.06.2024,
3207489-9,1072291,Alppila Bowling,Tukkimiehentie 1,90530,OULU,Oulu,Alppila Bowling Oy,10.09.2021,
2339837-3,30064981,Oulunkylän Kotipizza,Siltavoudintie 9-11,640,HELSINKI,Helsinki,KN Company Oy,01.06.2019,
1005384-3,1064075,Cafe Hamnen,Itäinen Rantapromenadi 5,6100,PORVOO,Porvoo,River Team Oy,01.05.2019,
1049382-2,1012835,Ravintola Galtbyn Puoti,Saaristotie 6561,21710,KORPPOO,Parainen,"Galtbyn Puoti, avoin yhtiö",01.03.2018,
1491725-8,1172466,Ravintola Milano,Helsingintie 13,4400,JÄRVENPÄÄ,Järvenpää,Ravintola Milano,01.03.2018,
3262165-3,30073396,Peloton Cycling Eatery,"Kaasutehtaankatu 1, rakennus 8",540,HELSINKI,Helsinki,Peloton Eatery Oy,01.10.2022,
0658353-4,1053006,Rax Sello Espoo 60320000,Leppävaarankatu 3-9,2600,ESPOO,Espoo,Restel Ravintolat Oy,01.03.2018,
3555418-5,30888698,Blue Jay Lounge & Bistro ,Kirvuntie 22,2140,ESPOO,Espoo,Pashupatiexpress Oy,16.10.2025,
1447759-8,1068780,Ravintolalaiva Donna,Itäinen Rantakatu 11,20700,TURKU,Turku,Donk Oy,01.04.1998,
3193163-3,30070743,Messilä Golf Klubiravintola,Messiläntie 240,15980,MESSILÄ,Hollola,Nenosek Oy,26.04.2021,
1801682-8,30888883,Folkhälsan Blomsterhemmet,Raseborgsvägen 10,10600,TAMMISAARI,Raasepori,Folkhälsan Välfärd Ab,01.11.2025,
2772558-9,1054795,Ravintola Royal Nepal,Sturenkatu 32-34,550,HELSINKI,Helsinki,Asika Oy,17.09.2016,
1018487-8,1051401,Stefan's Steakhouse Levi,Hissitie 15,99130,SIRKKA,Kittilä,Unioninkadun keidas Oy,15.10.2015,
1907707-5,1023113,Hotelli-ravintola Kiteenhovi,Hovintie 2,82500,KITEE,Kitee,Ainin Eines ja Anniskelu Oy,26.06.2006,
3123026-3,1070028,Saigon Noodle Bar,Rovakatu 26,96200,ROVANIEMI,Rovaniemi,SaiGon Noodle Bar Oy,01.01.2021,
0873697-9,1039186,3387 Ravintola Koskela,Koskelankuja 1,45700,KUUSANKOSKI,Kouvola,Compass Group Finland Oy,01.10.2011,
2634489-9,1051158,Restaurang Bacchus /,Strandgatan 4,65100,VAASA,Vaasa,DB Wasa Restaurants AB OY,01.10.2015,
1764340-8,30076212,Kotipizza Iisalmi (Kirkkis),Savonkatu 20,74100,IISALMI,Iisalmi,K&R Riihola Oy,16.12.2022,
0499043-5,1036822,"Laajasalon palloiluhallit, kahvio",Sarvastonkaari 23,840,HELSINKI,Helsinki,Kiinteistö Oy Laajasalon palloiluhallit,01.03.2018,
2108396-8,1028713,m/s Queen R,Matkustajasatama,70100,KUOPIO,Kuopio,Lakeland Lines Oy,11.05.2008,
2112598-8,1049457,Block by Dylan,Eteläesplanadi 2,130,HELSINKI,Helsinki,Toothpicks and Honey Oy,01.02.2015,
3333649-1,30881917,SSS paviljong,Spjutsundintie 958,6880,KÄRRBY,Porvoo,Sis C&C Oy Ab,07.06.2023,
2689164-9,1051384,Marks Rock Club,Kauppakatu 26 A,80100,JOENSUU,Joensuu,Erguner Oy,29.09.2015,
0824388-3,1070149,Restaurang  Maxill,Högbergsgatan 4,150,HELSINKI,Helsinki,Maxill Oy,14.02.2002,
1109137-4,30883198,Ravintola Piazza ,Sääskiniementie 560,73310,TAHKOVUORI,Kuopio,Bon Tahko Oy,01.11.2023,
1354939-3,1043867,Majatalo Villa Emilia,Perttulantie 3,32100,YPÄJÄ,Ypäjä,Tmi Minna Alakoski,12.04.2013,
3196081-3,30070895,Dam Bar,Satakunnankatu 13 B,33100,TAMPERE,Tampere,Dam Bar Oy,20.04.2021,
2982062-7,30071098,Cafe Iisi,"Vallisaari, Torpedolahti",860,HELSINKI,Helsinki,The Woop Factory Oy,21.05.2021,
2520715-5,1062828,Gate A21,Annankatu 21,100,HELSINKI,Helsinki,MAIY A Oy,16.10.2018,
2794511-9,1055526,Rock Bike,Keuruuntie 16,42700,KEURUU,Keuruu,Baiggi Oy,21.12.2016,
0946696-6,1875105,Rinnekahvila,Kommattivaara,99600,SODANKYLÄ,Sodankylä,Jokkerin Hiihtomesta Oy,01.03.2018,
2627135-1,1070351,Ravintola Sulo Puisto,Länsikatu 15,80110,JOENSUU,Joensuu,Sulo Ravintolat Oy,16.02.2021,
1603507-2,1029120,Spice Garden,Lintuvaarantie 28,2650,ESPOO,Espoo,Stop in Oy Mobin,03.09.2008,
2448860-2,30885841,Milan Maikkula,Haaransuontie 6,90240,OULU,Oulu,Bosna Oy,01.11.2024,
3412497-6,30885719,Kiinalainen ravintola Dynasty,Kitkantie 1,93600,KUUSAMO,Kuusamo,Xiang Rui avoin yhtiö,13.09.2024,
2409097-9,1039725,Ravintola Oiva,Porthaninkatu 5,530,HELSINKI,Helsinki,K & J Ravintolat Oy,27.10.2011,
1889387-1,1055743,Ravintola A-Hana,Palokoukunkuja 4,750,HELSINKI,Helsinki,Nasiib Oy,01.12.2013,
0906333-1,1055400,Nordic Light Arabianranta,Arabiankatu 12,560,HELSINKI,Helsinki,ISS Palvelut Oy,30.11.2016,
2078694-4,30055290,Ravintola Semafori,Rautatienkatu 25,33100,TAMPERE,Tampere,Efes Pro Invest Oy,16.03.2021,
2471234-4,1051456,Fish & Grill cafe,Kaislantie 1-6,19430,PERTUNMAA,Pertunmaa,Fish & Fun Oy,01.03.2018,
1025227-9,1071455,Alcatraz,Eerikinkatu 3,100,HELSINKI,Helsinki,Ednados Oy,21.05.1993,
2360687-3,1036457,Ravintola Musta Kynnys,Hannikaisenkatu 16,40100,JYVÄSKYLÄ,Jyväskylä,Musta kynnys Oy,25.11.2010,
1837957-3,1050032,Pub Angleterre,Fredrikinkatu 47,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,01.01.2004,
2560615-6,30883883,Ristorante Roma,Otavalankatu 3,33100,TAMPERE,Tampere,Dinori Oy,01.04.2024,
2538676-3,1047750,Ravintola Roosa,Rekipellontie 2,940,HELSINKI,Helsinki,Fitimi,01.03.2018,
1859086-2,1016376,Majatalo Haltinmaa,Naalikuja 1,99490,KILPISJÄRVI,Enontekiö,Haltinmaa Ky,15.03.2004,
3557903-2,30888834,Ravintola Hakapirtti,Teollisuuskatu 20,49400,HAMINA,Hamina,Humppaveljet,04.10.2025,
2704097-7,1061337,Chihuahua Julep,"Erottajankatu 9-11 A 3,katutas",130,HELSINKI,Helsinki,Chihuahua Julep Oy,01.01.2021,
3202614-1,30889035,Limingan pizza & kebab,Tupoksentie 12,91900,LIMINKA,Liminka,Emilia Suoranta Oy,01.12.2025,
2909497-9,1061579,m/s Ahti,"Kaupunginsatama, Niemenlahti",86800,PYHÄSALMI,Pyhäjärvi,Pyhäjärven Laivaristeilyt Oy,01.07.2018,
2680073-5,30888708,Kamome,Tenderinlenkki 8,520,HELSINKI,Helsinki,Kamome Project Oy,22.09.2025,
2410472-8,1074380,Ravintola Oinas,Kustaankuja,17200,VÄÄKSY,Asikkala,Oiinas Kebab Avoin yhtiö,16.05.2022,
3213067-8,30882988,Ravintola LieMi,piispansilta 9 A,2230,ESPOO,Espoo,3 bunny tacos oy,01.10.2023,
1004101-7,30882230,Kahvila Jokiranta,Satamatie 3,42100,JÄMSÄ,Jämsä,Tuomo Mäyrämäki Oy,30.06.2023,
3222527-1,1072485,Pieni Lohikäärme,Karhuojantie 2,90460,OULUNSALO,Oulu,Manh Oy,07.10.2021,
3144010-5,1073533,Remu,Kelantie 2,93600,KUUSAMO,Kuusamo,HeiHelpStorm Oy,01.04.2022,
2906094-7,30063352,Manhattan Steak House,Eteläesplanadi 24,130,HELSINKI,Helsinki,Skyline Restaurants Oy,20.03.2020,
3344966-4,30886330,Krung Thep Thai Bistro Jatkasaari,Bermudankatu 5 ,220,HELSINKI,Helsinki,PTM Thai Ravintola Oy,01.01.2025,
2682048-8,30070393,Ravintola Mount Nepal,Länsituulentie 10,2100,ESPOO,Espoo,Taj Aroma Oy,18.03.2021,
1984140-8,1021867,Huippu Baari,Eteläinen Liipolankatu 13,15500,LAHTI,Lahti,Leena Kuokkanen,07.02.2006,
3009569-6,30889305,Papu & Pruuvi,Toukkalantie 4 ,54710,LEMI,Lemi,Niemi Wellbeing Oy,09.01.2026,
0206399-6,30889401,RUK KURSSIJUHLAT,Kadettikoulunkatu 6,49400,HAMINA,Hamina,Haminan Sotilaskotiyhdistys ry,31.01.2026,31.01.2026
9040253-9,1072543,S. Wallin Oy,Fredikanterassi 1,520,HELSINKI,Helsinki,S. Wallin seur. Oy,28.01.2022,
3015362-2,30066246,Lokal Food & Bar,Pukinmäenkaari 18,780,HELSINKI,Helsinki,LoKal Food & Bar Oy,29.04.2020,
2482235-9,1045189,RAGU,Ludviginkatu 3-5,130,HELSINKI,Helsinki,Get Hurt Oy,01.11.2013,
1815167-5,30883680,Omega Bar & Nightclub,Mannilantie 43,4400,JÄRVENPÄÄ,Järvenpää,Lucky Industry Oy,01.02.2024,
1204161-9,1056725,Ravintola Kymen Pirtti,Valtakatu 16,45700,KUUSANKOSKI,Kouvola,Zozan Kebab Pizzeria,18.04.2017,
2260210-9,30885698,Reindeer Manor Levi ,Isotaalontie 285,99130,SIRKKA,Kittilä,Luxury Action Oy,01.10.2024,
0986656-4,1020288,Tilausravintola Juomuskota,Sossonniementie 216,93800,KUUSAMO,Kuusamo,Tmi Tuomo Ollila,15.07.2005,
3374658-9,30882665,Sushibar + Wine Freda,Fredrikinkatu 42,100,HELSINKI,Helsinki,SushiBarWine Oy,01.08.2023,
