asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
1959283-5,30889253,Ravintola Ylläskota,vaeltajantie 2,95980,YLLÄSJÄRVI,Kolari,Laaksonen Tom,11.12.2025,
0918025-5,1787911,SF -Caravan Purhon Leirintäalue,Mäntylänkankaantie 5,49660,PYHÄLTÖ,Hamina,SF-Caravan Kymenlaakso ry,01.03.2018,
2433767-9,1040035,Kahvila Saima,Linnankatu 11,57130,SAVONLINNA,Savonlinna,Kahvila Saima Oy,15.11.2011,
3409738-1,30888527,Ravintola Orient , PALLOKENTÄNTIE 4,45700,KUUSANKOSKI,Kouvola,Orientti Oy,18.08.2025,
2568031-3,30045591,Asemaravintola Resiina,"Ratakatu 21, Rautatieasema",53100,LAPPEENRANTA,Lappeenranta,Asemaravintola Resiina Oy,10.04.2018,
1627042-7,30008180,Ravintola Crossari,Keskuskatu 2,37830,AKAA,Akaa,Viialan Masaka Oy,06.04.2018,
0168170-9,1065694,ABC Nurmes Ravintola,Välitie 2-4,75530,NURMES,Nurmes,Pohjois-Karjalan Osuuskauppa,01.09.2019,
2558662-6,30887789,Retro Jäätelöbaari,Tiilikankaantie 1,15880,HOLLOLA,Hollola,LDH-PUTKI Oy,30.05.2025,
3523848-1,30887341,Terrafame stadion,tervatie 1 ,88600,SOTKAMO,Sotkamo,Sotkamon Tapahtumapalvelu Otso Oy,17.05.2025,
2917032-9,1070798,Lepakko by Xávier,Porkkalankatu 1,180,HELSINKI,Helsinki,PX Restaurants Oy,01.05.2021,
3320995-1,1076051,Puiston Helmi,Vantaanrinne 6,1730,VANTAA,Vantaa,Puiston Helmi Oy,16.12.2022,
1092745-9,1012457,Ravintola Piato,Mattilanniemi 2,40100,JYVÄSKYLÄ,Jyväskylä,Semma Oy,01.01.2011,
0155602-7,1070563,Ravintola Anna,Kympinkatu 3C,40320,JYVÄSKYLÄ,Jyväskylä,Juvenes Oy,19.04.2021,
1080565-4,1076648,Ravintola Hook Turku,"Linnankatu 17, lh:t 1,2,5 ja 6",20100,TURKU,Turku,Suomen Siipiravintolat Oy,30.03.2023,
3279248-7,1074342,Ravintola Hook,Kauppakatu 31,40100,JYVÄSKYLÄ,Jyväskylä,Jyväskylän Koukkuravintolat Oy,25.05.2022,
3413939-3,30886916,Porin Taidemuseon Café,Eteläranta,28100,PORI,Pori,Absolute Beginners Oy,31.03.2025,
0934911-0,1044580,Hotelli Ravintola Kantri Kankaanpää,Linnankatu 2,38700,KANKAANPÄÄ,Kankaanpää,P & P Kulmala Oy,01.07.2013,
2696367-3,30883790,Leo Pub Salo,Kirkkokatu 12,24100,SALO,Salo,Kokoajat,01.03.2024,
2472908-2,1055601,Ravintola Talli ja Mikpoli,Patteristonkatu 2,50100,MIKKELI,Mikkeli,Kaakkois-Suomen Ammattikorkeakoulu Oy,01.01.2017,
3086316-5,1066709,Ravintola Hox City,Kauppalaispiha 3,40100,JYVÄSKYLÄ,Jyväskylä,Hox City Oy,16.10.2019,
3099824-6,1069212,Kuunari Kathrina,"Halkolaituri, Pohjoisranta",170,HELSINKI,Helsinki,Dynamo Shipping ltd Oy,08.08.2021,
2758410-6,30887292,Toripaviljonki,Kauppakatu 16,74100,IISALMI,Iisalmi,Kahdeksan Veljestä Oy,30.04.2025,
1759373-8,1069832,K-Supermarket Mustapekka,Mäkitorpantie 1,620,HELSINKI,Helsinki,Ruokajones Oy,16.11.2020,
2676299-4,1050109,Ravintola Keidas,Asemantie 4,33470,YLÖJÄRVI,Ylöjärvi,AnMin Group Oy,15.04.2015,
2171826-5,30888722,Wanha Kaisa,Mariankatu 18,24240,SALO,Salo,Salon Torikaffe Oy,01.10.2025,
3454429-2,30885267,Padel Lehmo,Lehmonportintie 8,80710,LEHMO,Kontiolahti,Lehmon Padel Oy,06.07.2024,
3291502-9,30882987,The Hotel Maria,Mariankatu 23,170,HELSINKI,Helsinki,SC Hotels Operations Oy,19.09.2023,
2051125-4,1023925,Cafe Java,Mannerheimintie 22-24,100,HELSINKI,Helsinki,Goodcaf Oy,01.10.2007,
2060274-6,1066057,"Taitocafe, Designmuseo",Korkeavuorenkatu 23,130,HELSINKI,Helsinki,Share Tastes & Events Oy,01.09.2019,
2150623-8,30027915,Ravintola Zone,Rukatunturintie 18,93830,RUKATUNTURI,Kuusamo,Rukapalvelu Oy,26.04.2021,
1476412-4,30071715,Hotelli-Ravintola Pohjanranta,Pohjantie 23,94400,KEMINMAA,Keminmaa,Pohjanranta Oy,28.06.2021,
2034228-6,1066695,Pizza Hut Ideapark,"Ideaparkinkatu 4, lkt 7.27",37570,LEMPÄÄLÄ,Lempäälä,Askur Oy,01.11.2019,
3117803-9,1068552,Padel Kotka,Merituulentie 45,48100,KOTKA,Kotka,Padel Kotka Oy,15.06.2020,
1576519-6,1009669,Sulvan Kestikievari,Sulvantie 199,65450,SULVA,Mustasaari,Hovi Services,01.04.2000,
0873697-9,1039252,3438 Valtatie 30,Hatanpäänvaltatie 30 A,33100,TAMPERE,Tampere,Compass Group Finland Oy,29.09.2011,
0580308-0,30887177,Koskenselän Lomakylä,Koskenseläntie 98,52200,PUUMALA,Puumala,Lomavinkki Oy,05.05.2025,
3397441-8,30886288,Pretty Boy Kamppi Kortteli,Urho Kekkosen katu 1,100,HELSINKI,Helsinki,FlavorFusion Oy,11.12.2024,
2342573-0,1035660,"Jack-Up, Hamina",Sibeliuskatu 32 B,49400,HAMINA,Hamina,Killer Size Oy,28.07.2010,
2179635-1,30029310,Cafe Pelagia,Veckalintie 35,21600,PARAINEN,Parainen,Pelagia Oy,27.04.2020,
1745591-7,1072689,BioRex Seinäjoki,Kauppakatu 6,60100,SEINÄJOKI,Seinäjoki,Bio Rex Cinemas Oy,09.12.2021,
3413338-9,30888742,Orikedon Taverna,Vanha Tampereentie 137,20380,TURKU,Turku,Ateriapalvelut NIL Oy,19.09.2025,18.09.2026
3410413-1,30883620,Pizzeria O Sole Mio,Pitkäkatu 34,65100,VAASA,Vaasa,L Oikkonen Oy,01.02.2024,
0906743-9,1472714,Vuolijoen Vpk:n Talo,Vuolijoentie 480,36660,LAITIKKALA,Pälkäne,Vuolijoen Vapaaehtoinen Palokunta r.y.,01.03.2018,
2262727-7,30032056,Mama's Bar,Valtakatu 5-7,37600,VALKEAKOSKI,Valkeakoski,Mama's Bar&Bistro Oy,01.10.2020,
2822616-7,1060649,Bora Lounasravintola,Hätilänkatu 1,13210,HÄMEENLINNA,Hämeenlinna,Yildirimlar Oy,02.05.2018,
3374756-5,30883183,Ravintola 5 Bros,Itälahdenkatu 27,210,HELSINKI,Helsinki,5 Bros Oy,23.10.2023,
2292981-4,30883270,Ravintola Hööri,Luontotie 8,98530,PYHÄTUNTURI,Pelkosenniemi,Pyhätunturin Ravintolat Oy,01.11.2023,
0154062-3,1034636,Ravintola Aleksis,Kalevantie 2,33100,TAMPERE,Tampere,Aleksin Ravintolat Oy,29.04.2010,
2800004-5,1056511,Café Kaija,Marjaniementie 821,90480,HAILUOTO,Hailuoto,Westnokka Oy,21.03.2017,
1837957-3,1065824,Oluthuone Ratamo,Pasilan asema-aukio 1,520,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,16.10.2019,
2372155-6,30888889,Fazer Cafe Sello,Leppävaarankatu 3-9,2600,ESPOO,Espoo,Fazer Ravintolat Oy,22.10.2025,
2686255-7,1066596,Happy Friends,Sinikalliontie 7,2630,ESPOO,Espoo,Happy Friends oy,12.10.2019,
0952417-7,1008457,Ahmon Golfklubi,Kotaniementie 84,74140,IISALMI,Iisalmi,Ylä-Savon Golfseura ry,01.03.2018,
3384618-4,30883170,Taivalvaaran Hiihtokeskus,Hiihtokeskuksentie 2,93400,TAIVALKOSKI,Taivalkoski,MCS Finland Oy,01.12.2023,
3094373-9,1070156,Pancho Villa,Yliopistonkatu 18,20100,TURKU,Turku,Kipimex Oy,17.02.2021,
0997013-4,30886064,Ravintola Alppimaja,Rasilantie 56,56100,RUOKOLAHTI,Ruokolahti,Alppis Ky,08.11.2024,
0945129-7,1049018,Sveitsin Maja,Härkävehmaankatu 8,5900,HYVINKÄÄ,Hyvinkää,Sveitsin Maja Oy,01.04.2004,
1109389-8,1875023,Huoltamo Vauhtivesi,Kittiläntie 2069,97220,SINETTÄ,Rovaniemi,Huoltamo Vauhtivesi R. Kemppe Ky,02.04.2014,
3407465-7,30884008,Kotipizza Kauppakatu Jyväskylä,Kauppakatu 29,40100,JYVÄSKYLÄ,Jyväskylä,Jyväspizza Oy,22.03.2024,
2478497-0,1068030,Herkkupaja Aino,Maamiehenkatu 14,4440,JÄRVENPÄÄ,Järvenpää,PRÄNNIN JUHLAT OY,02.06.2020,
1447914-7,1060144,Scandic Waskia,Lemmenpolku 3,65170,VAASA,Vaasa,Scandic Hotels Oy,12.06.2018,
0564528-9,1031009,Top Camping Vaasa ravintolat,Niemeläntie,65170,VAASA,Vaasa,Puuharyhmä Oyj,19.05.2009,
0486686-4,1275000,Soinin Yhteistalo,Multiantie 29,63800,SOINI,Soini,Soinin Sisu r.y.,01.03.2018,
1837957-3,1012784,Iso Omenan ravintolamaailma,Piispansilta 11,2230,ESPOO,Espoo,HOK-Elanto Liiketoiminta Oy,18.08.2021,
2753063-4,1072609,Pizzeria Väinö,Kirkonmäentie 2,73300,NILSIÄ,Kuopio,Pizzeria Voitto Oy,05.11.2021,
2370818-3,1073929,Ravintola Jäähovi,Sammon valtatie 7,33530,TAMPERE,Tampere,Ruoholahden Tebman Oy,29.04.2022,
2368858-1,1043777,Vierumäen Matkakeidas Oy,Tervalammentie 1,19110,VIERUMÄKI,Heinola,Vierumäen Matkakeidas Oy,01.03.2018,
3152559-8,30888509,Okiniiri - By sushiking,Uusikatu 26,90100,OULU,Oulu,Auhai Oy,14.08.2025,13.08.2026
2035766-4,30885958,Sahtisaluuna ,Sysmäntie 38,19700,SYSMÄ,Sysmä,Sysmän Rotaryklubi ry,01.05.2025,
2751528-2,1053170,Hotelli Kajaani,Onnelantie 1,87100,KAJAANI,Kajaani,Hotelli Kajaanin Kuukkeli Oy,01.04.2016,
3375926-7,30883410,Nikos Gyros Sörnäinen,Vilhonvuorenkatu 5 ,500,HELSINKI,Helsinki,Notoriously Creative Oy,21.11.2023,
2437524-5,1040472,Haiku Lasipalatsi,Mannerheimintie 22-24,100,HELSINKI,Helsinki,Wu Ravintolat Oy,01.03.2017,
2871976-2,30061157,Saunaravintola Kuuma,Laukontori 21,33200,TAMPERE,Tampere,Lumo Laukontori Oy,20.05.2020,
2209141-7,1029930,Indian Curry House,Puutarhakatu 17,20100,TURKU,Turku,VIKRAM & K OY,20.05.2011,
3303814-4,1075401,Sivuraide,Hämeentie 35 A,500,HELSINKI,Helsinki,Sorhane,01.09.2022,
2340299-3,1051488,Pieni Panda,Sammonkatu 9,33540,TAMPERE,Tampere,Runfa Oy,01.09.2015,
2336787-6,1035679,Motel Willis West & Saloon,Rukanriutta 13,93830,RUKATUNTURI,Kuusamo,SuJuu Palvelut avoin yhtiö,15.07.2010,
2080035-5,1024732,Salon Seurahuone,Asemakatu 1,24100,SALO,Salo,Salon Seurahuone Oy,02.01.2007,
2074522-9,1031238,Neste Kisko ravintola,Toijantie 1,25460,KISKO,Salo,Kiskon Liikenneasema Oy,28.11.2011,
1511498-3,30883251,Kakkugalleria,Aleksanterinkatu 52,100,HELSINKI,Helsinki,Kakkugalleria Oy,01.11.2023,
0677032-1,30885941,Hyvigolf Lounge,Sahakuja 3,5810,HYVINKÄÄ,Hyvinkää,Hyvigolf Oy,22.10.2024,
2505170-1,1043228,Kaisun Kahvila,Ruunatie 2,91200,YLI-II,Oulu,Kaisun Kahvila,01.03.2018,
0872830-3,1004403,Harjavallan Pizzamestarit,Huovinkatu 1,29200,HARJAVALTA,Harjavalta,Harjavallan Pizzamestarit Oy,11.12.1997,
2271317-5,1056552,s/s Punkaharju,Savonlinnan matkustajasatama,57130,SAVONLINNA,Savonlinna,LP Management Oy,01.05.2017,
2013517-2,30070748,Näköalaravintola Tuikku,Tunturitie,99130,SIRKKA,Kittilä,Lapin Huippuhotellit Oy,01.04.2021,
2661542-5,1053778,Lepolan Talo,Kappalaisentie 49,12210,HAUSJÄRVI,Hausjärvi,Lahtisen Juhlatilat Oy,15.06.2016,
3399987-7,30883845,Pizza Rakuuna,Hietakallionkatu 2,53850,LAPPEENRANTA,Lappeenranta,Rüzgar,23.02.2024,
2373890-5,1037417,Restaurang Cikada,Norragatan 43,22100,MARIEHAMN,Maarianhamina - Mariehamn,Tim Granesäter Ab,16.03.2011,
2008429-9,1046647,Bar Nostalgia,Ruukintie 88,60100,SEINÄJOKI,Seinäjoki,Nostalgia Viihde Ky,11.03.2016,
3254243-7,1073611,Ravintola The Chili's,Mankkaantie 6,2180,ESPOO,Espoo,The Chili's Pizzeria & Grill Oy,01.06.2022,
3544373-3,30888256,Ravintola Taro,Kaukolanraitti 3,61400,YLISTARO,Seinäjoki,Yimola Oy,14.07.2025,
3095108-5,1067064,Akselin Tupa,Uusi Littoistentie 48,20660,LITTOINEN,Kaarina,Yilmaz Holding Oy,01.12.2019,
2371998-2,1047471,Björnhuvud Gästgård,Fjärdvägen 14,22270,ECKERÖ,Eckerö,Björnhofvda Gård,14.05.2014,
3196267-5,1071312,Lost Tacos,Leviraitti 1,99130,SIRKKA,Kittilä,HLJ Restaurants Oy,01.06.2021,
2614661-4,1047499,Lemmenjoki Camping,Lemmenjoentie 1020,99885,,,Elämys- ja majoituspalvelut Lemmenjoen lumo,16.07.2015,
0186274-5,1076365,Seuran Baari,Kirkonkyläntie 17,95110,KUIVANIEMI KK,Ii,Kuivaniemen Nuorisoseura r.y.,20.01.2023,
0656029-5,1084506,M/S QUEEN,Kauppatori/Pohjoisranta,170,HELSINKI,Helsinki,Royal Line Oy,30.04.2000,
2647371-1,1049211,Oishi Sushi,Runeberginkatu 36,6100,PORVOO,Porvoo,Ming Feng Oy,01.03.2018,
1004729-1,30068559,Kaunissaaren ravintola,Kaunissaari,4130,SIPOO,Sipoo,Nature Events Oy,02.06.2020,
3457068-5,30885414,Luso Restaurant Pizzeria,Turuntie 5-7 B LH 1,3600,KARKKILA,Karkkila,Aram2016 Oy,19.07.2024,
2880327-8,1062524,Bar Nova,Aleksanterinkatu 7,15110,LAHTI,Lahti,Repokankare Oy,01.10.2018,
3298142-1,30886686,Tar-ravintola,Tervasaarenkannas 3 ,170,HELSINKI,Helsinki,Tar Ravintolat Oy,01.04.2025,
3136045-5,1070115,Jokikahvila,Kaukolanraitti 128,48410,KOTKA,Kotka,Lohilaani Oy,27.01.2021,
2856827-1,1058780,Ravintola Annan Kartano,Tuomarinkyläntie 4-18,690,HELSINKI,Helsinki,Ravintola Annan Kartano Oy,08.11.2017,
3499251-1,30887111,Ravintola Parijat,Kaupintie 18 Lt 2,440,HELSINKI,Helsinki,Kagbeni Oy,01.05.2025,
3137325-6,1070739,Ravintola Fors,Tehdaskatu 15 P 16,87100,KAJAANI,Kajaani,Ravintola Fors Oy,01.05.2021,
1919422-0,1021476,Ruokaravintola Ranch,Kauppakatu 26,87100,KAJAANI,Kajaani,Kajaanin Ranch Oy,10.12.2005,
2714762-7,30887457,Unionin baari,Urheilukatu 2,18100,HEINOLA,Heinola,Union Plaani ry,06.05.2025,
1597159-8,1065512,Cafe Deco,Ilmarinkatu 8 myymälä 6,33100,TAMPERE,Tampere,T:MI CAFE DECO,01.07.2019,
2950964-4,30888344,Deli City Cafe,Itäkaari 20,20730,TURKU,Turku,Foodelicious Oy,18.08.2025,
2401801-0,30886283,Chaplin,Mikonkatu 17,100,HELSINKI,Helsinki,Booze Brothers Oy,16.12.2024,
0147533-1,1064727,Vähikkälän seuratalo,Vähikkäläntie 674,12450,VÄHIKKÄLÄ,Janakkala,Vähikkälän maa- ja kotitalousseura ry,18.04.2019,
3520986-7,30887680,Kalakontti,Satamatie 2,52200,PUUMALA,Puumala,Näppänen Oy,23.05.2025,
3431672-4,30884169,Pub Pala,Asemantie 20,12240,HIKIÄ,Hausjärvi,Dragon Noise Oy,01.06.2024,
2467766-5,1043072,ABC Kippari,Satamakatu 2,49400,HAMINA,Hamina,Kymen Seudun Osuuskauppa,01.03.2018,
1883831-1,1022476,OLD BRONX,Hämeentie 69,37800,AKAA,Akaa,TMI REIJO I. IKONEN,28.04.2006,
3140524-6,1068668,Ravintola Käenpesä,Haarlantie 1,25500,PERNIÖ,Salo,Morvarid Oy,30.06.2020,
0567671-2,1031588,ABC Ähtäri,Oikotie 8,63700,ÄHTÄRI,Ähtäri,Etelä-Pohjanmaan Osuuskauppa,01.03.2018,
0926122-3,1072257,Rosanne,Laukaantie 22-24,41340,LAUKAA,Laukaa,Cafe Anne-Maria Oy,16.12.2002,
0873697-9,30885377,3480 Ravintola Mathilda ja Café Oskar,Wolffintie 32,65200,VAASA,Vaasa,Compass Group Finland Oy,05.08.2024,
3141603-3,1069019,Poro-Pekan Pirtti,Mäkeläntie 20,97310,PATOKOSKI,Rovaniemi,Poro-Pekan Pirtti Oy,11.07.2020,
1869853-1,1016391,Cafe Bar G.,Laserkatu 8,53850,LAPPEENRANTA,Lappeenranta,Cafe Bar G. Ky,12.03.2004,
0212329-0,1007520,Radisson Blu Plaza Hotel Helsinki,Mikonkatu 23,100,HELSINKI,Helsinki,Sokotel Oy,01.01.2001,
2746112-2,1063567,Relove,Fredrikinkatu 25 A5-A7,120,HELSINKI,Helsinki,Relove Oy,04.02.2019,
3014949-8,1071620,Kung`s Kitchen,Långbrogatan 23,67100,KOKKOLA,Kokkola,Ab Kung's Kitchen Oy,14.01.2022,
0871405-9,1067643,Ravintola Pekuri,Torikatu 15-17,90100,OULU,Oulu,Uniresta Oy,01.04.2020,
1833603-9,30054499,Lemonsoft Stadion,Rantamaantie 6,65100,VAASA,Vaasa,Vaasan Palloseura Oy,31.05.2018,
2156353-1,1041999,Hirsibaari,Jämsänkoskentie 5,42440,KOSKENPÄÄ,Jämsä,Hirsibaari Katja Linden,01.03.2018,
2228941-5,1060200,Levain Töölö,Runeberginkatu 29,100,HELSINKI,Helsinki,W-Restaurants Oy,17.02.2020,
1889082-2,30886232,Tilaus- ja juhlaravintola Myllysaari,Kanavanranta 3 C,37600,VALKEAKOSKI,Valkeakoski,Mallas-Pidot Oy,01.01.2025,
3261969-2,1074687,Sergio' s,Läntinen Rantakatu 27,20100,TURKU,Turku,Sergio's Oy,16.06.2022,
1910873-2,30074007,EKE Golf,Lustigkullavägen 19,10600,TAMMISAARI,Raasepori,Ab Eke Golf Oy,13.05.2022,
3099226-6,1075194,Kotipizza Forssa,Torikatu 1,30100,FORSSA,Forssa,HS-Meal Oy,25.07.2022,
3331487-4,30882084,Ravintola Eka,Museokatu 29,100,HELSINKI,Helsinki,Kyllä Kannatti Oy,01.07.2023,
1859749-0,1000093,Ravintola 1881 Uleåborg,"Aittatori, Aitta nro 4 ja 5",90100,OULU,Oulu,Aittatorin Ravintola Oy,09.12.2003,
1051521-9,30064456,Kotipizza Kirkkokatu Kajaani,Kirkkokatu 21,87100,KAJAANI,Kajaani,Sotkamon Smer Avoin yhtiö,01.05.2019,
2041187-8,30881234,Porho Bar & Grilli,Särkänsalmentie 282,21100,NAANTALI,Naantali,Kultaranta Resort Oy,01.05.2023,
2390237-3,30073809,Kärräinniemen Kievari,Mannilantie 595,51200,KANGASNIEMI,Kangasniemi,Resiko Oy,01.05.2022,
2228159-5,1032161,Pizzeria Piikki Pizza Buffet,"Kalevankatu 4, Epstori",60100,SEINÄJOKI,Seinäjoki,JHT Piikki Oy ,28.05.2009,
3531391-2,30887848,Origin Ravintola,Aallonhalkoja 3,540,HELSINKI,Helsinki,Origin Studio Oy,16.06.2025,
0954381-0,1055414,Ravintola Tung Hing,Timpurinkuja 2 LT 1,2650,ESPOO,Espoo,Hing Wah Oy,23.11.2016,
2728157-8,30886366,Los Pollos,Tullikatu 6,33100,TAMPERE,Tampere,Kana veljet oy,23.12.2024,
2602591-9,1047875,Sport Cafe Heinola Oy,Urheilukatu 2,18100,HEINOLA,Heinola,Sport Cafe Heinola Oy,01.03.2018,
1761875-5,1024598,Ravintola Horizont,Kittilä,99130,SIRKKA,Kittilä,Oy Levi Restaurants Ltd,15.12.2006,
0164329-4,1032433,Kahvila-Ravintola Trapesa,Valamontie 42,79850,UUSI-VALAMO,Heinävesi,Valamon Luostari,10.11.1990,
0182811-7,1018476,Onnen Tähti hotelli,Onnen Tie 7,63610,TUURI,Alavus,Veljekset Keskinen Oy,01.05.2005,
0502286-6,30886897,Vaakahuoneen Paviljonki,Linnankatu 38,20100,TURKU,Turku,Turun Huvituottajat Oy,01.04.2025,
2449777-9,1055744,Luonetjärven kokous- ja juhlakeskus,Kerhotie 38,41160,TIKKAKOSKI,Jyväskylä,Leijona Catering Oy,16.01.2017,
3349899-2,1076845,Frendi Live Night Club,Rantatie 12,21600,PARAINEN,Parainen,Just 4 Stars Oy Ab,08.04.2023,
2931149-4,30062489,Helwin Virvoke,Kustavintie 2091,23120,MIETOINEN,Mynämäki,Helwin Virvoke Oy,27.08.2018,
0500057-9,1771701,St1 Karankamäki,Motellintie 1,52720,KARANKAMÄKI,Mäntyharju,Jakeluasema Lantta Oy,01.03.2018,
0221104-7,1073558,Helsingin Mailapelikeskus,Tapulikaupungintie 4,750,HELSINKI,Helsinki,Tapanilan Urheilutalosäätiö sr,01.04.2022,
3457993-8,30889425,Sex shop Dominanta Oy,Läntinen Papinkatu 2-4,530,HELSINKI,Helsinki,Sex shop Dominanta Oy,01.02.2026,
0873697-9,1069239,3102 Innopoli 2 Tastory,Tekniikantie 14,2150,ESPOO,Espoo,Compass Group Finland Oy,24.08.2020,
2733008-5,30075925,Kämppäkartano Vaattunki,Vaattunkikönkääntie 219,96930,NAPAPIIRI ROVANIEMI,Rovaniemi,A.C.Shine Oy,07.11.2022,
0227814-5,1045156,Töyrylän kartano,Värjärintie 2,16230,ARTJÄRVI KK,Orimattila,Ete-Tuote Oy,13.08.2013,
2144682-9,1027313,Kahvila-Ravintola Hansini,Aurinkotuulenkatu 14,990,HELSINKI,Helsinki,Hansini Oy,14.07.2014,
2286258-4,1033256,Panimoravintola Beer Hunter's,Antinkatu 11 B,28100,PORI,Pori,Panimoravintola Beer Hunter's Oy,01.10.2009,
2112598-8,1057452,Marmoripiha,Keskuskatu 3 A,100,HELSINKI,Helsinki,Toothpicks and Honey Oy,01.08.2017,
3158814-2,30886848,Sotto Pizza & Bar,Hämeenkatu 16,20500,TURKU,Turku,Sotto Kupittaa Oy,13.03.2025,
2393622-3,1038481,Makasiiniravintola Albatrossi,Makasiinikatu 1,70100,KUOPIO,Kuopio,Vararengasravintolat Oy,01.09.2011,
3275044-7,1073868,Pancho Villa Lielahti,Taninkatu 7,33400,TAMPERE,Tampere,Mexiresta Oy,01.05.2022,
3017837-9,1069187,Ravintola Lie Mi,Bulevardi 21,180,HELSINKI,Helsinki,Vikaki Oy,10.08.2020,
0589933-4,1056774,s/s Suvi-Saimaa,Matkustajasatama,53100,LAPPEENRANTA,Lappeenranta,Karelia Lines Oy,28.04.1992,
1487027-7,1274071,Eura Sportcenter,Mäkitie 2,27510,EURA,Eura,Eura Sportcenter Oy,01.03.2018,
3477714-1,30886311,Alanya Adams,Rautatienkatu 17 LH 3,30420,FORSSA,Forssa,Nizam,04.12.2024,
2693839-8,1052133,Planmeca Golf Areena,Pallokuja 1,980,HELSINKI,Helsinki,Planmeca Golf Areena Helsinki Oy,01.03.2018,
3481016-7,30886251,Kathmandu Baari,Porthaninkatu 9,530,HELSINKI,Helsinki,Kath Oy,27.11.2024,
0958930-9,1062452,Kulttuurikeskus Holken,Ingarskilantie 14,10120,TÄHTELÄ,Inkoo,Showtime OY Kärkkäinen,01.09.2018,
3288591-5,1075670,Bar Ripido,Jyrkkälänkatu 1,20210,TURKU,Turku,Flex Pub Oy,01.01.2023,
1975183-2,1020702,Pikkubaari,Huopalahdentie 13,330,HELSINKI,Helsinki,Irlor Avoin yhtiö,10.06.2008,
2335507-4,30060412,"Konttiravintola Morton, Jyväskylä",Satamakatu 2,40100,JYVÄSKYLÄ,Jyväskylä,Emäpitäjän Anniskeluravintolat Oy,30.04.2021,
0873697-9,1028704,3111 Å11,Åkerlundinkatu 11 A-D,33100,TAMPERE,Tampere,Compass Group Finland Oy,29.05.2008,
0678664-9,1207544,Vikine,Backom,25940,HIITTINEN,Kemiönsaari,Holmströms Lanthandel Kb,01.06.2015,
0695523-8,1029085,Jämsän Keskuskioski,Keskusaukio,42100,JÄMSÄ,Jämsä,Jämsän Keskuskioski Ky,24.07.2008,
2346767-4,30037501,Kaivannonkeidas,Lahdentie 1779,36570,KAIVANTO,Kangasala,Cafento Oy,10.05.2018,
2560615-6,1064838,II Posto,Insinöörinkatu 19,33720,TAMPERE,Tampere,Dinori Oy,06.05.2019,
3577699-2,30889190,Kultahaveri,Puistolantie 1,39310,VILJAKKALA,Ylöjärvi,Ruokavalinta Oy,12.12.2025,
1841435-9,30068485,Golfpaviljonki,Cookentie 1,19120,VIERUMÄKI,Heinola,Vierumäki Golf Club Oy,27.05.2020,
2393622-3,1043137,Gloria,Kauppakatu 16,70100,KUOPIO,Kuopio,Vararengasravintolat Oy,01.01.2013,
2292981-4,1050858,Ravintola Vaisko,Hartsutie 1,99555,LUOSTO,Sodankylä,Pyhätunturin Ravintolat Oy,15.06.2015,
3364073-3,30883152,UUNI-Pizzeria Center,Humalistonkatu 6,20100,TURKU,Turku,Uuni-Center Oy,18.10.2023,
3503752-4,30886688,Vantaa Lentoasema Keskusaukio Tuloaula,Lentoasema tuloaula tila H1504C,1530,VANTAA,Vantaa,1854 Riikka Munck Oy,18.03.2025,
2371824-2,30885283,Juhla- ja pitopalvelu Karhumäki,Karhumäentie 11 B,43100,SAARIJÄRVI,Saarijärvi,PELTEX OY,08.07.2024,
3413661-9,30887851,Adolf Asian Cuisine,Rautatienkatu 15-17,15110,LAHTI,Lahti,Haibao Oy,03.06.2025,
0871560-9,1075173,Karhunkierros Luontokeskus,Hautajärventie 414,98995,HAUTAJÄRVI,Salla,Karhunkierros Luontokeskus Oy,19.07.2022,
2779255-4,1055631,Neste Jämijärvi ravintola,Jämijärventie 12,38800,JÄMIJÄRVI,Jämijärvi,Jäminportti Oy,01.03.2018,
3115643-8,30889289,VIet Balo Cafe & Kitchen,Liisankatu 9,170,HELSINKI,Helsinki,Viet Balo Oy,17.12.2025,
2820442-7,30887143,Piano by Kahiwa ,Borupinraitti 6,15140,LAHTI,Lahti,Kahiwa Coffee Roasters Oy,21.04.2025,
2713367-1,1070094,Red Sea Lunch Café,Västerstigen 2,66240,PETOLAHTI,Maalahti,Red Sea Lunch Café öppet bolag,18.01.2021,
2123680-5,1059581,Sushi Hot,Läntinen Pitkäkatu 1,20100,TURKU,Turku,Jiang-Li Oy,06.02.2018,
0658353-4,1055514,Wanha Mestari Kuusamo,Ouluntie 3,93600,KUUSAMO,Kuusamo,Restel Ravintolat Oy,01.01.1960,
2751184-7,1068637,United Gypsies Taproom Lohja,Hemmonlankatu 26 B 1,8150,LOHJA,Lohja,UG Brewery Oy,03.07.2020,
2484679-9,30068626,Cafetoria Aalto,Otaniementie 14,2150,ESPOO,Espoo,Cafetoria roastery Oy,11.06.2020,
2436200-6,30888783,Ale Pupi Oulu,Kirkkokatu 16,90100,OULU,Oulu,Harry's Ravintolat Oy,31.10.2025,
3501114-8,30886868,Ravintola Wiurilan Sigrid,Viurilantie 126,24910,HALIKKO AS,Salo,Wiurilan Sigrid Oy,01.04.2025,
2812625-4,30060849,Harbour Tap & Taste,Capellaaukio 1 LT 1,540,HELSINKI,Helsinki,Copper Coin Oy,05.05.2020,
