asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
1882250-4,30882082,Räyskälän Kyläkauppa,Räyskäläntie 481,12820,RÄYSKÄLÄ,Loppi,Kalliovuorten Rakennuskonepalvelu Oy,16.06.2023,
1923001-7,1053774,Ranta-Kivi Saarijärvi,Jyväskyläntie 34,43100,SAARIJÄRVI,Saarijärvi,Saarijärven Autopalvelu Oy,01.03.2018,
3224956-4,30883158,Aasia Kitchen ,Kolmas Linja 9,530,HELSINKI,Helsinki,CHANG AN OY,23.10.2023,
3382442-8,30882928,Nätin Tupa,Totontie 2,97140,MUUROLA,Rovaniemi,Nätin Tupa Oy,15.09.2023,
2491412-2,30066208,Ravintola Luhangan Etappi,Mämminiementie 2,19950,LUHANKA,Luhanka,Aranell Oy,30.08.2019,
3299187-3,30887369,Cafe & Bar Nurmo ,Valkiavuorentie 2,60550,NURMO,Seinäjoki,BMF Productions Oy,10.05.2025,09.05.2026
0185164-0,1876389,Iin Urheilijain toimitalo,Asematie 170,91100,II,Ii,Iin Urheilijat r.y.,01.03.2018,
2259623-9,1049399,Rantakasino,Arvi Karistonkatu 8,13100,HÄMEENLINNA,Hämeenlinna,Hämeenlinnan Torikahvila Oy,01.04.2015,
3096186-5,1075743,Mr Döner,Piispansilta 9 A,2200,ESPOO,Espoo,ALKAN 49 OY,01.11.2022,
3276477-7,1074923,Bella Wake,Siikaranta 12,70620,KUOPIO,Kuopio,Bellanrannan Vesiurheilukeskus Oy,08.07.2022,
1065617-7,30040993,Mustion Muonitus,Askersintie 57,10360,MUSTIO,Raasepori,Mustion Muonitus Oy,03.05.2018,
0656029-5,1005841,M/S PRINCESS,Kauppatori/Pohjoisranta,170,HELSINKI,Helsinki,Royal Line Oy,30.04.2000,
1113446-9,30044139,Terhin kioski,Rälssikatu 2,37120,NOKIA,Nokia,Terhin kioski,26.04.2022,
2995546-8,30884428,Mansikki,Etuniementie 148,52550,HIRVENSALMI,Hirvensalmi,MiMiEd Oy,05.05.2024,
2746112-2,1067068,Relove,Sandelsinkatu 6,260,HELSINKI,Helsinki,Relove Oy,02.12.2019,
1068708-8,1048763,Hotelli Olof,Hallituskatu 16,95400,TORNIO,Tornio,MAJOITUSPALVELUT VOK OY,01.03.2018,
0661792-5,1045470,Restaurant L'Escale,Nagu Strand 4,21660,NAUVO,Parainen,Nagu Restaurants Ab,13.06.1987,
2986887-4,1064259,Kahvitupa Laurentius,Kirkkotie 47,1510,VANTAA,Vantaa,Dream caffe oy,01.04.2019,
3472197-3,30885729,Trattoria Sogno,Runeberginkatu 60,260,HELSINKI,Helsinki,MVO Helsinki Oy,11.09.2024,
1961065-0,1040966,Olivette Boutique & Wine Bar,Torikatu 31,67100,KOKKOLA,Kokkola,vistovin,07.04.2012,
2185777-5,1065852,Vanha Sampo,Rieskantie 24,47400,KAUSALA,Iitti,Hormitähti Oy,17.07.2019,
3351835-9,30881653,Royal Garden,Rautatienkatu 8,90100,OULU,Oulu,Chai Chun Oy,01.06.2023,
3206398-9,30888628,Greenfinch Eatery & Distillery,Itämerenkatu 25,180,HELSINKI,Helsinki,Konepaja Distilling Company Oy,01.10.2025,
2914291-8,30888918,Way,Eteläranta ,130,HELSINKI,Helsinki,viiskolme Oy,23.10.2025,22.10.2026
2989283-1,30885571,The Spot Helsinki,Fredrikinkatu 65,100,HELSINKI,Helsinki,J&B Lemon Oy,15.08.2024,
2393643-4,30051744,Ravintola Maja/Talo,Pirkankatu 1,33230,TAMPERE,Tampere,SKA-Ravintolat Oy,22.08.2018,
3215973-7,1072196,Taproom d20,Otakaari 13-15,2150,ESPOO,Espoo,Taproom d20 Oy,01.09.2021,
2063313-9,30024207,Ravintola Myllärit,Åkerlundinkatu 4,33100,TAMPERE,Tampere,Tampereen Juhlamylly Oy,20.03.2021,
3505192-4,30886601,Ravintola Bhansa,Viirintie 3,1800,KLAUKKALA,Nurmijärvi,Bhansa Oy,01.03.2025,
0155602-7,1072221,Restaurant & Cafe Soos,Perkkaantie 4,2600,ESPOO,Espoo,Juvenes Oy,20.09.2021,
2531618-3,1043846,Maija's Pub,Viialantie 2 B,46800,MYLLYKOSKI,Kouvola,Imboden Oy,15.05.2013,
3270594-5,30885343,North coast bar & billiards,kansankatu 53,90100,OULU,Oulu,North Coast syndicate oy,12.07.2024,
3121033-4,1076853,Siipiravintola The Wings,Latojantie 11,62100,LAPUA,Lapua,Siipiravintola The Wings oy,20.04.2023,
2249482-2,30885044,Terva Pub,Kauppakatu 21,87100,KAJAANI,Kajaani,Kajaanin Keila-Keskus Oy,15.07.2024,
3491222-7,30886716,Kuja-Kolli ,Kyminasemantie 10a,45610,KORIA,Kouvola,Kiis&Vee Oy,28.02.2025,27.02.2026
1465568-1,1065502,Tuusmäen tunnelilava,Tunnelilavantie 41,58940,TUUSMÄKI,Rantasalmi,Tuusmäen Kyläyhdistys ry,06.04.2023,
0191977-2,1009112,Peuransarvi,Sairaalatie 2,97700,RANUA,Ranua,Ranuan Peura ry,01.03.2018,
2581352-6,1054386,Troija Kebab,Pakkahuoneenkatu 8,90100,OULU,Oulu,Classic Troija Oy,01.03.2018,
0188844-3,1053404,MiiluAreena,Rännärintie,92140,PATTIJOKI,Raahe,Pattijoen Urheilijat ry,01.05.2016,
2591754-4,30053250,Skärgårdsbaren,Auragatan 14,20100,TURKU,Turku,Skärgårdsbaren Ab,23.03.2018,
0898757-5,1074708,Ähtärinrannan NS Kyläpubi,Lehtimäentie 1651,63660,ÄHTÄRINRANTA,Ähtäri,Ähtärinrannan kyläseura ry,04.07.2022,
2918010-5,1071149,Ozaki Sushi,"Haapaniemenkatu 28, 2.krs",70110,KUOPIO,Kuopio,Xiehe Oy,15.06.2021,
0907890-4,1045848,SeAMK Frami F,Kampusranta 11,60100,SEINÄJOKI,Seinäjoki,Sodexo Oy,25.11.2013,
3116411-2,1067682,Hotelli Peltohovi,Asematie 9,74700,KIURUVESI,Kiuruvesi,Wallen Hovi Oy,01.03.2020,
2623371-8,1048309,Cafe Pispala,Pispankatu 30,33240,TAMPERE,Tampere,Pispanrinteen Ohana Oy,01.03.2018,
0197772-9,1008561,Kutalan nuorisoseurantalo,Kutalantie 859,38120,SASTAMALA,Sastamala,Kutalan Nuorisoseura ry,01.03.2018,
3338713-3,1076679,Angela,Salpausselänkatu 23,45100,KOUVOLA,Kouvola,Draamankaari Oy,02.03.2023,
0658353-4,1075242,Tekniskan Salit,"Eerikinkatu 2, 6.krs",100,HELSINKI,Helsinki,Restel Ravintolat Oy,01.09.2022,
2628369-4,1051822,Ravintola Grön,Albertinkatu 36,180,HELSINKI,Helsinki,Grön taste Oy,16.11.2015,
2894208-3,1065456,Milano Grill,Niittylänpolku 20,620,HELSINKI,Helsinki,Milano Grill Oy,07.06.2019,
1851475-5,1021948,Safaritalo,Merisärkäntie 10,85100,KALAJOKI,Kalajoki,Hiekkasärkkien Ohjelmapalvelut Oy,06.02.2006,
3523690-2,30888388,Basilico,Haakoninlahdenkatu 3 ,590,HELSINKI,Helsinki,Helin's Kitchen Oy,01.08.2025,31.07.2026
1700742-8,30076541,Ravintola Porvoo Golf,Klubitie 46,6200,PORVOO,Porvoo,Oy Porvoon Keskusgolf Ab,04.04.2023,
1470036-6,30884229,Kejsarhamnen,Ramsviksvägen 81,25960,HÖGSÅRA,Kemiönsaari,Hipiä!,17.04.2024,
1077549-1,1042070,m/s Casandra,Kemin sisäsatama,94100,KEMI,Kemi,Oulu Lines Oy,18.07.2012,
2524496-8,1046149,Ravintola Zhong Guo Long,Olavinkatu 33,57130,SAVONLINNA,Savonlinna,Chong Qing Oy,01.03.2018,
1068322-0,1048097,Kulissi,Suurlohjankatu 12,8100,LOHJA,Lohja,Lohjan kaupunki,05.03.1998,
1650178-2,1472268,Vanha-Ike,Pinninkatu 30,33100,TAMPERE,Tampere,Tampereen Lounasravintola Ky,01.03.2018,
1109137-4,1086916,Pehkubaari,Tahkonrinteet,73310,TAHKOVUORI,Kuopio,Bon Tahko Oy,05.12.2000,
2406529-8,30038546,Laajis,Laajavuorentie 15,40740,JYVÄSKYLÄ,Jyväskylä,Laajis Oy,16.06.2021,
0666612-9,1075184,Decanter,Yrjönkatu 34,100,HELSINKI,Helsinki,Decanter Oy Decanter Finland Ltd,15.08.2022,
0952055-5,1876130,Savotta Kahvila,Laanila,99830,SAARISELKÄ,Inari,Laanilan Savotta Oy,01.03.2018,
3428946-3,30884136,HSS Paviljonki,Liuskasaari,140,HELSINKI,Helsinki,HSS Ravintolat Oy,24.04.2024,
2331379-8,30886971,Rok Ravintola,Vuoreksen Puistokatu 95 ,33870,TAMPERE,Tampere,Kale Pizza Kebab avoin yhtiö,01.04.2025,
2033270-7,1053604,Hotelli Verso / Verso Baari,Kauppakatu 35,40100,JYVÄSKYLÄ,Jyväskylä,Yöpuu Yhtiö Oy,01.06.2016,
2112598-8,1060238,Dylan Tiksi,Väritehtaankatu 8,1300,VANTAA,Vantaa,Toothpicks and Honey Oy,16.04.2018,
2683738-6,1051083,OMG! Paari,Raisiontori 6,21200,RAISIO,Raisio,OMG! Paari,23.10.2015,
2681092-5,1077045,Hotelli Siuntio,Lepopirtintie 80,2570,SIUNTIO KK,Siuntio,Lepolampi Oy,01.05.2023,
3217127-7,1076166,Kawaii,Aurakatu 6,20100,TURKU,Turku,WYG Oy,01.01.2023,
1820103-8,1073544,Kaijonharjun Little Dragon,Sammonkatu 8,90570,OULU,Oulu,Grilliravintola Kimini Oy,02.03.2022,
3277563-6,1075372,Ravintola Lilia,Puutarhakatu 13,33210,TAMPERE,Tampere,Tamresta Oy,01.09.2022,
2422641-8,1039130,Pub Simon,Hämeenkatu 26,33200,TAMPERE,Tampere,Pubiaika Oy,01.10.2011,
2776382-5,30055008,Crafters,Hämeenkatu 13-17,5800,HYVINKÄÄ,Hyvinkää,SBY Ravintolat Oy,27.03.2020,
2353911-3,30036223,Bar 4,Kristiinankatu 4,20100,TURKU,Turku,Bar Worker's Oy,29.06.2020,
2941559-2,30883177,Bistro Herkkunuotta,Kirkkoesplanadi 32,21600,PARAINEN,Parainen,J & A Eriksson Oy,01.11.2023,
2587376-4,30071295,Kotipizza Kiiminki,Terveystie 6,90900,KIIMINKI,Oulu,Iin Herkutteluhetki Oy,24.07.2025,
1130247-7,1019283,Ravintola Kunnantupa,Parinpellontie 19,16710,HOLLOLA KK,Hollola,Ravintola Kunnantupa,31.05.2005,
1653564-0,1472376,Ypäjä Country Club,Jaakkolantie 190,32100,YPÄJÄ,Ypäjä,Perttu Jaakkola,30.04.2010,
0193043-7,1057226,Elokuvateatteri Lapinsuu,Jäämerentie 17,99600,SODANKYLÄ,Sodankylä,"Elokuvateatteri Lapinsuu, avoin yhtiö",01.03.2018,
2629775-4,1073658,Cafe Silja Marie,Meijeritie 2,7230,ASKOLA,Askola,Cafe Silja Marie Oy,22.03.2022,
1859792-5,30882649,Seurahuone Pub,Hiihtomäentie 14,810,HELSINKI,Helsinki,Seurahuonepub Oy,26.07.2023,
3185402-5,30883291,Cafe Eino,"Kauppatori, Turku",20100,TURKU,Turku,Mr Eino Oy,07.11.2023,
2826671-6,1065096,K-Supermarket Lasihytti,Lasihytti 2,2780,ESPOO,Espoo,Kapseri Oy,06.06.2019,
2969848-1,1064179,Ivalo River Camping,Kerttuojantie 1,99800,IVALO,Inari,North Flames Oy,01.04.2019,
2343795-0,1053760,Cafe HaiPark,Tahkonkatu 5,24100,SALO,Salo,Jääkiekkoseura Salon Kiekkohait ry,01.03.2018,
2827465-2,1068752,is it cooking catering,Karantie 2a,2630,ESPOO,Espoo,is it cooking oy,08.07.2020,
2977782-5,1064639,Dirty Cock Cafe,Toritie 49,17800,KUHMOINEN,Kuhmoinen,Dirty Cock Oy,15.05.2019,
3302985-4,30881411,M/Y Fortune,Meritullintori,160,HELSINKI,Helsinki,My Fortune Oy,15.05.2023,
3112764-5,1067755,Ravintola Everest Dine,Liesikuja 4,1600,VANTAA,Vantaa,Alamdevi Oy,01.03.2020,
3434618-1,30884188,Kauppaneuvoksen kahvila,Koskikatu 1,80100,JOENSUU,Joensuu,Tippaliina Oy,01.05.2024,
2244954-6,1073575,Pub Old Dog,Louhenkatu 5,74100,IISALMI,Iisalmi,Iisalmen Olutmestari Oy,01.04.2022,
3503254-7,30887663,Sher-E-Punjab,Yliopistonkatu 50,33100,TAMPERE,Tampere,21 Restaurant Oy,05.06.2025,
0482825-1,1070381,Metsäkylän nuorisoseura r.y,Metsäkyläntie 587,66330,HAKKO,Kurikka,Metsäkylän Nuorisoseura r.y.,09.03.2021,
1003103-8,1065987,Boquerian,Torggatan 13,22100,MARIEHAMN,Maarianhamina - Mariehamn,Mariepark Ab,17.07.2019,
3254229-3,1075755,C Sushi ravintola,Hakalantie 1,37600,VALKEAKOSKI,Valkeakoski,MingChen Oy,13.10.2022,
2010778-8,30887203,Laituri,Ratinan rantatie 1,33100,TAMPERE,Tampere,Tammerkosken Ravintolat Oy,16.04.2025,
0146417-3,30066772,Urpolan Kartano,Perkiöntie 14,31640,HUMPPILA,Humppila,Urpolan Kartano Ky,10.10.2019,
3300634-5,30888697,Arctic shaman village -Jurtta,Rautusjärventie 113,99180,RAUTUSJÄRVI,Kittilä,TJ2 Group Oy,01.10.2025,30.09.2026
2105473-7,30887593,Kellobaari,Asemanaukio 5,4200,KERAVA,Kerava,Winssi Innovation Oy,30.05.2025,
0972116-2,30887258,Rantakioski Niemennokka,Kalasatama 3,90810,KIVINIEMI,Oulu,Historiikkiseura ry,19.04.2025,
2666601-1,1049720,Bar Kaiku,Nilsiäntie 71,73300,NILSIÄ,Kuopio,Lippola Ravintolat Oy,09.04.2015,
2467766-5,1043064,Pub Old Tom,Käsityöläiskatu 4,45100,KOUVOLA,Kouvola,Kymen Seudun Osuuskauppa,01.01.2013,
3112816-2,1070924,Padel Beast Muurame,Virastotie 13,40950,MUURAME,Muurame,Padel Muurame oy,01.05.2021,
2292981-4,1051420,Poropuisto Kopara,Luostontie 1160 B,98530,PYHÄTUNTURI,Pelkosenniemi,Pyhätunturin Ravintolat Oy,01.09.2015,
1007673-8,1034799,Hiekkaharjun Kartano Ky,Leikkiharjuntie 10,44300,KONNEVESI,Konnevesi,Hiekkaharjun Kartano Ky,05.05.2010,
2948761-7,30881499,Cafe Nellim Samivillage,Nellimintie 4139 A,99860,NELLIM,Inari,Aanaar Aurora Oy,15.06.2023,
0892266-7,1876316,Simon Pirtti,Simonpirtintie,95210,FILPUS,Simo,Simon Nuorisoseura r.y.,01.03.2018,
0824919-3,1044093,UkkoMetso,Kauppakatu 16,33210,TAMPERE,Tampere,Euroresta Oy,30.04.2013,
2746210-9,1054989,Northern Lights Ranch,Ounasjoentie 1619,99140,KÖNGÄS,Kittilä,MYVON Oy,01.11.2016,
2128355-6,30887310,K-Market Raviolin kesäterassi,Lippajärventie 29 - 31,2940,ESPOO,Espoo,NJO Nyman Oy,01.06.2025,
3281654-9,30074257,Makasiinin Puoti & Kahvila,Asematie 8-10,52700,MÄNTYHARJU,Mäntyharju,Shukran Shukran Oy,20.05.2022,
1053993-1,1075597,Pikkaralan pysäkki,Vasankankaantie 200,90310,OULU,Oulu,Huoltamo-Kahvio P. & J. Ollakka Ky,01.11.2022,
2577066-9,1045754,Helsing Bar,Kaarlenkatu 3-5,530,HELSINKI,Helsinki,Gastada Oy,12.11.2013,
3493110-2,30886978,Porvoon Lippakioski,Itäinen Rantapromenadi 15,6100,PORVOO,Porvoo,Suomen Kioski Oy,01.04.2025,31.03.2026
3504504-9,30886628,Papa J's,Jokikatu 35,6100,PORVOO,Porvoo,Chaos Catering Oy,17.03.2025,
2187267-6,1028730,Hollolan Kuntokeidas,Tiilijärventie 9,15870,HOLLOLA,Hollola,Hollolan Kuntokeidas Oy,01.03.2018,
3396320-9,30883626,Ravintola Chef Huang,Näyttelijäntie 14,400,HELSINKI,Helsinki,Hao Wei Lai Oy,01.02.2024,
2959259-9,1064167,Ravintola Blue Ocean,Hopeatie 1,440,HELSINKI,Helsinki,Echeveria Oy,07.06.2019,
1837957-3,1015567,Ravintola Salve,Hietalahdenranta 5 C,120,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,01.01.2004,
3175510-7,30884537,Häjy Kievari,Kauppatie 125 A,62200,KAUHAVA,Kauhava,Häjy Distilling Company Oy,10.05.2024,
2033270-7,1024462,Hotelli Yöpuu,Yliopistonkatu 23,40100,JYVÄSKYLÄ,Jyväskylä,Yöpuu Yhtiö Oy,01.11.2006,
3003589-6,30067670,Saarni,Jylpyntie 6,48220,KOTKA,Kotka,Jalo Ravintolat Oy,04.02.2020,
0994891-4,1030259,Ravintola Kaow Thip Thai,Uudenmaankatu 33,120,HELSINKI,Helsinki,Oy Ravintola Kaow Thip Thai Inc.,24.11.2008,
2489866-0,1042577,Ravintola Cin Cin,Pekankatu 5,700,HELSINKI,Helsinki,Karo ja Kiana avoin yhtiö,15.10.2012,
2112598-8,1067209,Dylan & Friends,Keilaniementie 1,2150,ESPOO,Espoo,Toothpicks and Honey Oy,15.12.2019,
3503424-3,30886684,Ståhlberg Keskustori,Keskustori 7,33100,TAMPERE,Tampere,Ståhlberg Kahvilat Keskustori Oy,24.02.2025,
2482429-0,1052689,Bosgårdin kartano,Bosgårdintie 67,6200,PORVOO,Porvoo,Bosgård Oy,12.02.2016,
3402353-4,30888229,Kulturvillan,Doktorsvillan i Badhusparken,22100,MARIEHAMN,Maarianhamina - Mariehamn,Skapa Åland rf,30.06.2025,
2999363-2,1065603,Eerikin Pippuri,Eerikinkatu 15 - 17,100,HELSINKI,Helsinki,Alitas Oy,01.07.2020,
0154374-4,30883553,Café Linkosuo - Esplanadi,Eteläesplanadi 8,130,HELSINKI,Helsinki,Linkosuon Kahvila Oy,01.01.2024,
3522756-3,30887694,Konttibaari,Hörssintie,38100,SASTAMALA,Sastamala,Konttikunkku Oy,06.06.2025,
3206959-8,30881232,Kasalan kahvila,Kalasatamantie 66,29900,MERIKARVIA,Merikarvia,Pasin kahvila Oy,26.04.2023,
2060274-6,30881450,The Pantry Sörnäinen,Lintulahdenkuja 10,500,HELSINKI,Helsinki,Share Tastes & Events Oy,10.05.2023,
2679981-8,30074360,Oulujärven kyläbaari,Ruununtörmäntie 1,91760,SÄRÄISNIEMI,Vaala,24games Oy ,03.06.2022,
3372044-2,30886630,Kotipizza-Klaukkala,Myllärintie 4,1800,KLAUKKALA,Nurmijärvi,S&S Limited Oy,13.02.2025,
2449097-2,1040553,Kaavya Cuisine,Vaasanpuistikko 17,65100,VAASA,Vaasa,Kaavya Cuisine Oy,01.03.2018,
2929856-8,1075319,Peyton Place,Teekkarinkatu 17,33720,TAMPERE,Tampere,Ramintola Oy,19.08.2022,
2944506-2,1063191,Ravintola Riemu,Keitaankatu 1,73310,TAHKOVUORI,Kuopio,Makutiimi Oy,15.12.2018,
3493683-5,30886367,Kuavin Krouvi,Kaavintie 5,73600,KAAVI,Kaavi,Kuavin Krouvi Oy,23.12.2024,
3231230-8,1072603,Ravintola Tandoori Flames,Mäkelänkatu 30,510,HELSINKI,Helsinki,Sorobara Oy,15.10.2021,
2381368-8,1067058,Patisserietm.fi,Siltasaarenkatu 12,530,HELSINKI,Helsinki,Zugu Oy,18.11.2019,
0892009-8,1030437,Leipomo-Konditoria Agassi,Pajatie 1,52100,ANTTOLA,Mikkeli,Leipomo-Konditoria Agassi Ky,01.03.2018,
1996583-0,1025449,Santa`s Resort  Spa Hotel Sani,Jukupolku 5,85100,KALAJOKI,Kalajoki,Kalajoen Kylpylähotelli Sani Oy,20.04.2007,
1902213-8,1067279,Sound Factory Bar & Nightclub,Kauppakatu 1 B,87100,KAJAANI,Kajaani,Blauweiss Import,09.01.2020,
2074538-4,30884218,Amadon Cityhotelli,Yrjönkatu 24,28100,PORI,Pori,Amado Hotels Oy,16.04.2024,
3200894-7,30071472,Kotipizza Karhula,Karhulantie 30,48600,KOTKA,Kotka,Remibo Oy,01.07.2021,
2292981-4,30068175,Ravintola Huttuhippu,Ukonhattu 1,98530,PYHÄTUNTURI,Pelkosenniemi,Pyhätunturin Ravintolat Oy,08.04.2020,
3122101-7,1068341,Café Viktor,Torggatan 15,22100,MARIEHAMN,Maarianhamina - Mariehamn,Viktors smaker Ab,01.11.2021,
0893886-1,1066108,Corona Baari,Traverssikuja 3,510,HELSINKI,Helsinki,Eerikinkadun kulttuuriravintola Oy,09.08.2019,
3489594-9,30886554,Aseman Pizza-Kebab Lohja Oy,Mäntynummentie 14,8500,LOHJA,Lohja,Aseman Pizza-Kebab Lohja Oy,01.02.2025,
0288936-8,1477058,Ravirata,Oravankatu 26,11120,RIIHIMÄKI,Riihimäki,Riihimäen Raviseura ry,01.03.2018,
2370168-6,1075393,Potti Ale Pub,Insinöörinkatu 30,33720,TAMPERE,Tampere,Tulikuuma Kumpu Oy,07.09.2022,
3353812-2,30882861,Resturante Argegno,Eerikinkatu 7,100,HELSINKI,Helsinki,Argegno Oy,01.09.2023,
3283665-4,30883258,Latitude 25 - Omakase,Albertinkatu 19,120,HELSINKI,Helsinki,Latitude 25 Oy,15.11.2023,
3135425-8,30882420,Kamari Pub,Kuninkaanlähteenkatu 7,38700,KANKAANPÄÄ,Kankaanpää,Super-KaMa Oy,06.07.2023,
2917653-6,30883470,Naisvuoren pizzeria,porrassalmenkatu 31,50100,MIKKELI,Mikkeli,Naisvuoren Ravintola Kazem ja Aqela,01.12.2023,
0647239-1,1061761,Finnkino Plaza,Torikatu 32,90100,OULU,Oulu,Finnkino Oy,01.07.2018,
0155602-7,1068972,Ravintola Cube,Piippukatu 2,40100,JYVÄSKYLÄ,Jyväskylä,Juvenes Oy,03.08.2020,
2774375-2,1055291,Irish Pub OWC,Laivurinkatu 11,92100,RAAHE,Raahe,Kikahees Oy,15.12.2016,
3123608-3,1074310,Padel Zone Kesäkahvio,Ainonkatu 10,53100,LAPPEENRANTA,Lappeenranta,Jevet Oy,21.05.2022,
2613453-3,30887338,Ravintola Mainio,Isokari 749,23360,KUSTAVI,Kustavi,Sektoriloisto oy,01.05.2025,
2186080-0,1054290,Restaurant Göran,Linnankatu 72,20100,TURKU,Turku,Voiveljet Oy,01.09.2016,
0503633-6,30884360,Butik Blinkka,Hevoskarintie 23,20100,TURKU,Turku,Andecor Oy,26.04.2024,
0176471-5,30069000,Ravintola Villipeura,Peurungantie 85,41340,LAUKAA,Laukaa,Peurunka Oy,10.06.2019,
3519549-3,30887152,Cafe Silo,Suomenlinna C 10,190,HELSINKI,Helsinki,Cafe Silo Oy,01.05.2025,
2811813-1,1056232,Ravintola Sörkan Ruusu,Pääskylänrinne 3,500,HELSINKI,Helsinki,Taberna Mundus Oy,16.03.2017,
0207220-0,1042347,Hotelli Tott,Satamakatu 1,57130,SAVONLINNA,Savonlinna,Osuuskauppa Suur-Savo,01.10.2012,
2795483-2,30068672,Pikku X,Yrjönkatu 7,28100,PORI,Pori,X Ravintolat Oy,10.06.2020,
2331506-4,30038980,Deli Rasoi,Siltakatu 11,2770,ESPOO,Espoo,Delhi Rasoi Oy,14.04.2020,
2497287-5,30886649,Olhavan Paussi,Kemintie 1643A,91140,OLHAVA,Ii,Vaaralainen Oy,04.04.2025,
1235711-1,1052662,Sweet Home,Jäämerentie 31,96200,ROVANIEMI,Rovaniemi,Tmi Hydos Ateriapalvelu,04.02.2016,
1573732-0,1006479,Fias Hembränt,Maansfolkvägen 27,68820,ÄHTÄVÄ,Pedersören kunta,"Fias Hembränt, öppet bolag",11.05.2000,
1928483-2,1043769,m/s Sofia,Kauppatori/Kolera-allas,170,HELSINKI,Helsinki,Stromma Suomi Oy Ab,01.04.2013,
1802072-0,1005143,Ravintola Dyyni,Dyynitie 4,85100,KALAJOKI,Kalajoki,Hiekkadyyni Oy,13.02.2003,
1527958-5,1068618,Wall's,Berggatan 12-14,10900,HANKO,Hanko,Coast Burgers Kb ,18.06.2020,
0180118-4,1026101,KuKun Maja,Aholankuja 1,63100,KUORTANE,Kuortane,Kuortaneen Kunto ry,01.03.2018,
0600032-7,1067849,Restaurant Galaxy,Arkadiavägen 11,25700,KEMIÖ,Kemiönsaari,Mac Daniel's Grill Oy Ab,18.12.2001,
3348693-2,30881595,El Barril,Kauppakatu 28,70110,KUOPIO,Kuopio,El Barril Oy,01.06.2023,
2906094-7,1066142,Manhattan Steak House Tampere,Hatanpään valtatie 1,33100,TAMPERE,Tampere,Skyline Restaurants Oy,21.08.2019,
2324680-4,1035176,Café Restaurang Club 18,"Alingsåsgatan 37, järnvägsstat",10300,KARJAA,Raasepori,Club18 Karis Ab,16.06.2010,
3145306-1,1070190,Ravintola Mauno ElectroCity,Tykistökatu 4,20520,TURKU,Turku,Kupittaan Feeniks Oy,01.03.2021,
2920326-6,1062252,IREM Kebab-Pizzeria,Nortamonkatu 16,26100,RAUMA,Rauma,Hasan Özturk ÖZTURK.iREM Kebab x Pizzeria,30.08.2018,
2365190-6,30886021,Villa Hannala,Kahvelitie 1,90510,OULU,Oulu,Go Arctic Oy,01.11.2024,30.01.2026
3441196-7,30886713,Jugge,Merimiehenkatu 1,120,HELSINKI,Helsinki,Jugge Oy,25.02.2025,
1630008-3,1023861,Nallen Pub,Nurmipolku 2,96910,ROVANIEMI,Rovaniemi,TMI SARI SÄLLINEN,18.09.2006,
2335507-4,30070628,Konttiravintola Morton Rautalampi,Kuopiontie 28,77700,RAUTALAMPI,Rautalampi,Emäpitäjän Anniskeluravintolat Oy,30.04.2021,
3261903-5,30886492,House of Olaf,Asemantie 19,57100,SAVONLINNA,Savonlinna,Olaf Castle Oy,22.01.2025,
3290143-6,30885837,Nagoya Sushi Buffet,Asemanaukio 2,4200,KERAVA,Kerava,Qinglong Oy,01.10.2024,
2137092-4,30887780,Vuokatin Viini,Kainuuntie 15,88600,SOTKAMO,Sotkamo,Vuokatin Viini Oy,30.06.2025,
2278481-1,1034520,Hotelli-Ravintola Rantakatti,Koskelonniementie 127,58450,PUNKAHARJU,Savonlinna,Kero Jani Petteri,09.06.2010,
2507562-3,30884364,Svenkis Pauscafe,Pohjoisesplanadi 2,130,HELSINKI,Helsinki,Alexandra F & Co Ab/Oy,02.05.2024,
2764385-8,30882973,Aura Yangtze,Helsinginkatu 15 ,20500,TURKU,Turku,Yangtze Kiinalainen ravintola Oy,15.09.2023,
3518499-7,30887083,Pancho Villa Ideapark Lempäälä,Ideaparkinkatu 4,37570,LEMPÄÄLÄ,Lempäälä,SoWest Oy,01.05.2025,
2362621-7,30051703,Bar Ihku Tampere,Hämeenkatu 23,33200,TAMPERE,Tampere,Tunturiviihde Oy,15.04.2022,
2544389-5,1044718,Ravintola Olo,Helenankatu 2,170,HELSINKI,Helsinki,Oloresta Oy,01.08.2013,
1602564-0,1010826,Pistohiekan lavan pubi,Lietvedentie 1767,52200,PUUMALA,Puumala,Pistohiekan Lava,01.03.2018,
1004101-7,30475720,Kahvila-Ravintola Akuliina,Keskusaukio,42100,JÄMSÄ,Jämsä,Tuomo Mäyrämäki Oy,16.05.2020,
2762467-3,1053988,Nixor,Niksaarentie 340,25640,FÖRBY,Salo,Nixor Oy,12.07.2016,
2199747-9,30885115,KELORAVINTOLA,Luppokeino 3,99555,LUOSTO,Sodankylä,Lapland Hotels Lappi Oy,26.06.2024,
0992445-3,1060735,Opetusravintola Hilikku,Kasarmintie 8 H,90130,OULU,Oulu,Koulutuskuntayhtymä OSAO,15.06.2018,
2339837-3,30064961,Matinkylän Kotipizza,Kala-Maija 2,2230,ESPOO,Espoo,KN Company Oy,21.05.2019,
2180307-2,1064557,Nina's Cafe & Bar,Rajakatu 10,18100,HEINOLA,Heinola,Tmi AniinHei ,17.04.2019,
