asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
3009848-3,1072276,Uuni,Martinkatu 3,20800,TURKU,Turku,Nordic Pizza Company Oy,15.10.2021,
1557303-9,1037702,Ravintola Mountain,Nordenskiöldinkatu 8,250,HELSINKI,Helsinki,Oy Pikku Himal Ltd,15.01.2005,
2396039-7,1076038,K-Supermarket Kunkku,Teirinsyrjä 2 B,2770,ESPOO,Espoo,K. Broström Oy,30.12.2022,
2963689-7,1069297,Ruokapalvelu Herkkuhetki,Seminaarinkatu 2,87100,KAJAANI,Kajaani,Ruokapalvelu HerkkuHetki Oy,01.09.2020,
2126553-4,1075782,Herkkunuotta,Eerikinkatu 16 H,20100,TURKU,Turku,Herkkunuotta Oy,23.11.2022,
3572461-5,30889277,Itsudemo,Espoonlahdenkatu 4,2320,ESPOO,Espoo,Hao Mei Oy,01.01.2026,
2904735-5,1061257,Favorit Cafè & Tea,Aleksanterinkatu 6,7900,LOVIISA,Loviisa,Teemuru Oy,03.08.2018,
2723807-8,1061538,Hotel Svala,Södra Postvägen 10,22820,KUMLINGE,Kumlinge,Moss + Sea Ab,01.11.2021,
2674327-5,1055983,Haru Sushi,Fredrikinkatu 30,120,HELSINKI,Helsinki,Maneki Neko Oy,01.09.2017,
1596511-2,1081671,Lie Mi,Runeberginkatu 56,260,HELSINKI,Helsinki,Tin Hing Oy,18.06.2003,
3581523-4,30889191,Japanese Restaurant Domo,Kalevankatu 21,100,HELSINKI,Helsinki,Domo Restaurants Oy,08.12.2025,
3276997-3,30881395,Pahkalanniemi Camping,Urheilukatu 30,39700,PARKANO,Parkano,Monitoimi Pahkala Oy,05.05.2023,
3543053-7,30888803,Luckiefun's Sushibuffet Ruoholahti,Itämerenkatu 21,180,HELSINKI,Helsinki,Laulava Lohi Oy,01.10.2025,
1548783-5,30885892,Ympyrä Baari,Pätsiniementie 2,37800,AKAA,Akaa,TMI TURAN AKKOYUN,12.10.2024,
3549018-5,30888622,lausteen kirjuri,maistraatinpolku 1,20750,TURKU,Turku,Lausteen Kirjuri Oy,01.09.2025,
2183961-4,1075575,Night Club Cafe Regina,Latiskantie 1 B 5,7170,PORNAINEN,Pornainen,SW.ABULLS OY,01.10.2022,
3214187-9,1072453,Ravintola Liu,Rälssitie 6,1510,VANTAA,Vantaa,SY LIU OY,08.10.2021,
2083761-7,1069245,Saga Salpalinna,Kyösti Kallionkatu 3,15110,LAHTI,Lahti,Saga Care Finland Oy,12.10.2020,
3516738-8,30887139,Anniskeluravintola Parvi,Parviaisentie 5,40900,SÄYNÄTSALO,Jyväskylä,Väkijuomia ja vaneria Oy,02.05.2025,
2926239-7,1062298,Sahalahden Krouvi,"Kirkonkylä, Sahalahdentie 1273",36420,SAHALAHTI,Kangasala,Kassun-tassu Oy,17.08.2018,
2513151-7,1064445,Ravintola Veljekset Söderkulla,Taasjärventie 1,1150,SÖDERKULLA,Sipoo,Firtina avoin yhtiö,11.04.2019,
0693418-9,30886773,Ilo Kaffe Hius & Stailaus,Kauppakatu 24,78200,VARKAUS,Varkaus,Hius & Stailaus Ilo Oy,15.03.2025,
1041700-2,1043761,Ravintola Wanha Fiskari,Juha Vainion katu 2,48100,KOTKA,Kotka,Wanha Fiskari Oy,16.02.1987,
0185505-1,1018242,Lyni Dancebar,Kauppakatu 13,87100,KAJAANI,Kajaani,Osuuskauppa Maakunta,17.03.2005,
3396967-8,30883549,Ravintola Vihtahousu,Haavistontie 5,41330,VIHTAVUORI,Laukaa,Vihtahousu Oy,21.12.2023,
3440160-3,30888871,Bar IhaNainen,Mikkolantie 7,33470,YLÖJÄRVI,Ylöjärvi,LekeLady Oy,01.11.2025,
0746993-6,1051861,Someron Seurahuone,Vanhatie 9,31400,SOMERO,Somero,Hovitiimi Oy,01.01.1960,
1651065-4,1060845,KTP PUB,Puistotie 9-11,48100,KOTKA,Kotka,Kotkan Futis Oy,27.07.2022,
1446993-4,1058873,Ruok Burger Ruka,Rukankyläntie 6,93830,RUKATUNTURI,Kuusamo,Riipinen Restaurants Oy,20.11.2017,
2036232-4,1029726,Kahvila-Ravintola Vihreä Valo,Erkontie 8,23450,LOKALAHTI,Uusikaupunki,Kahvila-ravintola Vihreä Valo,01.09.2008,
0172119-2,1787819,Alapitkän Nuorisoseuran Talo,Alapitkä,71910,ALAPITKÄ,Lapinlahti,Alapitkän nuorisoseura ry,01.03.2018,
1634950-6,30039055,Ravintola Storyville,Museokatu 8,100,HELSINKI,Helsinki,Storyville Oy,12.06.2020,
2973743-6,30881990,Pizzeria 450°C,Mannerheiminkatu 1,21100,NAANTALI,Naantali,Tursi Oy,09.06.2023,
2243506-4,1044931,Ravintola Kabuki,Lapinlahdenkatu 12,180,HELSINKI,Helsinki,HTWong Oy,11.07.2013,
3223291-4,30072213,Beer Shop & Bar Kuja,Ratinankuja 1,33100,TAMPERE,Tampere,Ihan Kujalla Oy,01.09.2021,
2844538-6,30059280,Pontus,Kapteeninkatu 26,140,HELSINKI,Helsinki,Modern Love Oy,02.04.2020,
2438526-7,1040062,Paris Pub,Keinulaudankuja 4,940,HELSINKI,Helsinki,N.M. Enterprise Oy,01.12.2011,
3204154-4,1071248,Ravintola Ego,Korkeavuorenkatu 27,130,HELSINKI,Helsinki,Korkeavuoren ravintola Oy,24.06.2021,
0902150-2,1273758,Petalax Ungdomsförening,Petalaxvägen 162,66240,PETOLAHTI,Maalahti,Petalax ungdomsförening rf,01.03.2018,
3364451-5,30882195,Teatteri Ravintola Kulma by Mama's Kitchen,Pitkäkatu 53,65100,VAASA,Vaasa,Mama's Kitchen and Bar Oy,01.08.2023,
2832667-8,30887965,Ms Maria,Aallonhalkoja 2,540,HELSINKI,Helsinki,White Sand Boats Oy,18.06.2025,
3004569-9,1065658,Kuunari,Kuunarintie 15,23310,TAIVASSALO,Taivassalo,Taivassalon Saaristopalvelu Oy,01.07.2019,
0931236-9,30173124,m/s Chapman,"Pohjoisranta 23, laituri 2",170,HELSINKI,Helsinki,JT-Line Oy,20.04.2018,
1447702-9,1065799,Cafe Hertta,Hiihtäjäntie 2 a,810,HELSINKI,Helsinki,M ja T Ranne Oy,04.07.2019,
1952038-0,1018403,Jahtihovi,Snellmaninkatu 23,70100,KUOPIO,Kuopio,Jahtihovi Oy,29.03.2005,
3330977-6,30881402,Marco Boulangerie Cuisine,Tullinkatu 6,33100,TAMPERE,Tampere,Croissant toujours Oy,08.05.2023,
0207220-0,1009512,ABC Kuortti ravintola,Mäyrätie 1,19410,KUORTTI,Pertunmaa,Osuuskauppa Suur-Savo,01.03.2018,
3247062-1,1076396,Ravintola Malika,Aleksanterinkatu 37,33100,TAMPERE,Tampere,Buwa prem oy,01.02.2023,
0910257-2,30882937,Iloinen Kulkija (Lahti),Paasikivenkatu 1,15110,LAHTI,Lahti,Osuuskauppa Hämeenmaa,01.10.2023,
3014751-3,1067072,Tokumaru,Firdonkatu 2 B,520,HELSINKI,Helsinki,Falcon Finland Oy,26.11.2019,
2192205-5,1071545,Cafe Steiner,Itäpuisto 5,28100,PORI,Pori,Steiner Café Oy,19.06.2021,
3460551-8,30888536,Kukonkulma Ibo,Keskuskatu 18,23800,LAITILA,Laitila,Ibo Kukonkulma Oy,02.10.2025,
0215764-2,1777345,Kilven Baari,Soppikankaantie 30,49760,SUUR-MIEHIKKÄLÄ,Miehikkälä,Suur-Miehikkälän Kilpi ry,01.03.2018,
2249482-2,1051883,Kajaanin keilakeskus,Lönnrotinkatu 1 D,87100,KAJAANI,Kajaani,Kajaanin Keila-Keskus Oy,01.12.2015,
0761393-4,1052272,Kerhoravintola Seiska,Suomen Kasarmi Rak.7,13130,HÄMEENLINNA,Hämeenlinna,Kerhoravintola Seiska Oy,01.01.1960,
2848650-8,30065656,Iittalan Pizza Kebab,Lennintie 1,14500,IITTALA,Hämeenlinna,KEMAL MESE avoin yhtiö,05.07.2019,
3437454-5,30884346,Cup-Kahvila,Katajakatu 12,53810,LAPPEENRANTA,Lappeenranta,Cuppi Oy,01.05.2024,
2926831-8,1062397,Ravintola Royal Mustang,Antinkatu 10,28100,PORI,Pori,R & R Foods Oy,01.09.2018,
2829713-3,1072421,Taco Bell Tampere,Hatanpään valtatie 1,33100,TAMPERE,Tampere,Restel Mexican Food Oy,01.11.2021,
1867962-1,30065679,Kelossi,Kellosalmentie 10400,17500,PADASJOKI,Padasjoki,Karabi Oy,01.07.2019,
2717352-6,1052074,Rådhus Källaren,Museigatan 2 C 40,10600,TAMMISAARI,Raasepori,Bar-Lo,30.10.2015,
3168080-3,30881537,Satamaravintola Poiju,Vanhanpappilantie 2,52100,ANTTOLA,Mikkeli,HupiSki Oy,17.05.2023,
1048003-6,30883301,Ravintola West Side Story,Kivivuorentie 4,1620,VANTAA,Vantaa,Minttiravintolat Oy,23.11.2023,
2758410-6,1053624,Hotel Golden Dome,Kirkkopuistonkatu 28,74130,IISALMI,Iisalmi,Kahdeksan Veljestä Oy,01.06.2016,
2812498-8,30068582,Strampen,Strandgatan 6,65100,VAASA,Vaasa,Strampen Ab Oy,29.05.2020,
3536326-6,30887874,Kallioniemen Ravintola,Kallioniementie 106,52300,RISTIINA,Mikkeli,Jalico Oy,14.06.2025,
3405805-9,30887849,Puistokadun Kebabkeisari,Puistokatu 15,40100,JYVÄSKYLÄ,Jyväskylä,KSK KEBAB OY,09.06.2025,
2467766-5,1043056,ABC Anjalankoski,Hallitie 2,46860,KELTAKANGAS,Kouvola,Kymen Seudun Osuuskauppa,01.03.2018,
3467299-9,30885631,Kilta Bar,Torikatu 19,67100,KOKKOLA,Kokkola,Beer30 Oy,02.09.2024,
2321955-8,30889428,Joensuu Areena,Mehtimäenaukio 2,80100,JOENSUU,Joensuu,Fun Pandemia Oy,21.02.2026,21.02.2026
2782424-5,30073680,Neste Ristiina Saimaan Portti,Kouvolantie 5-7,52420,PELLOSNIEMI,Mikkeli,Kahvila Ravintola Saimaa Oy,01.06.2022,
3446297-5,30884774,RavintolaTitanic Oy,Kadettikoulunkatu 13,49400,HAMINA,Hamina,RavintolaTitanic Oy,01.06.2024,
3483827-4,30886921,Meilahden pesäpallokenttä,Zaidankatu 7,250,HELSINKI,Helsinki,RedBlack Entertainment Oy,11.04.2025,
2693691-5,1064348,Maisaari,Maisaari,21150,RÖÖLÄ,Naantali,P. Qvarnström Catering Oy,01.05.2019,
3345189-5,1076688,Ravintola Liekki,Keskitie 14,36760,LUOPIOINEN,Pälkäne,Hüsli Food Oy,01.03.2023,
3299283-3,1075394,SiipiSaluuna,Piiponraitti 1,37500,LEMPÄÄLÄ,Lempäälä,Sauce Brothers Oy,06.09.2022,
2720430-2,30884546,Hurmosbaari,"Hietalahden pesäpallostadion, Sanmarkinkatu ",65100,VAASA,Vaasa,Mailattaret ry,13.05.2024,
0920150-3,30888847,"Ristorante Momento, Sello / Backyard with Friends, Sello",Leppävaarankatu 3-9,2600,ESPOO,Espoo,Momento Fastfood Oy,01.11.2025,
2538283-4,1070969,M/S Koskelo,Kauppatori/Lyypekinlaituri,130,HELSINKI,Helsinki,FRS Finland Oy,04.05.2021,
3342616-3,30881596,Bistro Sataman Torni,Poijutie 4,54100,JOUTSENO,Lappeenranta,EMP Ravintolat Oy,22.05.2023,
3225068-8,30886006,Ravintola Chautari,Koskelantie 5,610,HELSINKI,Helsinki,Setibini Oy,25.10.2024,
0873697-9,1072102,0605 Cafe Lumon,Jokiväylä 11,96300,ROVANIEMI,Rovaniemi,Compass Group Finland Oy,30.08.2021,
1047664-3,1035030,Rita's Place,Makasiinintie 2,28600,PORI,Pori,Pizzeria-Kahvila Rita's Place Oy,01.03.2018,
0751446-9,1071544,Ruokkeen Lomakylä,Ruokkeentie 58,59800,KESÄLAHTI,Kitee,Ruokkeen Lomakylä Oy,01.06.1993,
2901408-6,30060209,Ravintola Merimies Pub,Merimiehenkatu 27,150,HELSINKI,Helsinki,Lavendar Oy,07.01.2021,
2691766-9,1064411,Nomad Food & Wine,Kristiinankatu 5,20100,TURKU,Turku,Pasta Fabbrica Oy,26.04.2019,
2579622-8,30045936,Passio keittiö ja baari,Kalevankatu 13,100,HELSINKI,Helsinki,H2 Ravintolat Oy,12.05.2020,
0968372-5,1033618,Kymen Paviljonki,Helsingintie 408,45740,KUUSANKOSKI,Kouvola,Kymen Paviljonki Oy,16.05.1990,
0936044-0,1005495,Tiedekahvila,Kirkkokatu 6,170,HELSINKI,Helsinki,KH-Catering Oy,19.08.2003,
2930451-8,1062724,Mardin,Pinninkatu 32,33100,TAMPERE,Tampere,HASANA OY,03.10.2018,
2058329-0,1024218,Lumimaa,Kajaanintie 1,96400,ROVANIEMI,Rovaniemi,Lumimaa Oy,30.10.2006,
1837957-3,1061398,Oluthuone Konepaja,Konepajankuja 1,510,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,15.07.2018,
3113482-9,30886510,Lounais-Hämeen Pirtti,Portaantie 480,31300,TAMMELA,Tammela,Maustemajakka Oy,23.01.2025,
2234639-5,1037980,Salon Jokipaatti,Horninkatu 6,24100,SALO,Salo,Salon Jokipaatti Oy,01.06.2013,
2952973-3,1072252,Burgers & Wine,Fredikanterassi 1,520,HELSINKI,Helsinki,Deluxe Food Oy,08.09.2021,
0972362-7,30885900,Piccolo Hannes,Kauppakatu 16,8100,LOHJA,Lohja,Hannu Harva Oy,10.10.2024,
0242821-1,1030038,"Sokos Hotel Vaakuna, Vaasa",Rewell Center 101,65100,VAASA,Vaasa,Osuuskauppa KPO,30.09.2008,
0872295-6,1074049,Kartanohotelli Karolineburg,Karoliinantie 8,87200,KAJAANI,Kajaani,Oy Rova-Rest Ab,01.06.2022,
2472908-2,1062599,Ravintola Dexi,Patteristonkatu 3,50100,MIKKELI,Mikkeli,Kaakkois-Suomen Ammattikorkeakoulu Oy,01.10.2018,
1018126-3,30034886,Daniel O'Connell's Irish Bar,Rautatienkatu 24,33100,TAMPERE,Tampere,Bleritec Oy,15.05.2020,
3011820-2,1075236,Mokkatupa Social Dining,Kuusiranta 3,98530,PYHÄTUNTURI,Pelkosenniemi,Herkku Torvi Oy,18.08.2022,
2829203-3,1059848,Turo's heavy kebab,Gallen-Kallelankatu 6,28100,PORI,Pori,Turo's Heavy Oy,15.03.2018,
2583390-6,1054294,Ravintola Baari Reina,Viikinkitie 11,6150,PORVOO,Porvoo,iConcept Design Oy,01.06.2017,
3405558-7,30883444,Burgeriville,Tammistontie 2 d,1520,VANTAA,Vantaa,Burgeriville Oy,01.12.2023,
3204394-5,30071556,Ailasto,Luovontie 798,90480,HAILUOTO,Hailuoto,Ailasto Oy,12.06.2021,
0426918-9,1066816,Ravintola Arthur Helsinki,Vuorikatu 19,100,HELSINKI,Helsinki,Hotel Arthur Oy,30.11.2019,
2487602-3,1052241,Classic American Diner Lielahti,Taninkatu 2,33400,TAMPERE,Tampere,Rengasravintolat Oy,01.01.2016,
3216852-9,30886578,Yangtze River,Hämeenkatu 9,20500,TURKU,Turku,You Hao Oy,05.02.2025,
2189879-6,1039181,Hotelli Vanha Rauma,Kalatori 4,26100,RAUMA,Rauma,Hotelli Vanha Rauma Oy,23.09.2011,
3243908-5,1072944,Ravintola Sicapelle,Kirkkotori 3,6100,PORVOO,Porvoo,Kova ja Kiivas Oy,01.01.2022,
2410382-1,1038374,Vivians Kitchen & Bar,Kustaankatu 4,500,HELSINKI,Helsinki,Vivian Ravintolat Oy,01.07.2011,
2077315-8,1044511,Elisaari,Elisaari,10270,BARÖSUND,Inkoo,Oy SagaWind Ab,03.06.2013,
0658353-4,1058203,"Ravintola Wanha Mestari, Vaasa",Kauppapuistikko 40,65100,VAASA,Vaasa,Restel Ravintolat Oy,20.11.1968,
0955512-5,30064361,Kebab-pizzeria Evin,Sammonkatu 34,33540,TAMPERE,Tampere,Tampereen Evin Oy,15.04.2019,
1996221-8,30074014,Jyrävän Leirintä,Juumantie 120,93900,KUUSAMO,Kuusamo,Stella Polaris Lapland Oy,01.06.2022,
0208265-2,1073683,Sataman Viilu,Satamakatu 10,40100,JYVÄSKYLÄ,Jyväskylä,Osuuskauppa Keskimaa,16.05.2022,
3559371-5,30889089,Pizzatimeravintolat,Uudenmaankatu 8,5800,HYVINKÄÄ,Hyvinkää,Pizzatime ravintolat Oy,17.11.2025,
1005667-3,1071744,Sunday Morning Resort,Huhanniemi 1,98530,PYHÄTUNTURI,Pelkosenniemi,Experience Pyhä Oy,20.07.2021,
2199747-9,30029435,Lapland Hotel Pallas,Pallastunturintie 560,99330,PALLASTUNTURI,Muonio,Lapland Hotels Lappi Oy,26.04.2018,
0146765-7,1025331,m/s Silver Moon,Laukontori 10 A 3,33200,TAMPERE,Tampere,Suomen Hopealinja Oy,04.04.2007,
3350470-7,30076968,Kanavan Kruunu,Kanavatie 17,17200,VÄÄKSY,Asikkala,Saaren Tupa Oy,03.04.2023,
3013258-1,1072423,Thai Vegan Kitchen,Lapinlahdenkatu 9,180,HELSINKI,Helsinki,Cruelty free oy,14.09.2022,
2051600-4,30881832,Merihotelli Mäntyniemi ,Mäntyniementie 268,49220,SILTAKYLÄ,Pyhtää,Merihotelli Mäntyniemi Oy,01.06.2023,
2997132-9,30882390,Apukka Resort,Tutkijantie 28 ,96900,SAARENKYLÄ,Rovaniemi,North Pole Catering Oy,01.09.2023,
1018487-8,30888788,Hangon Portti,Itämeren portti,10900,HANKO,Hanko,Unioninkadun keidas Oy,01.10.2025,
1008346-0,1054925,Ravintola Samrat,Eteläesplanadi 22,130,HELSINKI,Helsinki,Friends International Oy,16.12.1988,
2108732-8,1025802,Pub Magneetti,Mäkelänkatu 20,510,HELSINKI,Helsinki,Pub Magneetti Vallila,04.07.2007,
0931236-9,30053751,Pw/s Vispilä,"Kauppatori, Kolera-allas",170,HELSINKI,Helsinki,JT-Line Oy,20.04.2018,
2601852-4,30050203,Musta Magia,Jyväskylän satama,40100,JYVÄSKYLÄ,Jyväskylä,Svanö Oy,09.05.2018,
0149617-5,1018356,Harjulan ravintola Koivu,Harjulankatu 7,15150,LAHTI,Lahti,Harjulan Setlementti ry,01.06.2005,
1952494-7,30883308,Kulttuurikasarmin Ravintolat,Narinkka 2,100,HELSINKI,Helsinki,NoHo Partners Oyj,10.11.2023,
1445599-7,1009631,Panelian jäähallin kahvio,Kaskistontie 23,27430,PANELIA,Eura,Panelian Raikas r.y.,01.03.2018,
0116309-8,1014860,Pitäjänmäen Osuusruokala,Strömberginkatu 1 B,380,HELSINKI,Helsinki,Pitäjänmäen Osuusruokala,28.10.2002,
3264961-3,30887623,Café Stallet,111 Sandmovägen,22270,ECKERÖ,Eckerö,Glada Muu Ab,01.06.2025,
0210532-4,1064814,Pentik-mäki,Maaninkavaarantie 3,97900,POSIO,Posio,Pentik Oy,01.06.2019,
3267394-7,30883098,Palapizzeria Izza,Porthaninkatu 7,530,HELSINKI,Helsinki,SÄRDOUGH OY,04.10.2023,
0876209-3,1472133,Vehmaskrouvi,Aukionkatu 24,33730,TAMPERE,Tampere,Pub Aukionkulma Oy,13.06.2006,
2697576-2,1054900,Ounas Ateria,Ounasvaarantie 15,96400,ROVANIEMI,Rovaniemi,Ravintola Itämeren Hamid ja Ahmad Oy,01.03.2018,
3436764-4,30884679,"O""Bass",konstanzankatu 4,20320,TURKU,Turku,Suikkix Oy,31.05.2024,
2828875-5,1056976,Bikini Bar,Yyterin sannat,28840,PORI,Pori,Luojuko Oy,14.06.2017,
3349900-4,30881695,Jäähallin ravintolat,Savontie 3,57100,SAVONLINNA,Savonlinna,SaPKo Hockey Oy,01.08.2023,
3172497-6,30884023,Camping Happy Beach,Vankkuritie 1,91760,SÄRÄISNIEMI,Vaala,LOC Ness Oy,30.04.2024,
3510812-6,30889131,Vegalicios Pastry,Laivurinkatu 37 e 27,150,HELSINKI,Helsinki,VG PASTRY OY,06.12.2025,
1746592-0,30060716,Niskaportin Golfkeskus,Iitintie 684,47400,KAUSALA,Iitti,Iitti Golf Oy,12.03.2019,
2991831-7,1065721,Ravintola Alexanderplats,Eteläesplanadi 22,130,HELSINKI,Helsinki,Ravintola Alexanderplats Oy,15.08.2019,
2067252-5,30044122,Bus Burger,Savontie 409,15230,LAHTI,Lahti,Bus Burger Oy,16.04.2020,
3228484-5,30882574,Lone Star,Humalistonkatu 5,20100,TURKU,Turku,VinÅ-Mesta Oy,01.08.2023,
3409221-4,30885252,The Olive Lounge,Keskuskatu 7,60100,SEINÄJOKI,Seinäjoki,The Olive Lounge Oy,03.07.2024,
2325604-1,30062788,Opiston Kunkku,Harjukatu 46,15100,LAHTI,Lahti,Kanavan Kunkku Oy,01.11.2018,
2598156-2,1046602,Bar & Cafe Glory Days,Rauhankatu 27 A,6100,PORVOO,Porvoo,T & T Ravintolat Oy,03.04.2014,
1718897-8,1042421,Intialainen Ravintola,Tammelan puistokatu 30-32,33100,TAMPERE,Tampere,T:mi Star and Moonlight,09.11.2012,
2175609-3,1028269,Pubi P-51,Ostolantie 14,63700,ÄHTÄRI,Ähtäri,Pub P-51 Oy,28.03.2008,
1887748-4,1069134,Lounaskahvila Kotoosa,Kauppatie 3 D,66300,JURVA,Kurikka,Lounasravintola Kotoosa,01.10.2020,
2820442-7,1068007,Kahiwa Coffee & Wine,Päijänteenkatu 9,15140,LAHTI,Lahti,Kahiwa Coffee Roasters Oy,30.04.2020,
1797527-7,30885964,Haarikka,Korkalonkatu 27,96200,ROVANIEMI,Rovaniemi,Kalant Oy,28.10.2024,
2110299-7,1031265,Cafe Rantakivi,Savonlinnantie 2871,58430,KULENNOINEN,Savonlinna,Cafe Rantakivi Oy,21.04.2009,
3471402-8,30885832,Motelli-ravintola muikkukukko,Alanteentie 40,58700,SULKAVA,Sulkava,Motelli-Ravintola Sulkava avoin yhtiö,01.10.2024,
1079749-8,1173510,Piccolo Marinéro,Kalkkihiekantie 2,980,HELSINKI,Helsinki,Nikema Oy,10.04.2002,
2995313-9,1064924,Vesikioski,Keskusaukio 4,80100,JOENSUU,Joensuu,Unkaricum Oy,13.05.2019,
2232647-4,1037630,Pakkahuone,Pakkahuoneentori 2,23500,UUSIKAUPUNKI,Uusikaupunki,Vaspuuki Oy,20.04.2011,
3265728-5,30883955,Wokmando,Ratakuja 1,1300,VANTAA,Vantaa,Kalika Oy,13.03.2024,
2595746-6,1046503,Kahvila-ravintola Ranni,Kirkkotie 6,91800,TYRNÄVÄ,Tyrnävä,MerVe Oy,01.03.2014,
0187395-4,1012140,Ravintola Maikkulan Kartano,Maikkulanrinne 21,90240,OULU,Oulu,Oulun Koru Oy,15.05.2001,
1077549-1,1032879,m/v Angelina,Kasarmintie 51,90230,OULU,Oulu,Oulu Lines Oy,12.08.2009,
2112598-8,1070782,Date with Dylan,Keilasatama 2,2150,ESPOO,Espoo,Toothpicks and Honey Oy,30.04.2022,
0696899-5,1054933,Ravintola Popino,Raatihuoneenkatu 11,13100,HÄMEENLINNA,Hämeenlinna,Popino Oy,01.12.1988,
2064886-7,30886013,Axxell Kök & Sal,Skolgatan 16,21600,PARAINEN,Parainen,Axxell Utbildning Ab,28.10.2024,
1209962-6,1049250,Sip Sak,Kauppalankatu 15,45100,KOUVOLA,Kouvola,Tmi Sip Sak,01.03.2018,
1636151-3,1076211,Tuopin paikka,Tyyneläntie 53,57210,SAVONLINNA,Savonlinna,Tuopin Paikka Oy,01.02.2023,
3506646-4,30886612,Alvettula Kyläkauppa,alvettulantie 168,14680,ALVETTULA,Hämeenlinna,Fraterna Group Oy,01.03.2025,
1936568-3,1018228,Lammin Dalaman Pizzeria,Mommilantie 4,16900,LAMMI,Hämeenlinna,Lammin Pizzeria Kebab Avoin yhtiö,01.03.2018,
3454689-6,30885298,Ravintola Katinhäntä,Tuomalantie 2,16710,HOLLOLA KK,Hollola,Packalén Ravintolapalvelut Oy,02.09.2024,
3565076-7,30889026,Halfmoon Game Cafe,Keskuskatu 3A,100,HELSINKI,Helsinki,Halfmoon Game Cafe Oy,26.11.2025,
2290066-7,1066659,Hanko Sushi,Firdonkatu 2 LT 2115-4 2. krs,520,HELSINKI,Helsinki,Sushi World Oy,16.10.2019,
3141208-3,1068741,Bistro Marina,Gumbontie 222,1120,VÄSTERSKOG,Sipoo,Burken Oy ,01.07.2020,
1458754-3,1010022,Rajaportin kahvila,Pispalanvaltatie 9,33250,TAMPERE,Tampere,Pispalan saunayhdistys ry,01.03.2018,
3074744-7,1075799,Pub Highsticks,Paul Hallvarinkatu 4,68600,PIETARSAARI,Pietarsaari,HighSticks HT rf,02.11.2022,
3239200-2,1072574,Eikan Pankki,Sibeliuksenkatu 16,4400,JÄRVENPÄÄ,Järvenpää,Eikan Pankki Oy,08.11.2021,
3360487-1,30881661,Ravintola Hummeripoika,Hummerinkuja 1,51600,HAUKIVUORI,Mikkeli,Grill&Bar Hummeri Oy,12.06.2023,
3358167-3,30887927,Ravintola Hua Fu Jiu Lou,Kirkonkyläntie 5 A ,700,HELSINKI,Helsinki,LUNING OY,01.07.2025,
1484251-6,1023616,Grill Skagen,Näsby,21760,HOUTSKARI,Parainen,GRILL SKAGEN,01.03.2018,
3546953-8,30888366,KORSON Yö tupa ,Merikotkanpolku 2 ,1450,VANTAA,Vantaa,Korson yötupa oy,01.08.2025,
0224478-9,1068467,Cafe Eestinmäki,Suopellontie 1,6450,PORVOO,Porvoo,Porvoon Autokiilto Oy,01.06.2020,
3127952-6,30068149,Terrassn restaurant,Kalkholmsvägen 43,25830,VÄSTANFJÄRD,Kemiönsaari,Petekattila Oy,01.06.2020,
3444071-7,30884809,Myllyn kesäterassi,Oulaistenkatu 37,86300,OULAINEN,Oulainen,Lissun BAR Oy,03.06.2024,
2644586-8,1049098,Pyhä Wurst,Pohjoisrinteentie 1,98530,PYHÄTUNTURI,Pelkosenniemi,Bliss Adventure Oy,06.12.2014,
1148654-4,1029937,Ehtookodon Ravintola,Katepalintie 9,37500,LEMPÄÄLÄ,Lempäälä,Pito- ja Lounaspalvelu Satu Luukas ,29.10.2010,
0169321-6,1004764,Nuoriso- ja kulttuurikeskus,Pielisentie 9-11,81700,LIEKSA,Lieksa,Lieksan kaupunki,24.07.1998,
2014250-8,1023844,Riemu Bar & Club,Kirkkokatu 32,92100,RAAHE,Raahe,P-Flagon Oy,01.09.2006,
3420031-8,30887061,Cafe Puksprööti,Iniöntie 7,23390,INIÖ,Parainen,Cafe Puksprööti avoin yhtiö,09.04.2025,
3088063-5,1068795,Rantolan Kievari,Karunantie 1205,21590,KARUNA,Sauvo,Smaikku Oy,18.06.2020,
3202801-6,1071856,Padel & Golf Plaza,Högberginhaara 9,4360,TUUSULA,Tuusula,Padel & Golf Plaza Oy,01.10.2021,
0927109-3,1067009,Viinibaari APOTEK,Lapinlahdenkatu 1,180,HELSINKI,Helsinki,Tiobic Oy,02.03.2020,
2734836-5,1056354,Kliffa & Klubi,Jokikatu 31,6100,PORVOO,Porvoo,Quadrum Oy,01.04.2017,
0943974-9,1173167,Ruoholahden Palloiluhalli,Kellosaarenkatu 3,180,HELSINKI,Helsinki,Sulka-Sport Oy,01.03.2018,
1212861-8,1030228,Vikla II / Matkustaja-alus,Vasikkaniementie 22,48310,KOTKA,Kotka,Tmi Meriset Itäisen Suomenlahden Risteilyt,16.05.1992,
2892119-4,1065036,Kotipizza Valtari,Kouvolankatu 15,45100,KOUVOLA,Kouvola,Quinto Oy,15.05.2019,
1113442-6,1027718,Vierumäen Kelokota,Vääksyntie 18,19110,VIERUMÄKI,Heinola,Tmi Heidi Hirn,01.01.2008,
1834189-0,1040227,Hesburger Ylläs,Iso - Ylläksentie 44,95980,YLLÄSJÄRVI,Kolari,RockBurger Oy,01.03.2018,
