asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
0667745-0,1065270,Cafe Bar Halkolaituri,"Pohjoisranta, Halkolaituri",170,HELSINKI,Helsinki,Valborg Oy,19.05.2020,
1004373-3,1472903,Lohimesta,Seestantie 126,15460,MÄKELÄ,Lahti,Lohimesta Oy,01.03.2018,
2325741-5,30882854,Bistro O mat Hakaniemi,Toinen linja 7,530,HELSINKI,Helsinki,O mat Ravintola Oy,01.09.2023,
1579863-3,1011964,Mainiemicaravan,Mainiemi,17500,PADASJOKI,Padasjoki,Lobestia Oy,01.03.2018,
3101516-8,30883215,Taste Day & Night,Rauhankatu 29,6100,PORVOO,Porvoo,Yötäpäivää Oy,01.11.2023,
2688952-2,30881544,UrBar,Rantapuisto,8100,LOHJA,Lohja,LB2 Living Oy,02.06.2023,
2510715-4,30043938,Vohvelikahvila Harjupaviljonki,Harjupuisto,18100,HEINOLA,Heinola,Café Harju Oy,30.04.2018,
2117085-0,1050711,Hotelli Ravintola Jurva,Kauppatie 2,66300,JURVA,Kurikka,Jouko Sjöblom Yhtiöt Oy,01.06.2015,
2301696-1,1045626,CafeBar Apero,Kalevankatu 46,180,HELSINKI,Helsinki,Maraduo Oy,01.11.2013,
3530551-7,30887820,Aperitivo by Alfons ,Vuorimiehenkatu 18,150,HELSINKI,Helsinki,Ravintola VMK18 Oy,02.06.2025,
3397992-1,30885406,Ravintola Paja 1873,Vesaisenkatu 1,95400,TORNIO,Tornio,Kivirannan grilli Oy,01.08.2024,
1055587-8,30884274,Urheilupuiston katsomo,Urheilukatu 19,5800,HYVINKÄÄ,Hyvinkää,Hyvinkään Palloseura r.y.,19.04.2024,
3520583-1,30889025,La Galleria,Unioninkatu 30,100,HELSINKI,Helsinki,Ristorante Bravo Oy,30.11.2025,
1277813-5,1074732,Vanha Teekoo,Siikasavontie 1 B,92400,RUUKKI,Siikajoki,Ruukin Kiinteistöhuolto,04.07.2022,
0201177-4,30885477,Karaoke Nightclub Swengi,Isorobertinkatu 10,120,HELSINKI,Helsinki,Formia-Future Oy,02.09.2024,
2626220-1,30048404,Casa Italia,Bulevardi 11,120,HELSINKI,Helsinki,Royal Food Oy,24.05.2018,
0947779-6,30889338,Ravintola Vesilinna,Ilmalankuja 2 L,240,HELSINKI,Helsinki,Alces Oy,09.01.2026,08.01.2027
0567671-2,1033138,Sokos Hotel Lakeus,Torikatu 2,60100,SEINÄJOKI,Seinäjoki,Etelä-Pohjanmaan Osuuskauppa,16.02.1990,
0207781-0,1771351,Luikon Baari,Huovilanpolku 1,73670,LUIKONLAHTI,Kaavi,Huoltokorjaamo Saariot avoin yhtiö,01.03.2018,
1567832-4,1043508,Kahvila-Ravintola Granni,Kolarintie 9 A,95700,PELLO,Pello,Polar Dreams Oy,01.01.2000,
2851137-1,1073302,Cigale & Fourmi Oy Ab,Appelgrenintie 11,10900,HANKO,Hanko,Cigale & Fourmi Oy Ab,16.03.2022,
1986631-4,1021754,Dinos Bar & Grill,Strandgatan 12,22100,MARIEHAMN,Maarianhamina - Mariehamn,Dino's Ab,01.01.2006,
2343177-8,1035659,Ravintola Kivitasku,Isolammenkatu 2,33710,TAMPERE,Tampere,El Dorado Tanssiravintola Oy,14.08.2013,
0656029-5,1070912,M/S Natalia,Kauppatori,170,HELSINKI,Helsinki,Royal Line Oy,30.04.2000,
3349948-5,30883639,Bar Typo,Lintulahdenkatu 3,530,HELSINKI,Helsinki,Kirjain baari oy,15.01.2024,
3419757-7,30883703,Hotelli Seurahuone,Hämeenkatu 29,11100,RIIHIMÄKI,Riihimäki,Riihimäen Hotelli- ja ravintolapalvelut Oy,01.02.2024,
0910257-2,1062173,Coppa eatery,Aleksanterinkatu 16,15140,LAHTI,Lahti,Osuuskauppa Hämeenmaa,24.09.2018,
3535041-4,30888165,Bomonti Masala,Tinankuja 2,2430,MASALA,Kirkkonummi,Seradamlar Oy,26.06.2025,
2648945-7,30885956,RAVINTOL MONAL,KAIVOKATU 7,13100,HÄMEENLINNA,Hämeenlinna,Chorangi Oy,01.11.2024,
1199397-6,1005040,Sarukan savusauna,Kokonsaarentie 322,57100,SAVONLINNA,Savonlinna,Kokkonen Tuomo Sakari,17.07.1998,
2768075-5,30065319,Kotipizza Töölö,Topeliuksenkatu 21,250,HELSINKI,Helsinki,SAM Ravintolat Oy,26.06.2019,
2334769-9,1035138,Kartano Kievari,Saarijärventie 434,44170,HIETAMA,Äänekoski,Hietaman Kartano Kievari Oy,30.08.2010,
3374044-3,30884166,Hunurijärvi Resort,Hunurintie 149,62300,HÄRMÄ,Kauhava,Le Lac LTD OY,09.04.2024,
2496346-9,1057512,Turun kaupunginteatteri,Itäinen Rantakatu 14,20800,TURKU,Turku,Kulttuuriranta Oy,01.09.2017,
2734201-9,1055632,Ravintola Perho,Mechelininkatu 7,100,HELSINKI,Helsinki,Perho Liiketalousopisto Oy,01.01.2017,
2794026-2,1074501,Restaurant Aurora Holidays,Nuorgamintie 815,99980,UTSJOKI,Utsjoki,Aurora Holidays avoin yhtiö,15.06.2022,
0864235-8,1054062,Osuuskauppa PeeÄssä /Sokos Ravintolamaailma,Haapaniemenkatu 24-26,70110,KUOPIO,Kuopio,Osuuskauppa PeeÄssä,17.03.1966,
0907693-3,1036392,Classic Pizza Ruka,Rukatunturintie 11,93830,RUKATUNTURI,Kuusamo,CPR Finland Oy,12.11.2010,
3370599-8,30882197,Joki-Pub,Kivisillantie 2,27230,LAPPI,Rauma,SRJ-Ravintolat oy,01.08.2023,
3575968-2,30889478,Woods,Vanha Vaasantie 35 A,39160,JULKUJÄRVI,Ylöjärvi,Bar Woods Oy,09.02.2026,
2795768-9,30887036,Mutteri Baari,Pitkäjärvenkatu 11,50130,MIKKELI,Mikkeli,Dom Mikkeli Oy,07.04.2025,
0170784-1,1787838,Nujulan Huvialue,Vuonamo,72600,KEITELE,Keitele,Keiteleen Nuju r.y. ,01.03.2018,
1108595-1,1004167,Viinipuoti,Mustilan puistotie 21,47200,ELIMÄKI,Kouvola,Mustila Viini Oy-Mustila Vin Ab,27.04.1998,
2334826-1,1064047,Makaronitehdas Ainoa,Länsituuli 5,2100,ESPOO,Espoo,Hangon Makaronitehdas Oy,01.09.2019,
2410709-9,1054289,Cantina Fiesta,Keskustie 40,35300,ORIVESI,Orivesi,TEX-MEX FINLAND OY,08.07.2016,
3330598-6,30883022,Kiva Korean Kitchen ,Vantaankoskentie 69,1730,VANTAA,Vantaa,DERW Oy,01.10.2023,
2844538-6,1063474,Atelje Finne,Arkadiankatu 14 C LH 53,100,HELSINKI,Helsinki,Modern Love Oy,03.01.2019,
3212082-4,30882212,Laituri Cafe,Länsikatu 3,80110,JOENSUU,Joensuu,Vesiurheilukeskus Laituri Oy,22.06.2023,
1519801-3,30886705,Spinni Bistro,Niinilahdentie 2,48310,KOTKA,Kotka,Oldbrette Oy,10.03.2025,09.03.2026
3485137-2,30886356,Pizza Prego,Svinhufvudintie 1,570,HELSINKI,Helsinki,Pizza Prego,12.12.2024,
3382603-6,30885619,Saló Winebar,Turuntie 9,24240,SALO,Salo,Matildan Kievari Oy,06.09.2024,
3377285-9,30886378,Crepes&People Oy,itäkatu 1,930,HELSINKI,Helsinki,Crepes&People OY,18.12.2024,
0869273-4,1012780,Kirjaslammen tanssilava,Hakalantie 6,37600,VALKEAKOSKI,Valkeakoski,Työväen Musiikkitapahtuma ry,28.06.2021,
2758438-4,1055678,Välilasku,Lakeaharjuntie 102,62800,VIMPELI,Vimpeli,Lakis Oy,11.01.2017,
1442039-9,1069476,Suomen Ilmailumuseo,Tietotie 3 ( Karhumäentie 12),1530,VANTAA,Vantaa,Suomen Ilmailumuseosäätiö sr,07.10.2020,
1961560-3,30884503,Helsingin Velodromi,Mäkelänkatu 70,520,HELSINKI,Helsinki,Elsan Poppoo tmi,07.05.2024,
2653353-4,1049198,Hirvihaaran Kartano,Kartanonlenkki 56,4680,HIRVIHAARA,Mäntsälä,Hirvihaaran kartanon palvelut Oy,01.01.2015,
2499180-6,30889047,Pho Viet Khang,Kauppakartanonkatu 3,930,HELSINKI,Helsinki,Hong Lou Oy,12.11.2025,
2446566-2,1069456,After Bar,Porrassalmenkatu 21,50100,MIKKELI,Mikkeli,Alabaari Oy,01.10.2020,
3519999-6,30888236,Tikanmaan pizzeria,Kapponkatu 17,21210,RAISIO,Raisio,NABI ZADA RAVINTOLA,04.07.2025,
3496132-8,30887120,Satama Cafe,kainuuntie 12,88600,SOTKAMO,Sotkamo,Vaaran Pirtti Oy,01.05.2025,
2734934-1,1071747,Kahvila Sirius,Linnankatu 4,20100,TURKU,Turku,Impivaaran Tähdet Oy,08.07.2021,
0907890-4,1051740,TTY Tietotalo (/Sodexo),Korkeakoulunkatu 1,33720,TAMPERE,Tampere,Sodexo Oy,25.09.2015,
3390883-2,30887545,Ravintola Kimene,Sibeliuksenkatu 11,13100,HÄMEENLINNA,Hämeenlinna,Marul Oy,02.06.2025,
1095299-6,1004755,Uudistalon Maaseutumatkailu,Jänneniementie 298,70940,JÄNNEVIRTA,Siilinjärvi,Uudistalon Maaseutumatkailu Oy,16.05.1998,
3522238-3,30887330,Ravintola theatro ,Ristiaallokonkatu 4 G 144,2320,ESPOO,Espoo,Theatro & Co Oy,01.05.2025,
2967524-7,30886277,Indian Best Gold Ravintola,Sammonkatu 26,33540,TAMPERE,Tampere,Indian Best Gold Ravintola,02.12.2024,
0225565-6,30472590,Rönnin Lava,Eräjärventie 946,35220,ERÄJÄRVI,Orivesi,Eräjärven Urheilijat r.y.,12.05.2018,
2294425-6,30034393,Laivaravintola Papa Joe,Itäinen Rantakatu,20100,TURKU,Turku,Minikai Oy,20.04.2020,
2986712-6,1076320,Wanha Tietola,Tuovilanlahdentie 167,71775,TUOVILANLAHTI,Kuopio,Wanha Tietola Oy,05.01.2023,
2199747-9,30069894,Airport Cafe Ivalo,Lentokentäntie 290,99800,IVALO,Inari,Lapland Hotels Lappi Oy,02.12.2020,
1756894-6,1052395,Korkeasaaren ravintolat,Mustikkamaanpolku 12,570,HELSINKI,Helsinki,Marcante Oy,01.01.2016,
2854694-5,30889399,Rioni,Yliopistonkatu 15,20100,TURKU,Turku,Ravintola Rioni Oy,15.04.2026,14.04.2027
2734699-2,30052673,Ravintola Sunkosi,Siilitie 4,800,HELSINKI,Helsinki,Mahalaxmi Oy,23.04.2020,
0891481-9,1172464,Lucky Pub,Erkylänkatu 12,5820,HYVINKÄÄ,Hyvinkää,China-Star Oy,10.03.2004,
2414232-9,1038949,Kiuruveden Keilahalli,Asematie 12,74700,KIURUVESI,Kiuruvesi,Kiuruveden Keilahalli Avoin yhtiö,01.03.2018,
3370499-5,30882814,Bierhaus Berlin,Firdonkatu 2 B,520,HELSINKI,Helsinki,Bierhaus Berlin Oy,01.01.2024,
2682058-4,1050609,St 1 Leppävirta,Leppävirrantie 45,79100,LEPPÄVIRTA,Leppävirta,MT Huoltamo Oy,01.03.2018,
0494362-0,1056073,Gasthaus Koskenniemi,Koskenniemi 66,19600,HARTOLA,Hartola,Gasthaus Koskenniemi Oy,17.02.1999,
0712405-7,1052464,Ravintola-Ristorante Don Angelo,Mannerheimintie 64,260,HELSINKI,Helsinki,Pizzeria Don Angelo Marchese Oy,08.01.2016,
1952494-7,30887243,Little Joe,Laukontori,33200,TAMPERE,Tampere,NoHo Partners Oyj,21.04.2025,
0882501-5,30029209,Laivaravintola Bruno,Haahdenniementie/laiturip. 400,21210,RAISIO,Raisio,Bruno Cruisers Oy,12.05.2020,
1080565-4,30053130,Hook Helsinki,Mannerheimintie 17,250,HELSINKI,Helsinki,Suomen Siipiravintolat Oy,27.03.2018,
3485478-4,30886128,Juhlatuulella Oy (Nuijantalo),Onkkaalantie 102,36600,PÄLKÄNE,Pälkäne,Juhlatuulella Oy,27.11.2024,
2245228-6,30038078,Ravintola Viisi Penniä,Mannerheimintie 55,250,HELSINKI,Helsinki,SHIV Oy,21.03.2018,
2861485-6,30058837,Panimoravintola Brewhouse,Verkatehtaankatu 2,33100,TAMPERE,Tampere,Pyynikin Brewery Restaurants Oy,20.04.2018,
2045287-2,1071769,Pablo's bar,Voimakatu 18,20520,TURKU,Turku,Primace Oy,01.08.2021,
3213339-3,1072279,Lepsämän Grillikioski,Numminiituntie 2,1800,KLAUKKALA,Nurmijärvi,Lepsämän Grillikioski Oy ,15.09.2021,
0953837-6,1044032,Ruokaravintola Amanda,Pirnankatu 4 Forum,78200,VARKAUS,Varkaus,Helikat Oy,16.02.1987,
2855503-2,30889213,Sataman saunaseura,Satamatie 335,37800,AKAA,Akaa,Ametik Oy,01.02.2026,
1654890-0,1006011,Porvoon Paahtimo,Mannerheiminkatu 2,6100,PORVOO,Porvoo,Porvoon Paahtimo Oy,30.04.2001,
3092646-1,1075997,Bar Alakerta /,Hissitie 3,99130,SIRKKA,Kittilä,Alakerta Oy,30.11.2022,
2744502-6,1053871,Finlandia Caviar,Eteläesplanadi 2,130,HELSINKI,Helsinki,Finlandia Caviar Oy,18.06.2017,
3136493-1,30888718,Riihimäen Upseerikerho,Viestikatu 40,11310,RIIHIMÄKI,Riihimäki,Mamahanna Oy,16.09.2025,
3238885-5,1074210,M/S Airisto,"Itäinen Rantakatu, Charter-lai",20810,TURKU,Turku,Captain Iceland & Lonely Riders Oy,01.06.2022,
2776284-9,1054853,Pizza Express,Laivalahdenportti 6,810,HELSINKI,Helsinki,Melisaram Oy,01.03.2018,
3213464-4,1076409,Hanami Sushi Kirkkonummi,Kirkkotallintie 2 A 2,2400,KIRKKONUMMI,Kirkkonummi,Hanami Oy,26.01.2023,
2934142-3,30075008,Hotelli Lähde,Ainonkatu 17,53100,LAPPEENRANTA,Lappeenranta,Bellurum Oy,06.07.2022,
1750804-6,1023175,Ravintolalaiva Gaia,Satamakatu 8,40100,JYVÄSKYLÄ,Jyväskylä,Rhea Ship Lines Oy,24.03.2008,
2697743-4,1060624,Ravintola Vino,Raatihuoneenkatu 14,50100,MIKKELI,Mikkeli,Serviini Oy,09.05.2018,
2493317-1,30042604,Ravintola Wolkoff,Ainonkatu 5 / Kauppakatu 26,53100,LAPPEENRANTA,Lappeenranta,Wolkoffin Talon Ravintolat Oy,01.06.2020,
3434574-4,30885079,Ravintola Oppa Korean BBQ Tampere,Puutarhakatu 10,33210,TAMPERE,Tampere,Tre BBQ Oy,21.06.2024,
0184906-5,1871889,Grilli-Cafe Farestiina,Luovontie 2274,90480,HAILUOTO,Hailuoto,Huikun Grillikioski ja -kahvio Jouko Ervasti Ky,01.03.2018,
0873697-9,30882955,3530 Local Cafe Raitti,Tiedekatu 2,60320,SEINÄJOKI,Seinäjoki,Compass Group Finland Oy,25.09.2023,
3336329-7,1077018,BISTRO11,Kauppakatu 11,40100,JYVÄSKYLÄ,Jyväskylä,ENKURKELA OY,13.04.2023,
2539679-3,1073838,Stranden Bar & Kitchen,Satamakatu 2,10900,HANKO,Hanko,Oy Caramel Catering Ab,09.04.2022,
3206906-1,1071177,Ravintola Hirvikartano,Heinäseläntie 381,42100,JÄMSÄ,Jämsä,Paip Oy,01.06.2021,
2811063-1,30889369,"Kupittaan palloiluhalli, Turku", Lemminkäisenkatu 32a,20520,TURKU,Turku,Rivents Oy,31.01.2026,01.02.2026
1626985-6,1060844,Pub Pressapari,Wallininkatu 10,530,HELSINKI,Helsinki,Pub Pressapari Oy,21.11.2000,
2682614-2,30886779,Ravintola Malacca,kantelettarentie 1,420,HELSINKI,Helsinki,Da Fu Hao Oy,04.03.2025,
0146765-7,1028497,M/S Tammerkoski,Laukontori 10 A 3,33200,TAMPERE,Tampere,Suomen Hopealinja Oy,05.05.2008,
2627679-3,1049768,Lepaan Viinitilan ravintola,Viinitilantie 10,14610,LEPAA,Hattula,Hämeen ammatti-instituutti Oy,19.02.2015,
3337619-4,30881772,Kasino,Ainonkatu 10,53100,LAPPEENRANTA,Lappeenranta,Dibat Oy,15.06.2023,
2372155-6,30886487,Fazer Cafe Vallila,Aleksis Kiven katu 7,500,HELSINKI,Helsinki,Fazer Ravintolat Oy,24.03.2025,
2412407-5,1039930,Ravintola Pikku Pietari,Asematie 14,55300,RAUHA,Lappeenranta,Zimacom Oy,31.10.2011,
0144879-8,30885389,M/S Viggen,skärgårdstrafik,22100,MARIEHAMN,Maarianhamina - Mariehamn,Ålands Skärgårdsrederi Ab,15.07.2024,
2553092-1,1061479,Lakeistenranta Camping,Pitkälahdentie 215,52100,ANTTOLA,Mikkeli,Tmi Tarja Bhuiyan,20.06.2018,
2615187-8,1047168,Pub Keidas,Vähäraumantie 57,28600,PORI,Pori,Bar57 Oy,28.05.2014,
2223517-7,30884075,Sandis Cafe,Sandnässuddinintie 372,10600,TAMMISAARI,Raasepori,SUOMEN SAAMAMIEHET OY,15.04.2024,
0208201-1,1066729,"Gradia Jyväskylä, Ravintola Priimus",Taulumäentie 45,40200,JYVÄSKYLÄ,Jyväskylä,Jyväskylän koulutuskuntayhtymä Gradia,16.01.1980,
0873697-9,1026676,3014 Eduskuntaravintola ,Mannerheimintie 30,102,EDUSKUNTA,Helsinki,Compass Group Finland Oy,04.09.2017,
2737851-3,1055994,Pizzeria Casa,Närpesvägen 34,64200,NÄRPIÖ,Närpiö,Ronnie Sigg Ab,01.03.2018,
3166334-1,1069826,Shoku,Venuksentie 4 LH 4,1480,VANTAA,Vantaa,JD Concepts Oy,08.12.2020,
2467512-5,1057714,Pancho Villa Vaasa,Vaasanpuistikko 17,65100,VAASA,Vaasa,Vest-Ravintolat Oy,10.07.2017,
3159416-3,30889141,Hippu,Uomatie 4,1640,VANTAA,Vantaa,Amrin Oy,01.12.2025,30.11.2026
0512673-7,1007533,Tee- ja Kahvihuone Helmi,Välikatu 7,6100,PORVOO,Porvoo,Tee- ja Kahvihuone Helmi Oy,21.07.1999,
0948663-3,1064352,Huvila Härkä,Hirveläntie 2,31400,SOMERO,Somero,Ottimista Oy,01.05.2019,
1808902-3,1046853,Ravintola Mualiman Napa,Kuopion tori,70100,KUOPIO,Kuopio,Kapital Kukkula Oy,02.04.2014,
3530743-2,30888501,Daiwo Sushi Tampere,Hämeenkatu 7,33100,TAMPERE,Tampere,Shuo Feng Oy,01.09.2025,
3296286-1,1075587,Mister X,Keinulaudankuja 4 lh 4,940,HELSINKI,Helsinki,SSM Kontula Avoin Yhtiö,25.10.2022,
0838283-2,1037071,Ravintola Vonkaus,Ravintie 1,28130,PORI,Pori,Porin Ravit Oy,09.02.2011,
2541664-3,1073901,Marinella Pizzeria,Virastotie 5,40950,MUURAME,Muurame,Double One Oy,02.05.2022,
3433476-2,30886854,Säynäniemen Leirintäalue,Säynäniementie 100 ,35100,ORIVESI AS,Orivesi,Bonus Works Oy,17.04.2025,
1834868-9,1063481,Ristorante Invar,Naaranpajuntie 3,3100,NUMMELA,Vihti,Suur-Seudun Osuuskauppa SSO,15.02.2019,
2372155-6,1070038,Fazer Cafe Kaisaniemi,Kaisaniemenkatu 6,100,HELSINKI,Helsinki,Fazer Ravintolat Oy,15.02.2021,
1571733-8,1014911,Loma-Vietonen,Kuusirannantie 59,95675,MELTOSJÄRVI,Ylitornio,Loma-Vietonen Oy,21.12.2002,
3207716-8,30883228,Kokkolan Jäähalli,Kaarlelankatu 57,67100,KOKKOLA,Kokkola,Kokkolan Hermes Oy,30.10.2023,
2503506-6,1043259,Ravintola Gurkha,Hiihtäjäntie 1,810,HELSINKI,Helsinki,Chautari Oy,14.02.2013,
0963393-9,1776795,Ravintola Rentukka,Oikotie 5,58500,PUNKAHARJU,Savonlinna,Palveluasema Lötjöset Oy,01.06.2001,
0138287-2,1273625,Huvilintu,Linnuksentie,21200,RAISIO,Raisio,Raision Kuula ry ,01.03.2018,
3261400-7,30883925,Aalto2 Cafe,Alvar Aallon katu 7,40600,JYVÄSKYLÄ,Jyväskylä,Aalto2-museokeskus Oy,08.03.2024,
1121615-7,1012238,King Garden,Puistokatu 15,38200,SASTAMALA,Sastamala,King garden,01.03.2018,
3433153-7,30885529,Mala Master Itis,Itäkatu 1-7,930,HELSINKI,Helsinki,WangWangteam Oy,06.08.2024,
2749510-3,1053133,Ravintola Fenix,Suksisepäntie 8,50160,MIKKELI,Mikkeli,Örnek Oy,01.04.2016,
2570086-3,1072929,Oulun Golfhalli,Sälpäkuja 9,90620,OULU,Oulu,May4 Oy,15.12.2021,
0691497-0,1056727,Robert's coffee Jugend,Pohjoisesplanadi 19,100,HELSINKI,Helsinki,Oy Skinnvest Ab,01.05.2017,
2946800-2,30883173,Daddy's Bar & Pizza,bertha paulingin katu 2a LH2,990,HELSINKI,Helsinki,JK nine Oy,19.10.2023,
2557656-7,1060754,Maku Brewing,Sarvivälkkeentie 12,4300,TUUSULA,Tuusula,Jussi Olut Oy,09.05.2018,
2971013-7,1063814,Bistro Goutu,Koulukatu 4 B,45100,KOUVOLA,Kouvola,Riimi Ravintolat Oy,06.03.2019,
3330534-5,30884309,Ravintola Broadway Oy,Piispanristintie 1,20760,PIISPANRISTI,Kaarina,Ravintola Broadway Oy,12.06.2025,
3421859-3,30884395,Adalar,Kirkkotie 1,90830,HAUKIPUDAS,Oulu,Adalar Ky,29.04.2024,
0971482-7,1009562,Rovaniemen Paras Pizza,Pulkamontie 6,96900,SAARENKYLÄ,Rovaniemi,Rovaniemen Paras Pizza Oy ,01.03.2018,
1368826-2,1006041,Gårdskulla Café,Gårdskulla 89,2570,SIUNTIO KK,Siuntio,Gårdskulla,10.06.1998,
2521910-5,1053515,Nestors' BackPocket,Österretaisvägen 45,21710,KORPPOO,Parainen,Firma William Hellgren,01.06.2016,
3246320-2,1073045,Cielo,Kauppakatu 19,40100,JYVÄSKYLÄ,Jyväskylä,Padre & Sorelle Oy,28.12.2021,
3317983-6,30887728,Junnelius Club,Rantapromenadi 59,20100,TURKU,Turku,VILLA JUNN OY,28.05.2025,
1150491-7,1083453,Tei-Tupa,Teikankaantie 330,39500,IKAALINEN,Ikaalinen,Tei-Tupa,30.04.2000,
2977610-1,1064122,Save File,Aleksis Kivenkatu 24,33200,TAMPERE,Tampere,Save File Oy,06.04.2019,
2610992-8,1070413,Deliberi Iso Omena,Piispansilta 11,2230,ESPOO,Espoo,Mosse Invest Oy,03.03.2021,
2721971-5,1067086,Limone,Fredikanterassi 1,520,HELSINKI,Helsinki,HMR Group Oy,19.11.2019,
2507488-2,30075397,Kuru Resort Saimaa,Kuruntie 22,58900,RANTASALMI,Rantasalmi,Järvisydän Oy,01.09.2022,
0942308-5,1039719,Santa Fe' express,Kauppiaankatu 2,15160,LAHTI,Lahti,CMB Ravintolat Oy,02.11.2011,
1309352-5,1070434,Sybarit,Näsbyvägen 189,21760,HOUTSKARI,Parainen,Firma Sabina Fagerlund,22.03.2021,
2284075-6,1072210,Uimahallin ja Urheilutalon kahvio,Pohjolankatu 29,53100,LAPPEENRANTA,Lappeenranta,Visalle Oy,03.09.2021,
2727746-4,30883603,Ravintola Ali Baba,Valtatie 3,37800,AKAA,Akaa,Cija Oy,17.01.2024,
1803176-1,30886571,Ravintola Pirunsaari ,Sompasaarenlaituri 24 LT 3,540,HELSINKI,Helsinki,Nsar & Sori Oy,03.02.2025,
3473297-1,30886135,Ravintola Wirralla,Sairaalantie 2-4,45360,VALKEALA,Kouvola,Maxbar oy,29.11.2024,
2820708-9,30883733,Hök-hela österbottens kök,Södra fulmossvägen 1-3,66530,KOIVULAHTI,Mustasaari,Ab Team Norrgård Oy,01.02.2024,
1879458-2,1008963,Espresso Edge,Liisankatu 29,170,HELSINKI,Helsinki,Johanna Ehrnrooth,25.03.2004,
2332771-9,1050333,Top Camping Yyteri,Yyterinsantojentie 1,28840,PORI,Pori,Suomi Camping Oy,03.06.2015,
3327108-5,30887404,Thai Riverside Food Restaurant,Rauhankatu 20,6100,PORVOO,Porvoo,Thai Riverside Food Oy,30.04.2025,
3567528-6,30889267,ismet restaurant pizzeria,luhtajoentie 4,1800,KLAUKKALA,Nurmijärvi,Savun Maku Oy,01.01.2026,
2215922-3,30887983,Kiva Korean Kitchen ,Vantaanportinkatu 7,1510,VANTAA,Vantaa,Qinghai Oy,01.07.2025,
2060274-6,1035918,Kiltasali,Lapinrinne 1 A,180,HELSINKI,Helsinki,Share Tastes & Events Oy,02.09.2010,
3156147-6,30888602,Nöjen Kitchen,Vuorikatu 12-14,10900,HANKO,Hanko,SuMuMe Oy,01.09.2025,
2904219-1,30888162,Paja Kallahti,Harbonkatu 13,980,HELSINKI,Helsinki,Sea Sales Finland Oy,01.07.2025,
1532259-8,1019284,Kahvila-Ravintola Bepop,Yrjönkatu 22,28100,PORI,Pori,Maarit Järvinen Oy,01.06.2005,
3589935-1,30889462,Toto´s Bistro,Sepetlahdentie 1,2230,ESPOO,Espoo,Asian Bistro Group Oy,09.02.2026,
1837957-3,1037819,Korttelikonttori Myllypuro,Kiviparintie 2 ,920,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,27.05.2011,
3180769-1,1071144,GRILL PARTY OY,Munteronkatu 1,53850,LAPPEENRANTA,Lappeenranta,GRILL PARTY OY,14.06.2021,
3478869-2,30888753,Flowers and Wine,Fredrikinkatu 51-53,100,HELSINKI,Helsinki,Flowers and wine Oy,01.10.2025,
3496433-4,30886695,Koivurannan Saunalautta,Kasarmintie 31,90240,OULU,Oulu,KS-Lautta Oy,01.03.2025,
1490943-4,1074916,Fieno,Kiveliöntie 1,99830,SAARISELKÄ,Inari,Ravintola Petronella Oy,01.09.2022,
1996305-0,1043205,Saksalan Pizzeria,Saarnikatu 3,15520,LAHTI,Lahti,Saksalan Ravintola,01.03.2018,
1512462-0,30063751,Janin Lounas & Sport Cafe Pirkkola,Pirkkolan metsätie 6,630,HELSINKI,Helsinki,Fish Corner Hyvönen Oy,01.03.2019,
2270487-7,1035759,Gasthaus Puomila,Kauppilanmäentie 1180,74200,VIEREMÄ,Vieremä,Jaanan Juhlapalvelut KY,21.02.2011,
2963061-2,30065715,Lapin Leisku,Niesintie 3539,97370,UNARIN-LUUSUA,Rovaniemi,Lapin Leisku Oy,12.07.2019,
2348977-7,1045466,Culture Club Still Standing,Torikatu 9,60100,SEINÄJOKI,Seinäjoki,Culture Club Still Standing Oy,06.10.2013,
3109164-6,1067844,Asemapäällikkö,Askonkatu 3 A,15100,LAHTI,Lahti,Syvälahti & Ylä-Jääski Oy,24.03.2020,
1952896-4,1020308,Hotelli Kirikeskus,Kirintövaarantie 30,97900,POSIO,Posio,Kirikeskus Oy,29.07.2005,
2667471-6,30888820,Melbourne Rose,Puistokatu 3-5,40100,JYVÄSKYLÄ,Jyväskylä,Melbourne Rose Oy,20.10.2025,
1625527-8,1472931,Pizzeria-Kebab Dalaman,Salonaukio 7,15170,LAHTI,Lahti,Bogaletin Oy,01.03.2018,
2220007-0,30888744,"Galaxie Center, Rauma",Valtakatu 5,26100,RAUMA,Rauma,Poolmax Oy,01.10.2025,
2611392-7,1075943,Öfvermark lemonad,Vasavägen 1656,64610,YLIMARKKU,Närpiö,Sjomek,01.11.2022,
0166679-5,30884587,Sirkan Leipomo Lounaskahvila,Pihlajavedentie 25,57170,SAVONLINNA,Savonlinna,Sirkan Ravintolat Oy,10.06.2024,
3333002-2,1076982,Kirsikka,Hämeentie 1 A,530,HELSINKI,Helsinki,Nunc est Bibendum Oy,01.04.2023,
3553339-2,30888778,Kellari Private room,Kauppurienkatu 11 C K2,90100,OULU,Oulu,Kellari Private Room Oy,30.09.2025,
2558560-7,1068440,Leipomokahvila Navetta,Katajakalliontie 2,1120,VÄSTERSKOG,Sipoo,LeipomoKahvila N'Avetta Oy,01.06.2020,
