asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
3445586-3,30886177,Lilla Ukrainare,Kauppiaankatu 16 B 39,68600,PIETARSAARI,Pietarsaari,Lilla Ukrainare,28.11.2024,
2958054-7,30885949,Brush & Bubbles,Fredrikinkatu 51,100,HELSINKI,Helsinki,Good Vibes Finland Oy,21.10.2024,
0648717-1,30073252,Viheri Bilis & Bar,Viherlaaksontori 5,2710,ESPOO,Espoo,Kari Miettunen Oy,01.03.2022,
2664379-2,1050588,Metsäpirtin Pitopalvelu,Vanhakainuuntie 6 A,74100,IISALMI,Iisalmi,Ravintolapalvelut Parviainen Avoin yhtiö,01.06.2015,
3242147-5,1072868,Lolo's Seaside Café,Snäckövägen 102,22340,GETA,Geta,Garcia Sahlin Ab,17.11.2021,
2610169-4,30883763,Bistoria Patio,Nallikarinranta 10,90510,OULU,Oulu,ProDine Oy,08.02.2024,
2824562-4,1056954,Pitkämö Canyon Camping,Moljakantie 28,61300,KURIKKA,Kurikka,Pitkämö Canyon Camping Oy,01.03.2018,
1002486-6,1472522,Pyynikin Tenniskentän Ulkorav.,Pyynikin Tenniskentät,33230,TAMPERE,Tampere,Tampereen tenniskoulu Timo Salmi,01.03.2018,
3211752-9,1072693,Pulcinella,Kyttälänkatu 11,33100,TAMPERE,Tampere,Jamalian Oy,08.11.2021,
2832862-2,1066476,Norilla ravintola,Tunturikatu 18,100,HELSINKI,Helsinki,NORILLA OY,16.09.2019,
1094121-8,1172764,Vihdin Kesäteatteri,Kesäteatteri,3400,VIHTI,Vihti,Vihdin Teatteri ry,01.03.2018,
2812538-2,1071623,Cafe Rantapuisto,Rauhankatu 7,44100,ÄÄNEKOSKI,Äänekoski,Kanniskeluravintolat Oy,01.07.2021,
3202256-2,1071136,AeroNamNam/Aeronautica,Kotitie 10,49270,PYHTÄÄ,Pyhtää,Aeronautica Arena Oy,01.06.2021,
1103574-3,1044423,Kilpisjärven Retkeilykeskus,Käsivarrentie 14663,99490,KILPISJÄRVI,Enontekiö,Kilpisjärven Retkeilykeskus Oy,19.08.2003,
2829713-3,1063752,Taco Bell Flamingo,Tasetie 8,1510,VANTAA,Vantaa,Restel Mexican Food Oy,01.03.2019,
0750006-7,30065217,LappeanLohi,Lappeantie 251,95900,KOLARI,Kolari,Kylmämaan Ohjelmat Oy,01.06.2019,
3448705-6,30885171,Curry Masala,Rovakatu 26 L 4,96200,ROVANIEMI,Rovaniemi,Flavour of spice Oy,01.08.2024,
2335507-4,1068083,"Konttiravintola Morton, Pieksämäki",Pieksämäen tori,76100,PIEKSÄMÄKI,Pieksämäki,Emäpitäjän Anniskeluravintolat Oy,17.04.2020,
3339394-7,30884082,Laivaranta Palas,Laivarannantie 41,17500,PADASJOKI,Padasjoki,Lomilla Oy,30.04.2024,
2517346-9,30884773,Makasiiniravintola Smokey,Oravintie 30,58130,ORAVI,Savonlinna,Oravi Lake Center Oy,01.06.2024,
3012913-9,1066139,Myllyn Äijä,Myllyjoentie 2,99130,SIRKKA,Kittilä,Arctic Feasts Oy,30.08.2019,
2871476-9,1059604,Bagarstugan,Ekonomiegatan 2,22100,MARIEHAMN,Maarianhamina - Mariehamn,Bagarstugan Ab,01.11.2021,
2630222-6,1053272,Eckerögolf,Kyrkoby,22270,ECKERÖ,Eckerö,AX Eckerö Golf Ab,01.11.2021,
0809375-8,30885667,The Break,"Lönnrotinkatu 5, 2 krs",87100,KAJAANI,Kajaani,Colourball Oy,17.09.2024,
0932836-0,1065412,Kaarlenholvi,Kauppurienkatu 6,90100,OULU,Oulu,Bon Jumpru Oy,01.09.1972,
1530301-2,1007942,Tirvan tanssilavan lavaravintola,Pasintie 210,46430,TIRVA,Kouvola,Tirvan Pamaus r.y.,01.03.2018,
2372155-6,1073774,Fazer Cafe Bulevardi,Bulevardi 7,120,HELSINKI,Helsinki,Fazer Ravintolat Oy,29.04.2022,
3538678-3,30888592,Anasa,Uudenmaankatu 15 LH,120,HELSINKI,Helsinki,Bougatsa Helsinki Oy,01.09.2025,31.08.2026
2869343-5,30883874,CafeBarKino,Jungonkatu 2,94600,KEMI,Kemi,Kemin Kino Oy,01.05.2024,
2279561-7,30065014,Wästinn & Café,Västerö 1587,66640,MAKSAMAA,Vöyri,Oy Wasa Asian Trading Ltd,14.06.2019,
2274928-2,1075662,Pizzeria Sfizieria Sorrento,Kauppakatu 63,70100,KUOPIO,Kuopio,Elettra Oy,15.11.2022,
3353169-2,30881547,Daniel's Grillbar Oy,Nykäläntie 177,62600,LAPPAJÄRVI,Lappajärvi,Daniel's Grillbar Oy,18.05.2023,
3160360-5,1072247,Wäiski,Hietalahden laituri,150,HELSINKI,Helsinki,VasTal Oy,01.10.2021,
1802072-0,30053737,Ravintola Surffari,Tuomipakkaintie 20,85100,KALAJOKI,Kalajoki,Hiekkadyyni Oy,27.06.2018,
3524341-6,30888627,My style thai kitchen oy,Kesätuulentie 2 ,6100,PORVOO,Porvoo,My Style Thai Kitchen Oy,15.09.2025,
0937145-7,1041996,Teatteriravintola Aitiopaikka,Salorankatu 5-7,24240,SALO,Salo,Posetiivi Oy,01.09.2012,
1754817-9,1027026,Kulttuuritalo Kiva,Horninkatu 21,24100,SALO,Salo,"Räntmestarin Krouvi, avoin yhtiö",01.10.2007,
0965654-0,30047422,Piparkakkutalo,Kirkkorinne 2,13100,HÄMEENLINNA,Hämeenlinna,Piparest Oy,23.07.2020,
1626747-1,1273775,Routakallion Speedwayrata,Syrjämäentie,60200,SEINÄJOKI,Seinäjoki,Seinäjoen Moottorikerho r.y.,01.03.2018,
2366480-3,1037196,Pasilan Urheilutalon kahvila,Radiokatu 22,240,HELSINKI,Helsinki,Nordrest Finland Oy,01.03.2018,
2843737-8,1061874,Hotelli Valo,Pikijärventie 1b,18120,HEINOLA,Heinola,Kiinteistökehitys Valo Oy,15.07.2018,
2751798-2,30053308,Gustavo,Linnankatu 1,20100,TURKU,Turku,Jefes Oy,09.03.2021,
3091879-5,1069457,Arcandia,Kaakkoisrinteentie 2,99130,SIRKKA,Kittilä,Arctic Thrill Oy,01.10.2020,
3355031-6,30881393,Café Kuppis ,Siltakyläntie 175,49220,SILTAKYLÄ,Pyhtää,Pyhtään Kulttuuriravintolat Oy,01.06.2023,
2543603-8,30886007,Bar Parila,Lestintie 53,69440,LESTIJÄRVI,Lestijärvi,Pizzeria Balkan,25.10.2024,
3370237-5,30882524,Cafe Hilla,Motellikuja 4,49220,SILTAKYLÄ,Pyhtää,Cafe HillaMaria Oy,24.07.2023,
3147211-5,1069296,LPR:n Erotic Bar,Valtakatu 54 H 15,53100,LAPPEENRANTA,Lappeenranta,RistoTapani Oy,20.08.2020,
2293413-8,1034350,Tuusulan keilahalli,Sulantie 24,4300,TUUSULA,Tuusula,Tuusulan Keilahalli Oy,01.03.2018,
0775819-9,1072736,Wanha Pankki,Kauppakäytävä 6,53300,LAPPEENRANTA,Lappeenranta,Mobar Oy,11.11.2021,
0907400-6,1787141,Maaveden maa- ja kotital.seura,Peiposjärventie 1641,77430,SIIKAMÄKI,Pieksämäki,Maaveden Maa- ja kotitalousseura ry ,01.03.2018,
3135237-5,1068523,Hailuotolaiva-kahvila,Varjakantie 982,91980,LUMIJOKI,Lumijoki,Varjakan Helmi,01.06.2020,
2731088-5,1054368,Holiday Linnunlahti,Linnunlahdentie 1,80110,JOENSUU,Joensuu,Holiday Linnunlahti Oy,08.07.2016,
3578132-9,30889381,Paikallinen pizzeria Mustavuori,nokiantie 150,33330,TAMPERE,Tampere,Paikallinen Mustavuori Oy,30.01.2026,
3575764-4,30889344,U`Know! House of Wings,Topaasikuja 7,1700,VANTAA,Vantaa,UK Food Company Oy,29.01.2026,
3469684-3,30887090,Tap and Table,Mannerheimintie 3,100,HELSINKI,Helsinki,Samson Investments Oy,21.04.2025,
0137281-8,1043651,"Coffee House, Sokos Pori",Liisankatu 2-4,28100,PORI,Pori,Satakunnan Osuuskauppa,26.08.2013,
3302352-4,30884351,La-Sorila Cafe Bar,Sorilanraitti 17,33680,TAMPERE,Tampere,T-ID Oy,08.06.2024,
0943794-6,1004609,Länsihovi,Pomarkuntie 1,28600,PORI,Pori,Liinaharjan Leipomo ja Konditoria Oy,16.05.1998,
0187112-3,1026609,"PullaPirtti Pattijoki, ravintola",Siikajoentie 1,92140,PATTIJOKI,Raahe,Pulla-Pirtti Oy,01.03.2018,
2007305-5,1021817,Queta,Valtatie 21,90500,OULU,Oulu,Ravintola Queta Oy,10.01.2006,
0201177-4,1072561,Ravintola Yölento,Saaristonkatu 14,90100,OULU,Oulu,Formia-Future Oy,11.11.2021,
3438173-7,30884456,Toros Ravintola,Kauppakatu 3 B,45700,KUUSANKOSKI,Kouvola,Veljet Food Oy,06.05.2024,
3521906-1,30888098,YUMMY KOREAN RAVINTOLA,HÄMEENKATU 10,20500,TURKU,Turku,Yummy Turku Oy,24.06.2025,
3432129-1,30885196,Lapland Hotels Bulevardi,Bulevardi 28,120,HELSINKI,Helsinki,Lapland Hotels City Oy,01.07.2024,
2405422-2,1038133,Ravintola Base,Kalevankatu 3 B,100,HELSINKI,Helsinki,Kalevankadun Base Bar Oy,03.06.2011,
2197414-6,1077134,K-supermarket Kittilä kahvila,Valtatie 27-29,99100,KITTILÄ,Kittilä,Hyttinen & Valkonen avoin yhtiö,06.07.2023,
2290066-7,1055537,Hanko Aasia,Lauttasaarentie 28-30,200,HELSINKI,Helsinki,Sushi World Oy,01.03.2018,
2043282-0,1071167,Nord1-Market Kahvila,Sevettijärventie 12206,99940,NÄÄTÄMÖ,Inari,ETR-Myynti Oy,25.05.2021,
0929227-3,1081329,Neljän Tuulen Tupa,Utsjoentie,99910,KAAMANEN,Inari,Aglen ja Mikan Tupa avoin yhtiö,22.12.1995,
1954512-3,30061539,Wanha Kaivoskylä Mainari Oy,Kaivostie 100,97590,RAAJÄRVI,Kemijärvi,Wanha Kaivoskylä Mainari Oy,07.06.2018,
3288864-9,30886236,Nogo Toko Asian Bistro,Rantatie 5 A,21600,PARAINEN,Parainen,Three Times Forty Oy,01.12.2024,
3256631-6,1074513,Ravintola Wanha Paja,Pajamäentie 14,360,HELSINKI,Helsinki,Rajeswari oy,30.06.2022,
2629669-8,1075022,Pizzeria Via Tribunali,Ankkurikatu 5,160,HELSINKI,Helsinki,Pyöreän Pöydän Pääty Oy,18.08.2022,
2441516-3,30886674,Wanha Satama, Pikku Satamakatu 3-5,160,HELSINKI,Helsinki,RR Holding Oy,01.03.2025,
2786204-9,1062342,Luckiefun's Restaurant REDI,Kyläsaarenkatu 25 LT 2B-U04,580,HELSINKI,Helsinki,RONGDA OY,20.09.2018,
3277644-4,1074579,Poke Amigos Korkeavuorenkatu,Korkeavuorenkatu 4,150,HELSINKI,Helsinki,One Trick Pony Oy,07.06.2022,
2647012-3,1049157,Kaapinlähteen Kievari,Savontie 715,15230,LAHTI,Lahti,Kaapinlähteen Kievari Oy,01.01.2015,
1838702-0,30886873,Karoliinan kestikievari,kuusirinne 11,41770,LEIVONMÄKI,Joutsa,Karoliinan Kahvimylly Oy,14.03.2025,
3253074-3,30885651,Naantali Kebab-Pizzeria,Luostarinkatu 27,21100,NAANTALI,Naantali,Naantali Kebab-Pizzeria Oy,01.09.2024,
0964557-7,1072756,Kouvolan Kaupungintalon Ravintola,Torikatu 10,45100,KOUVOLA,Kouvola,Tokusa Oy,11.11.2021,
2718642-3,30882210,Messukeskus,Messuaukio 1,520,HELSINKI,Helsinki,Urban Expo Oy,29.06.2023,
2692828-8,30066045,"Cafe Kajutan Oy Ab, uusi",Kalkkisatamantie 2,21600,PARAINEN,Parainen,Café Kajutan Oy Ab,10.08.2019,
2390321-0,1037614,Lähipubi Lankila,Takapellontie 10,48400,KOTKA,Kotka,Konkila Ky ,13.06.2011,
0530151-5,30075722,Simpeleen TB-Huolto Hartikainen Oy,Mäkiänkiläntie 2,56800,SIMPELE,Rautjärvi,Simpeleen TB-Huolto Hartikainen Oy,11.10.2022,
2731971-6,1066812,Sapori d`Italia,Iso Kylätie 20,4130,SIPOO,Sipoo,A&G SALSA OY,20.11.2019,
1019857-5,1064963,Salhojankadun Pub,Salhojankatu 29,33500,TAMPERE,Tampere,Salhojankadun Pub Oy,15.09.1971,
3578632-2,30889460,Kouvolan teatteriravintola,Salpausselänkatu 38,45100,KOUVOLA,Kouvola,Kouvolan Teatteripalvelu Oy,17.02.2026,
2255778-2,1031535,Teboil Sulkavantie,Sulkavantie 1,71800,SIILINJÄRVI,Siilinjärvi,Siilin TB-huolto Oy,01.03.2018,
2060261-5,1024283,Rajupaja Areena,Hippoksentie 2,20720,TURKU,Turku,Kupittaan Palvelu Oy,08.11.2006,
2451401-4,30886246,Bar Vilho,Hämeenpuisto 17-19,33210,TAMPERE,Tampere,Ville Piste fi Oy,01.12.2024,
3407892-2,30888546,Rundi,Hämeentie 29,500,HELSINKI,Helsinki,Complianai Oy,21.08.2025,
1727948-2,30885543,Retro Enoteca ,Vuorikatu 16,100,HELSINKI,Helsinki,Pasta Bra Oy,01.09.2024,
3480450-9,30886473,Haritun Kotipizza,Muntionkatu 17,20740,TURKU,Turku,Hapinu Oy,25.01.2025,
0942022-0,1067741,Saariselän Tunturihotelli,Lutontie 3,99830,SAARISELKÄ,Inari,Saariselän Tunturihotellit Oy,15.06.1973,
2757785-4,1058110,Kahvila Erätauko,Erätie 3,730,HELSINKI,Helsinki,EräViikingit ry,01.03.2018,
3271628-1,30883332,Mestarin Krouvi,Virontörmänkatu 9,33310,TAMPERE,Tampere,Broline Adventures Oy,08.01.2024,
0310973-0,1080098,Taidekeskus Taarasti,Taarastintie 6,15560,NASTOLA,Lahti,Nastolan Taideyhdistys ry,20.09.1995,
1060141-6,30881834,Veto Baari,Käyräkankaantie ,92610,VORNA,Siikalatva,Uljuan Tekoaltaan kalastusyhdistys r.y.,16.06.2023,
1086467-0,1043471,Ravintola Kanttari,Asematie 6,41900,PETÄJÄVESI,Petäjävesi,Petäjäveden Murkinakulma Oy,24.04.2013,
2458663-2,1041426,Taivaanvalkeat,Köngäs,99140,KÖNGÄS,Kittilä,Hullu Poro Oy,06.06.2012,
0201177-4,1067444,Pataässä Jyväskylä,Väinönkatu 26,40100,JYVÄSKYLÄ,Jyväskylä,Formia-Future Oy,13.02.2020,
1462120-3,1007860,Ravintola Satama,Satamatie 2,52200,PUUMALA,Puumala,Sky-Bar Ravintolat Oy,24.06.1999,
1860760-1,30006927,Gastropub Soho,Otavalankatu 10,33100,TAMPERE,Tampere,Winresta Oy,01.04.2020,
2932081-7,1062697,Kotipizza Redi,Hermannin rantatie 5 LT K1-146,580,HELSINKI,Helsinki,Mahin Ravintolat Oy,01.10.2018,
1637925-4,1063893,Kurvitar,Hämeentie 58-60 D 56,500,HELSINKI,Helsinki,JW Outdoor Oy,05.03.2019,
3300409-1,1076322,Trillby & Chadwick,Katariinankatu 1,170,HELSINKI,Helsinki,Trillby & Chadwick Oy,01.02.2023,
2376754-6,30888614,Agco Power Arena,Kankaantaankatu 6,37100,NOKIA,Nokia,Nokian Kristityt Palloilijat ry,29.08.2025,31.05.2026
3412847-5,30888343,Osaka Teppanyaki Hansakortteli,Yliopistonkatu 22,20100,TURKU,Turku,Fangfang Oy,18.07.2025,
2215253-1,30889159,Kahvila Kantti,Museokatu 1,70100,KUOPIO,Kuopio,PP Kahvilat Oy,01.12.2025,
1883340-6,1076404,U.Kaleva Baari,Kalevankatu 3 A,100,HELSINKI,Helsinki,VOG Oy,27.02.2023,
3206630-3,30883024,PHAD THAI ,Urheilukatu 36,250,HELSINKI,Helsinki,Baan Sabai Oy,01.10.2023,
0108432-2,1071713,Ravintola Yöhuikka,Asemakatu 20,90100,OULU,Oulu,GF Finance Oy,24.06.2021,
0906333-1,1061345,Ravintola Fero,Valimotie 9-11,380,HELSINKI,Helsinki,ISS Palvelut Oy,28.05.2018,
2632127-5,30886247,Ravintola Roze,Wärtsilänkatu 52,4410,JÄRVENPÄÄ,Järvenpää,ADSOJ OY,01.01.2025,
3071284-2,1071388,Ravintola Tiilitehdas,Nukarintie 3,5400,JOKELA,Tuusula,Jokelan elävän alakulttuurin kehitysyksikkö ry,15.06.2021,
3368314-3,30882847,Helsingin Jäähalli,Nordenskiöldinkatu 11-13,250,HELSINKI,Helsinki,Red Events Restaurants Oy,01.09.2023,
3490090-4,30888890,Bembölen Kahvitupa-Bemböle Kaffestuga,Bellinmäki 1,2740,ESPOO,Espoo,Oy Bembölen Kahvitupa- Bemböle Kaffestuga Ab,20.10.2025,
3364752-1,30886980,Hangö Tågstation,Asematori 1,10900,HANKO,Hanko,BullHuldas Bageristuga,26.03.2025,
3213064-3,1072086,Ravintola Riihi,Tuomikuruntie 136,99130,SIRKKA,Kittilä,Star Land Oy,18.08.2021,
1055839-0,30883836,Delicatessen Keimola Golf,Kirkantie 32,1750,VANTAA,Vantaa,Oy Shaba Ab,01.04.2024,
1721532-3,1013338,Hahkialan Kartano,Hahkialantie 30,14700,HAUHO,Hämeenlinna,Karl Johan Fazer tmi,12.11.2001,
2991962-7,1073974,Padel or Die Battleground,Jalostajankuja 2,60100,SEINÄJOKI,Seinäjoki,Padel or Die! Oy,06.05.2022,
2904130-8,30060289,Maj.- ja Rav.liike Sininen Hetki,Satamakatu 37,64260,KASKINEN,Kaskinen,Majoitus- ja Ravitsemusliike Sininen Hetki Oy,18.04.2018,
2416768-1,1073354,Pilvi ja Järvi,Sepänkatu 8,23500,UUSIKAUPUNKI,Uusikaupunki,Yu Liang Oy,01.03.2022,
1837957-3,1052213,Ale Pub Hyvinkää,Uudenmaankatu 4-6,5800,HYVINKÄÄ,Hyvinkää,HOK-Elanto Liiketoiminta Oy,01.01.2004,
2653762-3,1056239,YLE Ravintola Huoltamo,Radiokatu 5,240,HELSINKI,Helsinki,Palmia Oy,30.03.2017,
2770599-1,1054603,Wanha WPK,Koskitie 1,32700,HUITTINEN,Huittinen,Rajaniemi Ravintolat Oy,08.08.2016,
0451234-5,1272647,Huoltoasema ja kahvio Ketola Oy,Krossinkatu 1,20780,KAARINA,Kaarina,Ketola Oy Kaarina,01.03.2018,
2993440-5,30067587,Carlos ravintola,Karhuvuorenkatu 1,53500,LAPPEENRANTA,Lappeenranta,Don Carlos Ky,08.04.2020,
2689903-4,1052958,Ravintola Iso Prässi,Kauppakatu 23,62100,LAPUA,Lapua,Ember Tamás ,01.03.2018,
1462120-3,30886337,Naked Taco Tripla,"Firdonkatu 2 B, Mall of Tripla 4.krs. Liiketila 4034",520,HELSINKI,Helsinki,Sky-Bar Ravintolat Oy,01.01.2025,
2735244-4,1052758,Sköne,Kanavaranta 7 D,160,HELSINKI,Helsinki,SKATTAN SKÖNE OY,10.03.2016,
2552475-9,1068240,Gamla Posten,Kolabacksvägen 1,25900,TAALINTEHDAS,Kemiönsaari,Aktiebolag Holmbergs Four C,01.06.2020,
0822757-6,1173065,Jone's Karaoke Bar,Kaisaniemenkatu 13,100,HELSINKI,Helsinki,Service Restaurants Oy Oulu,07.06.2000,
2644785-5,30064400,Matildankartano Kyläleipuri,Bremerintie 4,25660,MATHILDEDAL,Salo,Mathildedalin Kyläleipuri Oy,25.04.2019,
3173042-8,30884375,Jippo kotipeli / KOFF anniskelu,Mehtimäenaukio 2,80110,JOENSUU,Joensuu,Joensuun Edustus jalkapallo Oy,26.04.2024,
2912886-8,1061053,Julma-Ölkky,Julma-Ölkyntie 86,93700,KUUSAMO,Kuusamo,Julma Ölkky Avoin yhtiö,01.06.2018,
3351626-5,30886388,Valtionsali,Kilpisenkatu 8,40100,JYVÄSKYLÄ,Jyväskylä,Jyväskylän Vanha Pappila Oy,23.12.2024,
3174500-5,30883374,Lawin Pub Grilli ,Vinkkiläntie 20,23200,VINKKILÄ,Vehmaa,Lawin pub grilli,17.11.2023,
2827515-3,1057026,Kansankadun MustaKissa Kuppila,Kansankatu 2,96100,ROVANIEMI,Rovaniemi,Majaika Oy,29.06.2017,
2878292-1,1063992,Show Restaurant Lady Pink,Hovrättsesplanaden 20 D,65100,VAASA,Vaasa,SOKOL Rest Ab,28.02.2019,
2625391-1,1060013,CAFE PEQUENO,Vaasankatu 11,500,HELSINKI,Helsinki,Cafe Pequeño Oy,04.04.2018,
2483606-4,1041990,Mesta,Merrankuja 1,47400,KAUSALA,Iitti,Jamiro Oy,01.09.2012,
2238363-9,1033130,Oikaraisen Taukopaikka,Koskenkyläntie 1595,97610,OIKARAINEN,Rovaniemi,A Suomi,03.04.2012,
2328710-4,30882005,Café&Gårdsbutik Paratiisi Kahvila&Tilapuoti,Norrstrandsvägen  1092,21660,NAUVO,Parainen,Annikas Två Små Rum,09.06.2023,
3496737-5,30887043,Areena Cafe,Jaalantie 75,47710,JAALA,Kouvola,Cafe Jaalan Helmi oy,31.05.2025,
2864117-6,1061120,Merikahvila Ihana,Laitakarintie 345,29100,LUVIA,Eurajoki,Soul Sisters Catering Avoin yhtiö,21.06.2018,
2801159-6,1075939,Ravintola Myllytupa,Myllymäentie 83,54100,JOUTSENO,Lappeenranta,Ari Ravintolat Oy,01.12.2022,
3518675-7,30887671,Rajaniemen Pappila,Rajaniementie 35,34800,VIRRAT,Virrat,Rajaniemen Pappila Oy,01.06.2025,
3437088-6,30884676,Ravintola Rara,Korppaanmäentie 11,300,HELSINKI,Helsinki,Shikhar Oy,01.06.2024,
0207390-8,1065625,Opetusravintola Paviljonki,Rajalahdenkatu 4,57200,SAVONLINNA,Savonlinna,Itä-Savon koulutuskuntayhtymä,15.05.1989,
2016772-1,1030114,Pub Fever,Kauppakatu 29,80100,JOENSUU,Joensuu,Joensuun Fever Oy,13.11.2008,
2681092-5,1051258,Hotelli Lepolampi,Kivilammentie 1,2820,ESPOO,Espoo,Lepolampi Oy,01.09.2015,
2647026-2,1065551,Island-K Bar&Kitchen,Linnankatu 9,160,HELSINKI,Helsinki,Urban Swag Oy,01.07.2019,
2312202-7,1046003,Steakhouse Rosenbom,Itsenäisyydenkatu 44,28130,PORI,Pori,Koskiravintolat Oy,17.12.2013,
2781253-5,1064312,Ravintola Kakolanruusu,Graniittilinnankatu 2,20100,TURKU,Turku,Co Kakola Oy,28.04.2019,
1216678-8,30027371,Lomamokkila,Mikonkiventie 209,57310,SAVONLINNA,Savonlinna,LOMAMOKKILA,15.04.2019,
1908696-7,1045777,K-market/Ravintola Kaisan Tupa,Yläneentie 16,27600,HINNERJOKI,Eura,Kaisan Liikenneasema Oy,12.12.2013,
3419334-9,30886886,Club Smile,Lepsämäntie 1,1800,KLAUKKALA,Nurmijärvi,Smile Klaukkala Oy,28.03.2025,
0211675-2,1085278,Museokeskus Vapriikki,Alaverstaanraitti 5,33100,TAMPERE,Tampere,Tampereen kaupunki,25.10.1996,
3421673-1,30888530,Noodle Master Tampere, Aleksanterinkatu 29B,33100,TAMPERE,Tampere,Noodle Master Tampere oy,19.08.2025,18.08.2026
3098049-2,1076561,The Saigonese Home,Lapinlahdenkatu 21,180,HELSINKI,Helsinki,QUANG MINH,08.02.2023,
2338815-9,1060773,Lill-Breds Bärgård och Café,Ingå Kustväg 1620,10210,INKOO,Inkoo,Fma Gustav Hildén,01.06.2018,
2732728-1,1052720,Ristiinan Satamanvalot,Brahentie 16,52300,RISTIINA,Mikkeli,Ravintola Laiturinlamppu Oy,10.02.2016,
2280122-0,30055287,Nokkalan majakka,Nokkalanniemi 2,2230,ESPOO,Espoo,KF Restaurants Oy,01.05.2018,
3580860-8,30889321,Pub Vapari,Merisotilaantori 1,160,HELSINKI,Helsinki,Riad enterprise,01.01.2026,
1887181-6,1043879,Lampila Golf Oy,Palojärvenkuja 16,45910,VOIKKAA,Kouvola,Lampila Golf Oy,01.03.2018,
2560899-5,1069496,Frisee,Kauppakatu 1,43100,SAARIJÄRVI,Saarijärvi,Frisee Catering Oy,01.10.2020,
2467766-5,30073781,Lammenranta Kitchen & Bar,Käyrälammentie 20,45200,KOUVOLA,Kouvola,Kymen Seudun Osuuskauppa,19.05.2022,
0179875-5,1273796,Föreningshuset Majbo,Dagsmark,64320,DAGSMARK,Kristiinankaupunki,Dagsmark Ungdomsförening rf,01.03.2018,
2707535-2,30889123,Kotaravintola Metsänhenki,Kivesvaarantie 40,88350,KIVESJÄRVI,Paltamo,Jättiläisenmaa Oy,15.12.2025,
2627387-5,1049132,Ski Bistro,Bistrotie 1,93830,RUKATUNTURI,Kuusamo,Tunturimax Oy,17.12.2014,
1095079-8,1006270,Ravintola Joulupukki,Luolakuja 1,96910,ROVANIEMI,Rovaniemi,Santapark Oy,22.06.2000,
2259509-2,1033339,On the Rocks,Mikonkatu 15,100,HELSINKI,Helsinki,"On The Rocks, Helsinki Oy",03.11.2009,
1636311-3,1060878,Mikkelin satamakahvila,Laiturikatu 3,50100,MIKKELI,Mikkeli,Paavo Koistinen Oy,27.04.2018,
2446566-2,1063227,Bar Ylä,Juvantie 16,51900,JUVA,Juva,Alabaari Oy,03.01.2019,
3354406-3,30881153,Sky Billiards Oy,Virtaintie 35,34800,VIRRAT,Virrat,Sky Billiards Oy,17.05.2023,
3518013-6,30887560,Neste Kaustinen,Teerijärventie 1,69600,KAUSTINEN,Kaustinen,Kaustisen Kulmakamari Oy,26.05.2025,
1626838-6,1035718,Ylläksen Pihvikeisari,Iso-Ylläksentie 1,95980,YLLÄSJÄRVI,Kolari,Lapin Sara Oy,17.11.2000,
3109823-1,1067969,Ravintola Butterfly,Kauppakatu 21,74100,IISALMI,Iisalmi,Paluoja OY,23.03.2020,
3010294-8,1066864,Cask Room,"Rautatienkatu 14, liiketila 4",33100,TAMPERE,Tampere,Mallas Paroni Oy,01.12.2019,
3338046-8,1076580,MS Helena / Pirkkalines,Lepänkorvan puisto /Kanavanran,37600,VALKEAKOSKI,Valkeakoski,GCTours Oy,25.04.2023,
1913904-5,1070744,Annukan Grilli,Utsjoentie 3,99980,UTSJOKI,Utsjoki,Annukan Grilli,01.06.2021,
1583831-6,30065233,Kotipizza Huutoniemi,Kuninkaantie 72-74,65320,VAASA,Vaasa,Raimo Raitila Oy,23.07.2019,
1519801-3,1073466,Ravintola Canttiini,Kaivokatu 15,48100,KOTKA,Kotka,Oldbrette Oy,01.11.2000,
2583515-1,1047561,Ravintola Amigo No1,Riihipellonkuja 3,390,HELSINKI,Helsinki,Jenni & Monica Oy,01.07.2014,
0931537-5,1062677,Haikaranpesä,Hauenkallio 3,2170,ESPOO,Espoo,Enres Oy,10.06.1969,
1506979-9,1008479,"Cafe Bryggan, Byacentret",Öjavägen 454,68550,ÖJA,Kokkola,Andelslaget Långö Mat- och kalasservice,17.06.2005,
0658353-4,1054437,Wanha Mestari Möysä,Viipurintie 1,15150,LAHTI,Lahti,Restel Ravintolat Oy,09.10.1965,
2349191-4,30037671,Kisakallion ravintola Sport,Kaarina Karin tie 4,8360,LOHJA,Lohja,Kisakallion Syke Oy,06.04.2021,
0873407-6,1086134,Ravintola Henri,Huokotie 2,28800,PORI,Pori,Pihlavan Baari Avoin Yhtiö ,29.08.1997,
3558227-4,30889008,Viihteen Tähden B52,Ostolantie 4,63700,ÄHTÄRI,Ähtäri,Viihteen Tähden ry,12.11.2025,
2785650-3,30069479,Maxin Kala,Lasihytti 2,2780,ESPOO,Espoo,Maxin Kala Oy,16.04.2021,
3281910-9,1074165,Pub Artturi,Mannilantie 37 B,4400,JÄRVENPÄÄ,Järvenpää,Artturi Pub Oy,12.05.2022,
2075219-7,1025594,Davisto,Kuunkehrä 2,2210,ESPOO,Espoo,DAVISTO OY,01.10.2009,
1629724-0,1074719,Peurakaltio,Aakenuksentie 388,95970,ÄKÄSLOMPOLO,Kolari,SAARIKKO INVEST OY,01.08.2022,
