asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
0169902-8,1778125,Lemmenlava,Lemmenpolku,82200,HAMMASLAHTI,Joensuu,Pyhäselän Urheilijat ry,01.03.2018,
1938118-1,1074848,Shot Bar,Yliopistonkatu 8,100,HELSINKI,Helsinki,Minosol Oy,01.07.2022,
3444071-7,30884811,Lissun Bar Oulainen,Oulaistenkatu 40,86300,OULAINEN,Oulainen,Lissun BAR Oy,03.06.2024,
3504324-6,30886626,Café Helle,Gumbölentie 20,2770,ESPOO,Espoo,Helle Foods Oy,01.03.2025,
3111629-2,1068113,Gastropub Mylly,Vuorikatu 35,15100,LAHTI,Lahti,Titavuu Oy,27.04.2020,
2403900-6,30038149,Lossiranta,Kokkilantie 879,25230,ANGELNIEMI,Salo,Angelniemen Kantti Oy,23.04.2018,
2776853-8,1057572,Cafe Tarina,Laajalahdentie 20,330,HELSINKI,Helsinki,RTE-Kahvilat Oy,01.03.2018,
2464002-9,30040782,Liberty or Death,Erottajankatu 5,130,HELSINKI,Helsinki,Boutique Bars Oy,17.03.2022,
3160103-6,1069693,Luckiefun's Sushibuffet Koskikeskus,Hatanpään valtatie 1,33100,TAMPERE,Tampere,Han Sushi Oy,29.10.2020,
0811107-1,1028198,Auran Keidas,Puistotie 1,21380,AURA,Aura,Auran Keidas Oy,01.03.2018,
2877934-3,1071291,Narkauksen Seurantalo,Seuranmutka 3,97675,NARKAUS,Rovaniemi,Osuuskunta Lapin Naava,01.06.2021,
2978693-2,30881808,Neste Muurala,Nimismiehenpelto 1,2770,ESPOO,Espoo,Jakran Oy,01.06.2023,
3160538-7,1069623,Pikku Makalu,Vapaudenkatu 22,15140,LAHTI,Lahti,Muku Oy,01.11.2020,
0901938-1,1014678,Jazz Bar Jyväskylä,Puistokatu 2-4,40100,JYVÄSKYLÄ,Jyväskylä,Oy Jazz Bar Jyväskylä,15.09.2002,
3509805-2,30886853,Ravintola Airi,Valaanpyytäjänkatu 10-12,20900,TURKU,Turku,Kiisseliravintolat Oy,01.04.2025,
3434313-2,30884630,Kahvila-Ravintola Pioni,Tampereentie 4,31760,URJALA,Urjala,Tmi Hanna M Mäkelä,20.05.2024,
2909507-4,30881869,Viihdekeskus Hojo Hojo,Mustolantie 9,71200,TUUSNIEMI,Tuusniemi,Hojo Hojo Camping Oy,09.06.2023,
3202504-2,30882866,Jet Set Bar / Motonet Areena,Kisapolku 1,80110,JOENSUU,Joensuu,Jet Set Bar Joensuu Oy,04.09.2023,
3560509-3,30889256,Raanupirtti / Ravintola Raanu,Kuusamontie 1608,97610,OIKARAINEN,Rovaniemi,Raanupirtti Oy,30.12.2025,
3181343-4,30889317,Passoo - Boutique hotel & sauna,Tahkolahdentie 16,73310,TAHKOVUORI,Kuopio,Chindicom Oy,05.01.2026,
3418144-4,30886204,Korvalan Kestikievari,Sodankyläntie 5901,97540,TIAINEN,Rovaniemi,MaMa Delight Oy,01.12.2024,
1837957-3,1044921,Kaaren ravintolamaailma,Kantelettarentie 1,420,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,15.10.2021,
1607014-2,1034834,Päkki Pub,Purolantie 374,49240,PUROLA,Pyhtää,Tmi Jane Martina,17.05.2010,
2792827-1,1055469,Ravintola Tirol,Tahkon Huoltotie 62,73310,TAHKOVUORI,Kuopio,Tahko Tirol Oy,07.12.2016,
2186080-0,30056507,Anniskelukahvila Tiirikkala ja Ravintola Panini,Linnankatu 3,20100,TURKU,Turku,Voiveljet Oy,22.02.2021,
2484296-6,1060134,Zen Sushi,Snellmaninkatu 16 lh 4,170,HELSINKI,Helsinki,Eenen,06.04.2018,
2814700-4,30883983,Kulttuuriskeskus Maanalainen,Itsenäisyydenkatu 2,33100,TAMPERE,Tampere,Kulttuuriosuuskunta TRELMU,28.03.2024,
2332945-8,30889232,Flipper Haus Nokia ,Rounionkatu 95 halli 9 ,37150,NOKIA,Nokia,Motorshop Nokia Oy,15.12.2025,
0982410-2,1172935,Café Mellsten,Mellstenintie 6,2170,ESPOO,Espoo,Café Mellsten Oy,28.02.2012,
2209493-3,1030663,SUISTO KLUBI,Verkatehtaankuja 5,13200,HÄMEENLINNA,Hämeenlinna,SUISTO OY,31.12.2008,
3384187-7,30889061,Street Canteen,Mannerheimintie 3,100,HELSINKI,Helsinki,qiqi Oy,16.11.2025,
2750713-5,1064399,Kappelin Grilli,Kaustintie 4,69600,KAUSTINEN,Kaustinen,Kappelin Grilli Oy,24.05.2019,
3391795-8,30883154,Yökerho Obotta oy,Karjalankatu 4,75500,NURMES,Nurmes,Yökerho Obotta Oy,03.11.2023,
0873697-9,1069501,3107 Ravintola Innopoli 4,Tekniikantie 21,2150,ESPOO,Espoo,Compass Group Finland Oy,26.09.2020,
1771143-1,30042319,Punavuoren Ahven,Punavuorenkatu 12,150,HELSINKI,Helsinki,Momentin Restaurants Oy,22.03.2018,
3474019-7,30887537,Pizzapaja,Eräpolku 16,45130,KOUVOLA,Kouvola,Pizzatakomo Oy,30.05.2025,
1438345-2,1026977,Valtatie 2,Liikuntatie 4,29200,HARJAVALTA,Harjavalta,MML-Invest Oy,25.09.2007,
3238982-3,30884173,Ruka Safaris / Kontioluola,Onkerniementie 12,93830,RUKATUNTURI,Kuusamo,Ruka Experiences Oy,01.05.2024,
2921107-1,1061864,Kallio-Kuninkala,Ristinummentie 6,4400,JÄRVENPÄÄ,Järvenpää,Salmi Catering Oy,01.08.2018,
3179132-7,1070442,Ravintola Mr.DON,Runeberginkatu 28,100,HELSINKI,Helsinki,Ravintola Mr.DON Oy,01.07.2021,
2476472-6,30883129,Humalistonkatu 5,Humalistonkatu 5,20100,TURKU,Turku,AlirezaMc,11.10.2023,
0864235-8,1016325,Break Sokos Hotel Tahko,Tahkonrinteenkatu 7,73310,TAHKOVUORI,Kuopio,Osuuskauppa PeeÄssä,02.01.2004,
3218664-7,1075508,Spa Hotel Runni,Runnintie 407 A,74595,RUNNI,Iisalmi,Kiurujoki Spa Oy,07.10.2022,
2358174-1,30068808,Kitusen Kievari,Sampolantie 7,34800,VIRRAT,Virrat,Jumak Oy,01.07.2020,
0906162-7,1081388,Asema Pub,Asemakatu 7,91900,LIMINKA,Liminka,Limingan Menomesta Asema Pub Avoin Yhtiö,12.01.1996,
3196258-7,30071367,Linnunpönttö,Ruunaantie 168,81750,PANKAKOSKI,Lieksa,Ruunaan MetsäKoti Oy,24.06.2021,
3271494-8,1073701,Venesilta Camping,Portaantie 225,31300,TAMMELA,Tammela,H&C Team Oy,02.04.2022,
0207220-0,30037787,Amarillo,Hallituskatu 5,50100,MIKKELI,Mikkeli,Osuuskauppa Suur-Savo,26.03.2018,
3408679-7,30886518,Roima Rantasavu Oy,Ounastie 401,99400,ENONTEKIÖ,Enontekiö,Roima rantasavu Oy,15.02.2025,
1837957-3,1050288,Zetor,Mannerheimintie 3-5,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,01.01.2004,
1082370-5,30883564,Cafe Tampere,Tornikaari 50,33960,PIRKKALA,Pirkkala,Select Service Partner Finland Oy,08.01.2024,
0209814-4,1881075,Heiton talo,Törmäntie 15,90830,HAUKIPUDAS,Oulu,Haukiputaan Heitto ry,01.03.2018,
3085077-8,1074016,Bbq & Spirits house Galle,Pohjoiskauppatori 3 lh M3,28100,PORI,Pori,Taste Feeling Oy,15.05.2022,
1734711-5,1037137,Ravintola Espital,Kyminkatu 2,45700,KUUSANKOSKI,Kouvola,Selcuklu Oy,01.03.2018,
2000594-1,1021778,Ravintola Mexi,Mannerheimintie 53,250,HELSINKI,Helsinki,Kowi & Kowi Oy,03.10.2007,
3384107-6,30888498,40-0 Padel Center,Kuninkaanväylä 35 D,21280,RAISIO,Raisio,Nelkytnolla Oy,14.08.2025,
2791511-2,30066341,Pho 17,Pitäjänmäentie 17,370,HELSINKI,Helsinki,Pho 17 Oy,09.09.2019,
0364287-7,30048571,Ravintola Kiela,Hangasjärventie 1,98900,SALLA,Salla,Virkkulan Autopalvelu Oy,26.04.2018,
2935664-1,1062604,Hotelli Sparre,Piispankatu 34,6100,PORVOO,Porvoo,MYSMAKAREN OY,01.10.2018,
1447914-7,30059814,Scandic Eden Nokia,Paratiisikatu 2,37120,NOKIA,Nokia,Scandic Hotels Oy,06.03.2020,
2893737-2,30884125,Bambu Asian Kitchen & Bar,Helsinginkatu 4 B,500,HELSINKI,Helsinki,Fuoju Oy,04.04.2024,
1115597-2,1073441,Navetan Wintti,Yrjölänkatu 28,15160,LAHTI,Lahti,Koivistoisen Mansikkapaikka,01.03.2022,
0647239-1,1060885,Finnkino Omena,Piispansilta 11,2230,ESPOO,Espoo,Finnkino Oy,18.05.2018,
2727825-6,30886228,Ravintola Poiju,Jaalaranta 5,180,HELSINKI,Helsinki,Mudi Oy,01.12.2024,
2892712-3,1060176,Perhehotelli Hospitz,Linnankatu 20,57130,SAVONLINNA,Savonlinna,Wivilla Oy,15.04.2018,
1763035-9,1007931,Kermankeidas,Tuvantie 1,79910,KERMA,Heinävesi,Kermankeidas Oy,20.06.2002,
0211675-2,1075299,Cafe Sara/Sara Hildénin taidemuseo,Laiturikatu 13,33230,TAMPERE,Tampere,Tampereen kaupunki,16.07.1997,
0732405-9,30884083,"Oulun Golf, Ravintola Swingi",Mikonmäentie 201,90660,OULU,Oulu,Oulun Golf Oy,13.04.2024,
1447914-7,1059818,Scandic Polar,Valtakatu 23,96200,ROVANIEMI,Rovaniemi,Scandic Hotels Oy,08.05.2018,
1601072-1,30884329,Bar & Cafe Zorbas,Koskenparras 4,55100,IMATRA,Imatra,TMA Consulting Oy,24.05.2024,
3398131-9,30883533,Hotel Aateli Hillside,Ilkanmäentie 6,88610,VUOKATTI,Sotkamo,Aristocrat Oy,01.01.2024,
2382967-1,30047548,Lucky,Gummeruksenkatu 7,40100,JYVÄSKYLÄ,Jyväskylä,Suomen MK Ravintolat Oy,15.06.2020,
2580210-6,30061130,Jalavan Kauppa,Mikonkuja 2,93400,TAIVALKOSKI,Taivalkoski,Jalavan Kauppa Oy,01.06.2018,
2839266-7,1057699,Ravintola Sydvest,Kuninkaankatu 6,26100,RAUMA,Rauma,Ravintola Sydvest Oy,29.06.2017,
3512037-9,30886911,Utö Havshotel,Enskärintie 28,21740,UTÖ,Parainen,Utö Bastion Hotel Oy,31.03.2025,
2282870-6,1053687,Nana-Kiinalainen Ravintola,Kauppakatu 23 A 4 B,80100,JOENSUU,Joensuu,TMI: Nana-Kiinalainen Ravintola,01.03.2018,
3277460-9,1074121,Nabi KoreanBBQ,"Eerikinkatu 14, L1 ja L2",100,HELSINKI,Helsinki,Manimoni oy,01.05.2022,
0186418-5,1021814,Kuusamotalo,Kaarlo Hännisentie 2,93600,KUUSAMO,Kuusamo,Kuusamon kaupunki,18.01.2006,
2813927-4,30064125,Suan Aahaan,Amiraalintie 2,1150,SÖDERKULLA,Sipoo,Suan Aahaan Oy,07.03.2019,
3311312-4,30883101,Cellar Cafe & Bar,Jokikatu 55,6100,PORVOO,Porvoo,Ofelina Bar & Cafe Oy,04.10.2023,
0212329-0,1027877,Radisson Blu Aleksanteri,Albertinkatu 34,180,HELSINKI,Helsinki,Sokotel Oy,07.04.2008,
1006136-8,30036982,"Viihdemaailma Ilona, Tampere",Pellavatehtaankatu 25,33100,TAMPERE,Tampere,Suomen Ravintolatoimi Oy,06.04.2018,
2528448-4,30888570,Ravintola Sali,Lammaslammentie 9,1710,VANTAA,Vantaa,Manraj Oy,08.09.2025,
2771599-7,1061805,Marjoniementila,Marjoniementie 91,41230,UURAINEN,Uurainen,Marjoniementila Oy,06.07.2018,
3247348-6,1076676,Ravintola Aama,Satakunnankatu 29,33210,TAMPERE,Tampere,Aamabhuma Oy,08.03.2023,
1801682-8,1065771,Folkhälsans hus/SP-punkten,Niklasvägen 1,65610,MUSTASAARI,Mustasaari,Folkhälsan Välfärd Ab,23.07.2019,
2070827-6,1045034,Ravintola Pikkuveli,Lintutie 1,84100,YLIVIESKA,Ylivieska,Ravintola Pikkuveli Oy,01.08.2013,
3452222-9,30886430,Kebab Pizzeria Pikku-Hukka,Virojoentie 17,49900,VIROLAHTI,Virolahti,Joenvarren Kiinteistö Oy,10.01.2025,
3481473-1,30886022,Café Tampopo,Eerikinkatu 15-17,100,HELSINKI,Helsinki,Tampopo Oy,01.11.2024,
2473136-9,30052142,Lapland Hotel SnowVillage,Lainiontie 566,99120,KALLO,Kittilä,Lapland Snowman Oy,17.04.2018,
1667669-7,30056386,Rasin Tupa,Vaskivedentie 1482,34710,VASKIVESI,Virrat,SaTuLuomus,18.05.2018,
1075849-9,30888309,Cafe Bar Eight,Vaasanpuistikko 18,65100,VAASA,Vaasa,VERSO ATERIAT,01.08.2025,
2653579-1,30885682,Lounasravintola Äxä,Tietokatu 3,94600,KEMI,Kemi,Painatus ÄXÄ Oy,01.10.2024,
2790104-4,30061099,Nauvon vierasvenesatama,Nauvon Rantatie 3,21660,NAUVO,Parainen,Turun Rantaravintolat Oy,14.05.2018,
0665352-0,1069057,Kino Jalasjärvi,Keskustie 43,61600,JALASJÄRVI,Kurikka,Mukula r.y.,17.07.2020,
1028367-3,1054918,House of Sandwiches,Pakilantie 56,660,HELSINKI,Helsinki,Oy House of Sandwiches Finland Ltd,25.10.2016,
2523131-5,1070198,Koski Syväri,Pursimiehenkatu 8,150,HELSINKI,Helsinki,Ääri Oy,01.03.2022,
0205071-4,1020885,Bowlinghallen i Mariehamn,Neptunigatan 23,22100,MARIEHAMN,Maarianhamina - Mariehamn,Mariehamns stad,01.11.2021,
2695261-6,1073945,Js herkku-grilli,Turunväylä 642,31140,MENONEN,Urjala,Järvisen maanrakennus,14.04.2022,
1595372-8,1770469,Cafe Korela,Keisarinmajantie 7,48230,KOTKA,Kotka,Cafe Korela Ky,18.08.2000,
3579790-2,30889249,Sano Nepal,Kulmavuorenkatu 4,500,HELSINKI,Helsinki,Thankot Oy,16.12.2025,
3432165-4,30884174,Ravintola Gyros ,Salpausselänkatu 37,45100,KOUVOLA,Kouvola,Al Abdullah Foods Oy,01.05.2024,
2519597-5,1072531,Bufferi Bistro,Kivimiehenkatu 14,37100,NOKIA,Nokia,Bufferi Oy,07.10.2021,
2444503-9,1071049,Leppävirran Vanha Laivaranta,Laivurintie 2,79100,LEPPÄVIRTA,Leppävirta,Akin Savuherkku,28.05.2021,
3332378-9,30886794,Vesimaailma Louhi,Ideaparkinkatu 4,37570,LEMPÄÄLÄ,Lempäälä,P.K Uimahallipalvelut Oy,07.03.2025,
2993856-1,30069650,Kabacka,Kauppakatu 15,60100,SEINÄJOKI,Seinäjoki,JNT-Group Oy,22.10.2020,
2954128-1,1063493,Walhalli Oy / Kaatelupaikka,Lotilantie 24,37630,VALKEAKOSKI,Valkeakoski,Walhalli Oy,04.01.2019,
2717773-8,1053691,Hotel F6,Fabianinkatu 6,130,HELSINKI,Helsinki,Hotel F6 Oy,20.06.2016,
3189402-7,30886533,Paat Pub,Laitakarintie 320,29100,LUVIA,Eurajoki,Grönqvist Yhtiöt Oy,15.04.2025,
3414767-6,30883989,Fantasia Pizza ja Kebab,Sysmäntie 43,19700,SYSMÄ,Sysmä,AA Emperia Oy,01.04.2024,
1937608-3,30884407,Torikahvila Marski,Maaherrankatu 11 B ,50100,MIKKELI,Mikkeli,JP-Puhvetti Oy,30.04.2024,
3143567-2,1069097,Ravintola Viinille,Humalistonkatu 6,20100,TURKU,Turku,Hansun Viini Oy,01.09.2020,
3476804-2,30889200,Martinniemen Kerhola,Repolantie 8,90850,MARTINNIEMI,Oulu,Tmi Sari Granlund,03.12.2025,
2531041-9,1075390,Pub Myrskyluoto,Kangasalantie 1133,36200,KANGASALA,Kangasala,LP Bar Oy,01.10.2022,
2776853-8,1063796,Cafe Tarina - Tapiola,Länsituulentie 12,2100,ESPOO,Espoo,RTE-Kahvilat Oy,15.02.2019,
1936430-6,1020450,Hotelli IsoValkeinen,Majaniementie,70420,KUOPIO,Kuopio,Beodos Oy,01.08.2005,
2920799-6,1065304,Majatalo Elsa,Hirvihaarantie 264,4680,HIRVIHAARA,Mäntsälä,Majatalo Elsa Oy,20.07.2019,
0658353-4,1067517,Rax Redi,Hermannin rantatie 5,580,HELSINKI,Helsinki,Restel Ravintolat Oy,21.01.2020,
1590428-0,1052930,Kaunissaaren Maja,Kaunissaari,48100,KOTKA,Kotka,Kaunissaaren Maja Oy,01.05.2000,
0996160-9,1871559,Tornion Ravirata,Valtatie 961,95440,TORNIO,Tornio,Länsi-Lapin Hevosystävät ry,01.03.2018,
9210147-3,1772295,Leväsen Huoltamo,Leväsentie 26,70780,KUOPIO,Kuopio,Leväsen Huoltamo Laiturit avoin yhtiö,01.03.2018,
0913659-6,1064006,Grönbacka Panimo,Ilvesvuorenkatu 37 H,1900,NURMIJÄRVI,Nurmijärvi,Mainos- ja markkinointipalvelu Waltzer Oy,01.03.2019,
3521964-3,30888618,Ravintolakahvila Riviera,Maskuntie 224,21250,MASKU,Masku,Starcasall Oy,29.08.2025,
0647239-1,1061625,Finnkino Scala,Ajurinkatu 16,70110,KUOPIO,Kuopio,Finnkino Oy,01.07.2018,
2773049-2,1063514,Ugly Duckling,Roihuvuorentie 28,820,HELSINKI,Helsinki,KaJaPe Oy,01.01.2019,
3199009-4,30883943,Greve,Kreivinaukio 1,20200,TURKU,Turku,VINOsti Oy,20.03.2024,
2608478-3,1069626,Mashiro Töölö,Mechelininkatu18,100,HELSINKI,Helsinki,Kultalumihiutale Oy,09.10.2020,
0205303-4,1044198,Kahvila-ravintola Punaportti,Hattelmalantie 25 i,13100,HÄMEENLINNA,Hämeenlinna,Koulutuskuntayhtymä Tavastia,01.08.2013,
1007369-2,30008192,Ravintolalaiva Katariina,Itäinen Rantakatu,20100,TURKU,Turku,Turun Jokilaivat Oy,03.05.2021,
3205161-1,30073818,Kallionkolon kaffela ja puoti,Pajulankuja 2,23960,SANTTIO,Pyhäranta,Kallionkolo Oy,11.04.2022,
2482106-5,1076741,Limos Ravintola,Kauppalaivurintie 12,1670,VANTAA,Vantaa,Akpinar avoin yhtiö,29.03.2023,
2199747-9,30073336,Lapland Hotel Ylläskaltio,Sivulantie 7,95970,ÄKÄSLOMPOLO,Kolari,Lapland Hotels Lappi Oy,04.02.2022,
1837957-3,1047951,Ølhus KØbenhavn,Kalevankatu 3,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,05.09.2014,
2008113-5,1024162,Kuntosumppu,Karjalankatu 29,26100,RAUMA,Rauma,Salosport Oy,01.03.2018,
1859371-3,1020703,Esport Arena,Koivumankkaantie 3,2200,ESPOO,Espoo,Esport Arena Oy,17.11.2005,
1548901-3,1034742,Japanilainen ravintola Koto,Lönnrotinkatu 22,120,HELSINKI,Helsinki,Japanilainen ravintola Koto Catering Oy,01.05.2010,
1785606-7,1076534,Skärgårdscentrum Korpoström,Korpoströmsvägen 832,21720,KORPOSTRÖM,Parainen,Fastighets Ab Sunnan,01.03.2023,
0201177-4,1069308,Ravintola Pataässä Lahti,Rautatienkatu 19-21,15110,LAHTI,Lahti,Formia-Future Oy,09.10.2020,
0836231-3,1876415,Kairalan Kajastus,Kairala 1125,98500,PELKOSENNIEMI,Pelkosenniemi,Voimistelu- Ja Urheiluseura Kairalan Kajastus Ry.,01.03.2018,
3122261-8,30887204,Bella Marina,Aurinkoranta 10,990,HELSINKI,Helsinki,Elek Oy,14.04.2025,
1836165-6,1053862,Mikkelin Upseerikerho,Tarkk¿ampujankuja 1 b,50100,MIKKELI,Mikkeli,Porrassalmenranta Ky,01.06.2016,
1773834-3,1273384,Pub Cotton,Kiesikatu 8,20780,KAARINA,Kaarina,Public House Ravintolat Kaarina Oy,04.09.2002,
3239655-6,30882450,Ravintola Leonella,Norrby vierasvenesatama,23390,INIÖ,Parainen,Huikee Consulting Oy,15.07.2023,
2112598-8,1075085,Waves By Dylan,Tekniikantie 4,2150,ESPOO,Espoo,Toothpicks and Honey Oy,10.08.2022,
1928613-3,1017817,Neljä Vuodenaikaa,Hämeenkatu 19,33200,TAMPERE,Tampere,Kauppahallin Ravintola Oy,01.02.2005,
0210010-1,1073542,Ravintola Opinpuu,Teollisuustie 2,86600,HAAPAVESI,Haapavesi,Jokilaaksojen koulutuskuntayhtymä,02.05.2022,
1367564-8,30069918,S/Y KATA,Störsvikintie 196,2580,SIUNTIO,Siuntio,7th River,07.01.2021,
2098985-6,30887863,Cafe&Bistro Reilu,Olavinkatu 15,57130,SAVONLINNA,Savonlinna,Veljekset Pekkonen Oy,09.06.2025,
2952841-5,30888584,Ravintola Malacca (Veturi-kauppakeskuksessa) ,Tervasharjunkatu 1,45720,KUUSANKOSKI,Kouvola,KAWAII OY,01.09.2025,
0182720-2,1275136,Horon Nuorisoseuran Ravintola,Horontie 1294,64740,HORO,Teuva,Horon Nuorisoseura r.y.,01.03.2018,
2322238-6,30881786,Rata57,Salorankatu 5-7,24240,SALO,Salo,Kiinteistö Oy Salon Salorankatu 5-7,01.06.2023,
2072649-0,1026409,Thai House,"Vaasanpuistikko 17, 2. krs",65100,VAASA,Vaasa,Vaasan Thai House Ky,01.03.2018,
3283053-5,30888089,Pizza Kebab venninpiste,Kevätportti 2,96190,ROVANIEMI,Rovaniemi,Pizza&kebab venninpiste oy,19.06.2025,18.06.2026
2808019-6,1056135,Ravintola Tervaholvi,Alajärventie 2,63800,SOINI,Soini,Mamika Oy,24.02.2017,
3271027-7,30885929,Bar Pois Kotoo,Laaksokuja 4,99130,SIRKKA,Kittilä,Top Scope Oy,14.10.2024,
3496977-6,30886600,Kahvibaari Piiukka,Nurmijärventie 154,81970,JONGUNJOKI,Lieksa,Kahvibaari Piiukka,01.03.2025,
3160308-2,30883525,Pretty Boy Wingery Iso Omena,Piispansilta 11,2230,ESPOO,Espoo,Gr8 Foods and Services Oy,15.12.2023,
2943524-3,1069975,Kahvila Tyyrpuuri,Maaherrankatu 1,18100,HEINOLA,Heinola,Helmi ja Hugo Oy,15.04.2021,
0399381-0,30888152,Pohjan Stadion,Seminaarinkatu,95400,TORNIO,Tornio,Tornion Pallo-47 r.y.,26.06.2025,
0824919-3,1061409,Pispalan Pulteri,Pispalanvaltatie 23,33250,TAMPERE,Tampere,Euroresta Oy,01.02.2000,
2169970-3,1028223,RioLive,Hallituskatu 9-11,90100,OULU,Oulu,Suomen Teatteriravintolat Oy,17.03.2008,
2979685-8,1070537,Kallas SkärGård,Sandövägen 81,22550,VÅRDÖ,Vårdö,Ab Kallas SkärGård Ab,03.03.2021,
2481201-1,30062913,Ruusuniemi,Merenkulkijankuja 3,980,HELSINKI,Helsinki,Hiiohoi Oy,02.01.2019,
3188965-8,1075697,Padel Adder Keljo,Kylmälahdentie 9,40500,JYVÄSKYLÄ,Jyväskylä,Padel Jyväskylä Oy,01.11.2022,
3462298-3,30887958,Georgian Supra,Hämeentie 36,530,HELSINKI,Helsinki,Georgian Supra Oy,01.07.2025,
2164673-2,30072925,Ahkionlahden Kanavakahvila,Pielavedentie 642,71760,AHKIONLAHTI,Kuopio,Supreme Capital Oy,02.04.2022,
2026469-5,1022792,Restaurang Kastören,Kumlinge,22820,KUMLINGE,Kumlinge,Kumlinge Stugor Ab,02.05.2006,
1835704-0,1053768,Korpihilla,Holtinojantie 5,97925,TOLVA,Posio,Korpihilla Ritva Kokko Ky,06.06.2016,
2680306-3,1053328,Magasinet,Valhallantie 20,10270,BARÖSUND,Inkoo,Orsin Saaristopuoti Oy,19.05.2016,
0210631-9,1057460,City-Hotelli,Pekankatu 9,96200,ROVANIEMI,Rovaniemi,City-hotelli Oy,17.03.1978,
2843456-4,30883829,X Lounge Bar,Pisteenkaari 4,3100,NUMMELA,Vihti,River Haven Oy,01.03.2024,
2681165-3,30885142,Yyteri Shop,Kortejärventie 1,28840,PORI,Pori,Cafe Parlamentti Oy,01.07.2024,
3385389-4,30883541,Mandarin Palace,Leppävaarankatu 3-9,2600,ESPOO,Espoo,Family food factory oy,01.01.2024,
3374658-9,30882631,Sushibar + Wine UK,Uudenmaankatu 15,120,HELSINKI,Helsinki,SushiBarWine Oy,01.08.2023,
0201256-6,1087580,Ravintola Kokki,Prinsessantie 2,820,HELSINKI,Helsinki,Helsingin kaupunki,04.04.1997,
2700485-3,30888291,Itsuyaki Itis,"ITIS 2krs liiketila 2497, Itäkatu 1-7 ",930,HELSINKI,Helsinki,Heng Chang Oy,10.07.2025,
3093306-3,30889348,Kakola Gym,Kakolankatu 17,20100,TURKU,Turku,Hotel Kakola Oy,13.01.2026,
0178716-7,1272822,Kauhajoen Kasinon Ravintola,Topeeka,61800,KAUHAJOKI,Kauhajoki,Kauhajoen Karhu r.y.,01.03.2018,
0930590-0,30067488,Ravintola Sarfvik Golf,Finnbyntie 30,2390,SARVVIK,Kirkkonummi,LSH-Juhlatalo Oy,15.03.2020,
2872723-6,30066466,Ravintola Luna,Myyrmäentie 4,1600,VANTAA,Vantaa,MJK RESTA,01.12.2020,
2199747-9,30029433,Lapland Hotel Äkäshotelli,Äkäsentie 10,95970,ÄKÄSLOMPOLO,Kolari,Lapland Hotels Lappi Oy,25.04.2018,
2757544-5,30070292,Ravintola Vista,Hirsalantie 215,2420,JORVAS,Kirkkonummi,Vista Services Oy,15.03.2025,
0980764-4,30066907,Ravintola Britannia,Vanhaistentie 1,420,HELSINKI,Helsinki,Marainvest N&K Oy,08.05.2020,
3458125-3,30885316,Kalasataman Pizza & Burger,Englantilasaukio 15,540,HELSINKI,Helsinki,Baki,10.07.2024,
1457216-5,30073180,Hima & Sali,Tallberginkatu 1,180,HELSINKI,Helsinki,HIMA & SALI Oy,21.06.2018,
2759883-1,1075456,Addis Ethiopian Kitchen,Firdonkatu 2 B,520,HELSINKI,Helsinki,Taste of Addis Oy,01.10.2022,
2199747-9,30061184,Lapland Hotel Ounasvaara Chalets,Antinmukka 4,96600,ROVANIEMI,Rovaniemi,Lapland Hotels Lappi Oy,17.05.2018,
2057429-8,30888692,La Tartufata,Tehtaankatu 21 LH4,150,HELSINKI,Helsinki,Transmontani Oy,01.10.2025,
3116372-6,30067676,Kahvila-ravintola eloTähkä,Rautajärventie 5,36910,RAUTAJÄRVI,Pälkäne,Iida Heikkilä,24.03.2020,
3394898-1,30884278,Ravintola Moi,Suurlohjankatu 4,8100,LOHJA,Lohja,DAHAO OY,23.04.2024,
2760867-3,30881108,Ravintola Yummy,Leppävaarankatu 3-9,2600,ESPOO,Espoo,Wokteam Oy,20.04.2023,
2206561-4,30884155,Cafe Wäfvars Pub,Sarvisalontie 1058,7780,HÄRKÄPÄÄ,Loviisa,T:mi Christina Lång,01.05.2024,
0973110-9,1058268,REDU/ravintola-alan opetustilat,Jokiväylä 9,96300,ROVANIEMI,Rovaniemi,Rovaniemen Koulutuskuntayhtymä,15.08.2017,
3217129-3,30887821,VARTIOKYLÄ PIZZERIA,KIVIPORTINTIE 6 B 4,950,HELSINKI,Helsinki,AR-Steel Oy,02.06.2025,
3576477-2,30889042,Pub Merikulma,Merikoskenkatu 2,90500,OULU,Oulu,Merikulma Oy,01.12.2025,
1637910-7,1045358,Pirkan Kilta ry,Näsilinnankatu 27 G,33200,TAMPERE,Tampere,Tähtimauste Oy,09.09.2013,
0816373-6,1027118,Á la Katti Ravintola,Veikontie 3,88610,VUOKATTI,Sotkamo,SkiOne Group Oy,01.11.2007,
2290066-7,1045999,Hanko Aasia Sello,Leppävaarankatu 3-9,2600,ESPOO,Espoo,Sushi World Oy,01.03.2018,
2999193-6,1065193,Paussi Pub,Viipurinkatu 14,510,HELSINKI,Helsinki,Belle Lady Oy,01.06.2019,
