asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
3283935-3,1076071,Monkey Island,Järviluomantie 24,63300,ALAVUS,Alavus,2 Monkeys Oy,01.01.2023,
1736603-3,1047790,Riipin Matin pirtti,Meltauksentie 1300,99720,RIIPI,Sodankylä,Riipin kyläyhdistys ry ,01.03.2018,
3483522-5,30888750,Afroshop Center,Hakopolku 2,1360,VANTAA,Vantaa,Tita & Sons Group Oy,22.09.2025,21.09.2026
3282340-7,1074858,Kra Tip Khao Thai Cuisine Oy,Isokatu 14 A 101,67100,KOKKOLA,Kokkola,Kra tip khao Thai cuisine Oy,08.07.2022,
2657307-7,1050347,Ravintola Teivaan Lokki,Jalkarannantie 19,15900,LAHTI,Lahti,Ch ravintolat Oy,30.04.2015,
2729566-2,1053534,Ravintola Lumbini,Huopalahdentie 13,330,HELSINKI,Helsinki,Bhim & Dila Oy,15.05.2016,
3327972-2,1077083,Alfred Kitchen & Bar,Pakkahuoneenkatu 24,90100,OULU,Oulu,Ravintola Alfred Oy,07.09.2023,
2689778-4,1057578,Kahvila Sinitiainen,Keskustie 21 B 7C,61600,JALASJÄRVI,Kurikka,Nenisi,01.03.2018,
2893737-2,1073537,Bambu Sushi Kallio,Läntinen Papinkatu 2-4,530,HELSINKI,Helsinki,Fuoju Oy,08.03.2022,
2697743-4,1051307,Ravintola Pitopata,"Karkialampi, rakennus 2",50150,MIKKELI,Mikkeli,Serviini Oy,03.08.2015,
2667471-6,1049694,Melbourne,Kauppakuja 3,40270,PALOKKA,Jyväskylä,Melbourne Rose Oy,13.03.2016,
1447914-7,1059819,Scandic Kemi,Hahtisaarenkatu 3,94100,KEMI,Kemi,Scandic Hotels Oy,22.05.2018,
3504838-9,30889275,Boneless Turku,Maariankatu 1,20100,TURKU,Turku,A Smash OY,16.12.2025,
3114982-8,1067874,Pub Wartsu,Kirkkotori 3,2400,KIRKKONUMMI,Kirkkonummi,Pub Wartsu Oy,01.04.2020,
1090195-3,1069746,Lunch Time Vaalimaa,Rajahovintie 1,49930,VAALIMAA,Virolahti,Vaalimaan Kauppakartano Oy,28.10.2020,
2236260-0,1030964,Kukonkulma,Keskuskatu 11,23800,LAITILA,Laitila,SP Ravintola Kukonkulma Oy,01.03.2010,
3475450-5,30889278,Ravintola Ukkohauki,Merituulentie 36,2200,ESPOO,Espoo,SLN Luxa Oy,01.01.2026,31.12.2026
1759096-7,1070720,Baba's House,Atlantinkatu 10,220,HELSINKI,Helsinki,Tmi COBAN,13.04.2021,
3384146-3,30887360,Brera ,Laivurinkatu ,150,HELSINKI,Helsinki,N4KU OY,28.04.2025,
3368429-3,30882570,Mboa market,Hämeenkatu 14,20500,TURKU,Turku,Mboa Mini Mart Oy,19.07.2023,
3111807-9,1074590,Santas Döner,Koskikatu 18,96200,ROVANIEMI,Rovaniemi,Santas Döner Oy,06.06.2022,
2712022-1,30889266,Ohana Grille,Kauppahalli Tampere,33420,TAMPERE,Tampere,Ohana Grille Oy,15.01.2026,
3001582-8,1065618,Ravintola Veturitalli,Myllyrannantie 5,35800,MÄNTTÄ,Mänttä-Vilppula,Lounaskahvila Veturitalli Oy,01.07.2019,
3534152-6,30889328,Seoul Good Kluuvi,Aleksanterinkatu 9,100,HELSINKI,Helsinki,Liu And Li Oy,29.12.2025,
2995316-3,1065139,Konepaja Biergarten,Bruno Granholmin kuja 1-3,510,HELSINKI,Helsinki,Konepajan Terassi Oy,23.05.2019,
3464541-3,30885580,Ravintola Eliel,Harjukatu 31,15100,LAHTI,Lahti,Ravintola Kaupungintalo Oy,15.08.2024,
3336287-6,30881605,Fuji Biyori,Korkeavuorenkatu 47,130,HELSINKI,Helsinki,Syok Oy,22.05.2023,
3432161-1,30884196, Ravintola The Curry Leaf ,Papinkatu 20 ,33200,TAMPERE,Tampere,Deuties Oy,12.04.2024,
3438858-4,30884280,Kylpyläsaaren Lomakylä,Nivalantie 61,86600,HAAPAVESI,Haapavesi,J.Kuutti Oy,01.05.2024,
0906333-1,30885001,Ravintola Kasi,Itämerenkatu 25,180,HELSINKI,Helsinki,ISS Palvelut Oy,05.08.2024,
2682470-2,1051032,Huhtapub,Koskenalantie 5,60220,SEINÄJOKI,Seinäjoki,WellVision Ky,07.09.2015,
3258270-3,1073248,Kallas Stadskrog,Norra Esplanadgatan 2,22100,MARIEHAMN,Maarianhamina - Mariehamn,Kallas Stadskrog Ab,25.01.2022,
2410678-2,30881773,Bistro Tango & Matto,Piestanyn rantatie 5,18100,HEINOLA,Heinola,Café Paviljong Oy,01.06.2023,
2990599-7,1071695,Livonsaaren Osuusvoima,Velkuantie 988,21180,LIVONSAARI,Naantali,Livonsaaren Osuusvoima,05.11.2021,
2996603-6,1065364,Ravintola Merimesta,Reposaaren kalasatama,28900,PORI,Pori,Ravintola Sävel & Sävel Oy,26.06.2019,
1060313-9,1070328,Naisvuoren kahvila,Mikonkatu 25,50100,MIKKELI,Mikkeli,Ripesti Oy,15.03.2021,
1275825-7,1029112,Onnelan matkailumaatila,Salmenrannantie 822,88270,VUOLIJOKI,Kajaani,Onnelan Matkailumaatila,01.03.2018,
2310038-9,30034131,Kellariravintola Vanha Monttu,Hämeenkatu 17,33200,TAMPERE,Tampere,Vanha Monttu Oy,30.07.2020,
1873718-2,30889044,Wilderness Hotel Saariselkä,Laanilantie 5,99830,SAARISELKÄ,Inari,Nellim Wilderness Hotels & Safaris Oy,17.11.2025,
3502236-5,30888293,vaaja pub,Vaajakoskentie 123,40800,VAAJAKOSKI,Jyväskylä,JOUPE OY,11.07.2025,
2885269-4,1071674,Kumma Bar & Street Kitchen,Hallituskatu 14,33200,TAMPERE,Tampere,Junk Bar Kumma Oy,01.09.2021,
3116472-9,1068569,Bistro & Bar Potkuri,Kalasatamantie 153,49860,KLAMILA,Virolahti,Olki Yhtiöt Oy,02.06.2020,
2870585-4,30060856,Tackork Gård & Marina,Tackorkintie 31,21660,NAUVO,Parainen,Tackork Gård & Marina Oy,07.05.2020,
2680539-2,1054943,Clarion Helsinki,Tyynenmerenkatu 2,220,HELSINKI,Helsinki,Hotelldrift Helsinki Oy Ab,12.10.2016,
3397038-8,30884266,Marina Vista,Suvitie 14,26100,RAUMA,Rauma,Marina Vista Oy,22.04.2024,
1453331-8,30065597,Puijon Torni ja Puijon Maja,Puijontie 135,70300,KUOPIO,Kuopio,Ravintolamestarit Oy,15.07.2019,
3485098-6,30886937,Lahden Kauppahalli,Torikatu 3,15110,LAHTI,Lahti,Pikku-Heila Oy,15.04.2025,
0176577-7,1475777,Letkaliiteri,Koskelantie 56,41710,RUTALAHTI,Joutsa,Rutalahden Nuorisoseura ry,01.03.2018,
3577653-8,30889171,Ravintola Kervan,Virkkalantie 12 ,8700,LOHJA,Lohja,Zambak Oy,01.12.2025,
2898149-6,30060102,Pub Kahvila Aseman Kello,Rautjärventie 100,56610,RAUTJÄRVI,Rautjärvi,Tmi Jutta Weckman,20.03.2018,
3578867-8,30889450,Kahvila Stoa,Turunlinnantie 1,900,HELSINKI,Helsinki,Merto Oy,27.01.2026,
3446084-9,30887129,Nemo's raft,Jyväskylän satama ravintolalaituri 3,40100,JYVÄSKYLÄ,Jyväskylä,Nemo's raft,01.05.2025,
2734341-7,1066159,Kahvila-Ravintola Meän Paikka,Muoniontie 1,95900,KOLARI,Kolari,Ravintola Meän Paikka,26.08.2019,
3332716-5,30888756,Kourujärven Kebab Pizzeria,Monnankatu 15,26660,RAUMA,Rauma,Kourujärven pizzeria avoin yhtiö,01.10.2025,
2707535-2,30070816,Taikalinna Jättiläisenmaa,Kivesvaarantie 40,88300,PALTAMO,Paltamo,Jättiläisenmaa Oy,01.12.2021,
2465356-7,1041018,Mallaskosken Panimoravintola,Vesitorninkatu 1,60100,SEINÄJOKI,Seinäjoki,Mallastupa Oy,25.04.2012,
3523817-4,30887817,Rue Madame,Pohjoisesplanadi 25-27,100,HELSINKI,Helsinki,Rue Madame Oy,01.07.2025,
3315241-4,30883797,Kotikahvila,keskustie 48,19600,HARTOLA,Hartola,Kuningaskunnan Herkku Oy,01.03.2024,
3282179-4,1074486,Ronaz Bistro,Marjatie 5-7 lh. 3,76100,PIEKSÄMÄKI,Pieksämäki,Ronaz Bistro,01.06.2022,
3186123-3,1071170,Ikaalinen Spa Oy,Huvilatie 2,39500,IKAALINEN,Ikaalinen,Ikaalinen Spa Oy,21.06.2021,
3579189-3,30889210,Bar Hiidenkivi ,Rautatienkatu 28 B 207,15140,LAHTI,Lahti,Nesteytysratkaisut Oy,01.01.2026,
2431000-3,1040240,Pool Cafe Hämeenlinna,Raatihuoneenkatu 5,13100,HÄMEENLINNA,Hämeenlinna,KS-Yhtymä Oy,01.03.2018,
3424644-7,30883894,Ravintola Tervatupa,Siikasavontie 10,92400,RUUKKI,Siikajoki,Tervatehdas oy,01.03.2024,
3073329-9,30887585,Nummijärvi camping,Nummijärventie 591 ,61910,NUMMIJÄRVI,Kauhajoki,Supe ry,14.05.2025,13.05.2026
1020976-4,1273665,Wenoxa Golf Cafe,Wenoxa Mellangård,25900,TAALINTEHDAS,Kemiönsaari,Sail & Play,01.03.2018,
3434845-1,30885984,Osteria dei Mancini,Tehtaankatu 38,150,HELSINKI,Helsinki,Nettuno Oy,01.11.2024,
3161958-6,1069907,Aurinkotupa,Aurinkokuja 1,95980,YLLÄSJÄRVI,Kolari,Team Lompsit avoin yhtiö,01.12.2020,
3441487-7,30889223,Vuori Caravan,Ellivuorentie 193,38130,SASTAMALA,Sastamala,Dexterous Services Oy,08.12.2025,
0867107-9,1017461,Heiskan Maatila,Heiskantie 130,41660,TOIVAKKA,Toivakka,Kiinteistöyhtymä Heiska Matti Tuomas ja Salla Maria Kristiina,08.11.2004,
2264741-1,30882974,Puuvilla Kitchen (K-citymarket Puuvilla),Siltapuistokatu 14,28100,PORI,Pori,Jaro Salkoharju,01.10.2023,
1041605-0,30883268,Willi Länsi,Haapanantie 2,42100,JÄMSÄ,Jämsä,Krapina Oy,01.12.2023,
2866218-8,30059490,Ravintola Periscope,Vuolteenkatu 1,33100,TAMPERE,Tampere,Periscope Group Oy,06.04.2018,
3431387-3,30885453,The Last Drop,Ludviginkatu 3-5,130,HELSINKI,Helsinki,Dukes of Helsinki Oy,25.07.2024,
2817304-2,30885935,Sotto Pizza & Bar Sompasaari,Kaljaasi Fortunan katu 1,540,HELSINKI,Helsinki,The Red49 Oy,15.10.2024,
2943189-1,30888805,Yurt District,Lautavaaranpolku 35,97280,TAPIO,Rovaniemi,District Rovaniemi Oy,01.11.2025,
2586646-8,1046125,Ravintola Puistolinna,Torikatu 2,30100,FORSSA,Forssa,Taberna Finland Oy,01.01.2014,
3567929-5,30889036,Ravintola Hook Kuopio,Kuninkaankatu 22 LH1,70100,KUOPIO,Kuopio,Savo Wings Oy,18.11.2025,
2032592-9,1042792,Ravintola Long City,Sähkötie 2-6,1520,VANTAA,Vantaa,Tmi Long City,01.12.2012,
0974259-6,1475711,Grilli 21,Seminaarinkatu 34,40100,JYVÄSKYLÄ,Jyväskylä,Grilli 21 Oy,01.03.2018,
3442164-7,30885045,Captain's Makasiini,Aittaranta 12,23500,UUSIKAUPUNKI,Uusikaupunki,ReSa Oy,19.06.2024,
2857357-2,1065045,Rampsi Kitchen & Lounge,"Tervasaari,Rampsinkari",49400,HAMINA,Hamina,Pitko Cafe & Shop Ky,15.06.2021,
1459763-7,1070076,Majakka,Unioninraitti 1,58620,LOHILAHTI,Sulkava,Gasoline Lighthouse Oy,07.08.1998,
2759733-7,30886594,Ravintola Rosavilla,Blominmetsäntie 2,2780,ESPOO,Espoo,AnjuHot Oy,06.02.2025,
2223517-7,30884153,Ravintola Strömsön Paviljonki,Sandnässuddinintie 346,10600,TAMMISAARI,Raasepori,SUOMEN SAAMAMIEHET OY,04.05.2024,
0925595-8,1019245,Emma teatteri,Kailon alue,21100,NAANTALI,Naantali,Muumimaailma Oy,01.06.2005,
3473249-6,30889263,Ravintola Sairme,Antinkatu 23,28100,PORI,Pori,Sairme Oy,13.12.2025,
0765484-0,1056738,Hotelli-Ravintola Kägöne,Kuutostie 1272,59100,PARIKKALA,Parikkala,Arktiset Kiinteistöt Oy,01.05.2017,
2505527-8,1043588,Mäntsälän Suurlava,Maisalantie 7,4600,MÄNTSÄLÄ,Mäntsälä,Isotorvi Oy,14.03.2013,
1532460-6,1028343,Marina Merilokki Oy,Santunranta,28900,PORI,Pori,Marina Merilokki Oy,01.05.2008,
1509266-5,30882415,MS Idun (matkustaja-alus),Rosalantie 2,25950,ROSALA,Kemiönsaari,Ab Wilson Charter Oy,05.07.2023,
2252116-5,1031754,Ravintola Pepperoni,Vanhamaantie 12 B 7,47200,ELIMÄKI,Kouvola,Bar Cafe Pepperoni,12.10.2011,
3374610-8,30883614,Levin Panimo pub & A`la Carte,Levinraitti 1,99130,SIRKKA,Kittilä,Koryco Oy,15.01.2024,30.01.2026
2513151-7,30884145,Ravintola Veljekset Nevas,Sprängmanintie 79,1150,SÖDERKULLA,Sipoo,Firtina avoin yhtiö,08.04.2024,
0901434-5,1172425,Garden City Cafe,Kauppamiehentie 1,2100,ESPOO,Espoo,Parkkis Ravintolat Oy,16.05.2007,
3371258-1,30889404,Kahvitella oy,Koulukatu 1,68600,PIETARSAARI,Pietarsaari,Kahvitella Oy,19.01.2026,
2838986-3,30882980,Box Tuohi,John Stenbergin ranta 6,530,HELSINKI,Helsinki,Oy Box cafe & grill Ab,20.09.2023,
1062385-0,1087874,Ravintola Om'pu,Siltasaarenkatu 15,530,HELSINKI,Helsinki,Wah-Choo Oy ,06.02.1999,
0417380-6,1018564,Haapajärven ravirata,Haapajärven ravirata,85800,HAAPAJÄRVI,Haapajärvi,Haapajärven Ravi r.y.,01.03.2018,
2983027-8,1064344,Saarijärven Ruustinna,Paavontie 1,43100,SAARIJÄRVI,Saarijärvi,Saarijärven Ruustinna Oy,01.04.2019,
0215164-6,1081108,Turjanhovi,Kalliokatu 2,89600,SUOMUSSALMI,Suomussalmi,Turjanhovi Oy,10.07.1997,
0672632-0,1036129,Kankaanpään Kangaspolku,Kelankaari 4,38700,KANKAANPÄÄ,Kankaanpää,Kankaanpään Kangaspolku Oy,05.04.1991,
2794227-6,30884038,Kahvila Kivibaari,Vuorenkyläntie 2018,19850,PUTKIJÄRVI,Hartola,Maitovuori Oy,28.03.2024,
2519597-5,30049626,Ravintola Bufferi NRG,Taivalkunnantie,37120,NOKIA,Nokia,Bufferi Oy,14.04.2020,
2152499-7,1073171,Minttus Bar och Kök,Puistotie 1,21660,NAUVO,Parainen,Bystrand Catering Oy,02.02.2022,
2702265-6,1053176,M/Y Inari III,Siidan ranta,99870,INARI,Inari,Visit Inari Oy,01.04.2016,
1488130-4,1038948,Sataman Helmi,Kauppakatu 2,70100,KUOPIO,Kuopio,T:mi Helena Väänänen,01.09.2011,
3185046-2,1072096,Halo,Ruoholahdenkatu 21,180,HELSINKI,Helsinki,Madeleine Ravintolat Oy,23.08.2021,
0915965-9,1012033,Café Margreteberg,Pehtorinkuja 3,2940,ESPOO,Espoo,LIV-Consulting Oy,01.03.2018,
3197915-1,1070737,Arctic Circle Padel,Ounasjoen itäpuolentie 21,96900,SAARENKYLÄ,Rovaniemi,ARJU Oy,24.06.2021,
3125534-8,30068129,Ravintola Gusto,Keskuskatu 6,30100,FORSSA,Forssa,Bonefish Oy,22.11.2022,
2407200-9,30886995,RockSide Bar&Grill,Keskustie 26,43440,PYLKÖNMÄKI,Saarijärvi,J. Kallionsivu Oy,28.03.2025,
2220007-0,30051331,Crazy Golf & Escape Room,Puutarhakatu 21,33200,TAMPERE,Tampere,Poolmax Oy,20.04.2018,
3318062-6,1077009,Bistro Cafe Sommarö,Suvisaarentie 23 C,2380,ESPOO,Espoo,Café Sommarö Oy Ab,14.04.2023,
3192697-3,30883899,Brändö Bike & Bed Bistro & Café,Broklobbsvägen 15,22920,BRÄNDÖ,Brändö,Borkenholm öppet bolag,11.03.2024,
3092931-2,30884080,Ravintola Walimo,Vesijärvenkatu 25,15140,LAHTI,Lahti,Cocinero & camarero Oy,02.04.2024,
1657221-4,1012201,Ravintola Mallaskulma,Tasalanaukio 5,21200,RAISIO,Raisio,Raisio Ravintolat Oy,30.04.2001,
0843065-4,1050009,Jokiasema,Hasaniementie 3,80110,JOENSUU,Joensuu,Jokiasema Ky,31.12.2022,
2830629-8,30057427,Teerenpeli Jyväskylä,Kauppakatu 32,40100,JYVÄSKYLÄ,Jyväskylä,FG Resta Jyväskylä Oy,27.03.2018,
0851271-3,1084123,Punakallion Sahtikrouvi,Kalhontie 459,19630,KALHONKYLÄ,Hartola,Matti Punakallio Ky,08.05.1998,
2372155-6,1044276,Fazer Café Munkkivuori,Raumantie 1,350,HELSINKI,Helsinki,Fazer Ravintolat Oy,01.07.2013,
0945166-8,1057009,Villa Solgården,Tähtikuja 4,10960,HANKO POHJOINEN,Hanko,Oy Synoptia Ab,31.05.2017,
3267280-5,1073609,Bistro Lande,Rantatie 3,10210,INKOO,Inkoo,PlanoBistro Oy,01.04.2022,
3166590-2,30884201,migliore,Kauppiaskatu 18,21600,PARAINEN,Parainen,Minarate,01.05.2024,
0953838-4,1072358,Ravintola Factory Iso Omena,Piispansilta 9 A,2230,ESPOO,Espoo,Ravintotalot Oy,25.10.2021,
0658353-4,1059364,Wanha Mestari Kauhajoki,Sanssinkuja 1,61800,KAUHAJOKI,Kauhajoki,Restel Ravintolat Oy,17.01.2018,
0907693-3,1040558,Classic Pizza Hanko,Satamakatu 17,10900,HANKO,Hanko,CPR Finland Oy,19.03.2012,
3339184-5,1076460,Ravintola Tukkijätkä,Kauppakatu 13,18100,HEINOLA,Heinola,Ravintola Tiainen Oy,01.03.2023,
2685433-8,1070755,Local Bistro,Kauppakatu 32,80100,JOENSUU,Joensuu,Joensuun Keittäjät Oy,15.05.2021,
3189577-5,30883902,Crazy Bing ,Hermannin rantatie 5,580,HELSINKI,Helsinki,Ohh Rice Oy,04.03.2024,
0176838-8,1020444,Pihtiputaan ravirata,Pihtipudas,44800,PIHTIPUDAS,Pihtipudas,Pihtiputaan Hevosystäväin seura r.y.,01.03.2018,
3321502-4,30076105,Bus Burger Salpakangas,Erämiehentie 1,15870,HOLLOLA,Hollola,ViiPii Oy,01.12.2022,
2667208-3,1049761,Street Bar,Valtakatu 4,26100,RAUMA,Rauma,ValtaStreet Bar Oy,01.01.2016,
3498260-4,30886849,Tomato Lohtaja,Lohtajantie 6,68230,LOHTAJA,Kokkola,Tomato Lohtaja Fast Food,13.03.2025,
1052535-3,1058271,Caiju,Menesjärventie 2a,99870,INARI,Inari,Samediggi/Saamelaiskäräjät,22.01.2018,
2856798-1,1058635,Kouvon baari,Iitiäntie 4,54710,LEMI,Lemi,Perilla Oy,01.03.2018,
2652605-1,1060149,Kino Diana,Humalistonkatu 3 b,20100,TURKU,Turku,Cinemahouse Oy,12.04.2018,
1447914-7,1059857,Scandic Helsinki Station,Elielinaukio 5,100,HELSINKI,Helsinki,Scandic Hotels Oy,13.06.2018,
0142122-9,1067914,Original Sokos Hotel Kupittaa,Joukahaisenkatu 6,20520,TURKU,Turku,Turun Osuuskauppa,11.05.2020,
0983931-2,1028303,Ravintola Heinätori,Pyynikintori 5,33230,TAMPERE,Tampere,Ravintola Heinätori Oy,26.03.2008,
1843197-6,30887478,Viinitie Winebar & Deli,Lönnrotinkatu 7,120,HELSINKI,Helsinki,Viinitie Oy,12.05.2025,
1927549-3,1045199,Kesängin Keidas,Kesänkijärven itäpää,95970,ÄKÄSLOMPOLO,Kolari,Kurun Pojat Oy,01.09.2013,
3516629-7,30887956,Ravintola Remula,Keskustie 11,12100,OITTI,Hausjärvi,RAVINTOLA OITTI OY,12.06.2025,
2838986-3,30064429,Box Cafe & Grill,Uusi Porvoontie 1545,1190,BOX,Sipoo,Oy Box cafe & grill Ab,08.04.2020,
3238760-9,1072654,Ravintola Boulevard,Bulevardi 6,120,HELSINKI,Helsinki,SW-Restaurants Oy,02.12.2021,
2575144-1,1045707,Pub Oravanhäntä,Oravannahkatori 3,2120,ESPOO,Espoo,K & V Enterprises Oy,08.11.2013,
2971598-2,30888334,Noodle Story Iso Omena,"Piispansilta 11, Iso Omena Kauppaneskus",2230,ESPOO,Espoo,GuWu Oy,16.07.2025,
0870444-0,1070162,Pub Iloinen Ilves,Koskikatu 5,96200,ROVANIEMI,Rovaniemi,Monitoimimies Jaska Ky,19.01.2021,
0870894-3,1022994,KalPa Hockey Oy / Jäähalli,Hannes Kolehmaisenkatu 4,70100,KUOPIO,Kuopio,KalPa Hockey Oy,09.08.2006,
2754110-6,30055278,Ravintola Suomenlinnan panimo,Suomenlinna C 1,190,HELSINKI,Helsinki,Viaporin Resta Oy,15.04.2018,
2196357-8,1051345,Pancho Villa Rovaniemi,Rovakatu 25-27,96200,ROVANIEMI,Rovaniemi,JH-Ravintolat Oy,31.08.2015,
2902748-5,30886163,Hyvä Maku,Asemakatu 4,76100,PIEKSÄMÄKI,Pieksämäki,BoHua Oy,14.11.2024,
3115029-8,30885735,Saunaravintola Uunisaari,Pohjoinen Uunisaari,140,HELSINKI,Helsinki,Seil Oy,13.09.2024,
3483017-6,30886214,Mari's Treehouse,Pohjoisesplanadi 33,100,HELSINKI,Helsinki,Maris Treehouse Kämp Oy,02.12.2024,
3484753-3,30886131,Public House,Kauppatie 6,27500,KAUTTUA,Eura,Pub Kauttua Oy,18.11.2024,
0200054-9,1068259,Santahaminan kerho,Santahaminantie 9,860,HELSINKI,Helsinki,Santahaminan Upseerikerho ry,28.04.2020,
1055839-0,30886411,Sellosali,Soittoniekanaukio 1 A,2600,ESPOO,Espoo,Oy Shaba Ab,10.01.2025,
0832372-8,1051301,Kahvila-Ravintola Vonkamies,Pihlajakoskentie 394,17850,PIHLAJAKOSKI,Kuhmoinen,CLO Racing Oy,23.07.2015,
1623038-8,1029282,Murat Pizza-Kebab,Viialantie 2,46800,MYLLYKOSKI,Kouvola,T:mi Murat Pizza-Kebab,01.03.2018,
3133391-6,1068371,Coco-Loco,Uudenmaankatu 12 b,20500,TURKU,Turku,Ilpoisten Baari Oy,01.06.2020,
2233843-2,1034501,Ravintola Komppeli,Puistokatu 3 a 1,20100,TURKU,Turku,KORTTELIKOKIT OY,01.03.2018,
3229901-9,1072375,Aarnikota,Kerotie 10,99555,LUOSTO,Sodankylä,Aarni Catering Oy,16.09.2021,
2874999-6,30882508,Restaurant FOORD,"HENRY FORDIN KATU 6b, 2KR",150,HELSINKI,Helsinki,LY SHIPIN OY,12.07.2023,
3512027-2,30887070,Rantsilan Pizza-Kebab-Grilli,Klaarantie 1 C 2,92500,RANTSILA,Siikalatva,Rantsilan Pizza-Kebab-Grilli Oy,04.04.2025,
3446167-3,30887241,Fiovi Baari,Lehtisaarentie 1,69700,VETELI,Veteli,Fiovi Oy,01.05.2025,
3212479-6,30889416,Kahvila Nuutti,Anttilantie 417,46230,VALKEALA,Kouvola,Aho Clean Oy,26.01.2026,
2113161-6,30887358,Pikku Eden,Aleksis Kiven katu 40,500,HELSINKI,Helsinki,Rakea Oy,05.05.2025,
1965618-1,1067621,Forever Lappeenranta,Pelitie 36,53810,LAPPEENRANTA,Lappeenranta,Forever Helsinki Oy,28.01.2020,
2774145-8,1065829,Capperi Tripla,"Fredikanterassi 1, 3114",520,HELSINKI,Helsinki,Capperi Oy,16.10.2019,
1506419-7,1076735,Salainen kapakka,Raatihuoneenkatu 13,13100,HÄMEENLINNA,Hämeenlinna,Helsingin Minimarket Oy,15.03.2023,
3191088-3,30884213,Saanteen Seilori,Nahkurinkuja 4,29700,AHLAINEN,Pori,Fam-Unit OY,19.04.2024,
0750509-5,1031709,Ravintola Salutorget,Pohjoisesplanadi 15,170,HELSINKI,Helsinki,Royal Ravintolat Oy,11.05.2009,
0536307-0,30052968,Hovipoika,Keskustori 5,33100,TAMPERE,Tampere,Pirkanmaan Osuuskauppa,01.06.2020,
0203701-8,1008046,Labbnäs semesterhem,Labbnässvägen 66 a,25870,DRAGSFJÄRD,Kemiönsaari,Labbnässtiftelsen sr,01.02.2001,
1062767-5,30060349,Koskenkorvan Trahteeri,Trahteerintie 3,61330,KOSKENKORVA,Ilmajoki,Koskenkorvan Trahteeri Oy,19.05.2018,
3374170-2,30883141,Siipiweikot,Hallituskatu 9 M 3,90100,OULU,Oulu,Oulun Siipiravintola Oy,01.11.2023,
3132285-4,1069037,4Chiefs,Leppävaarankatu 3-9,2600,ESPOO,Espoo,Päällikkö ravintolat Oy,31.07.2020,
2198687-6,1058075,Hygge Bro,Kauppakatu 28 (Aapeli 2 krs.),70110,KUOPIO,Kuopio,Culinaria Group Finland Oy,18.09.2017,
3152158-9,30888853,Toivolansaari Camping,Toivolansaarentie 3,39500,IKAALINEN,Ikaalinen,Toivon Velhot Oy,09.10.2025,
0830793-9,1030029,Motel & Restaurant Marine,Kammakaregatan 4-6,10600,TAMMISAARI,Raasepori,Tammisaaren Marine Oy,01.10.2008,
0187690-1,1067632,Kahvila Kaari,Kasarmintie 9,90130,OULU,Oulu,Oulun kaupunki,14.02.2020,
3497044-3,30886976,Waahto Brewhouse,Satamapuistonkatu 5,57100,SAVONLINNA,Savonlinna,Saimaa Restaurants Oy,26.03.2025,
0192936-4,1876198,Sallan Liikuntakeskuksen kahvio,Eraustie 5,98900,SALLA,Salla,Sallan kunta,01.03.2018,
0764649-6,1050857,Ravintola Lehtovaara,Mechelininkatu 39,250,HELSINKI,Helsinki,Sibeliuspuiston Ravintolat Oy,01.01.1960,
2685630-9,1060181,Matin ja Maijan Majatalo,Eteläkatu 3 ja 5,13100,HÄMEENLINNA,Hämeenlinna,Frank & Vekka Oy,05.04.2018,
2866538-9,1059202,The Cow,Aurakatu 3,20100,TURKU,Turku,Vasikkaravintolat Oy,01.01.2023,
3501730-4,30886641,Hirvensalon Golf,Syvälahdentie 55,20900,TURKU,Turku,Golf Range Operator Finland Oy,01.03.2025,
3439358-6,30884521,Matilan Ankkuri,Matilanvirrantie 1356,44280,SUMIAINEN,Äänekoski,Visp Ravintolat Oy,08.05.2024,
3144955-6,1069369,Pharmacy House- Cafe & Bakery,Hovrättsesplanaden 9,65100,VAASA,Vaasa,Pharmacy House Oy Ab,04.11.2020,
1771143-1,30042317,Kaunis Kampela,Lauttasaarentie 10,200,HELSINKI,Helsinki,Momentin Restaurants Oy,20.03.2018,
0574066-5,1022190,Riilahden Kartano,Riilahdentie 354,10570,BROMARV,Raasepori,Billnäs Taimisto-Plantskola Oy Ab,30.05.2006,
1896229-1,1058579,Villa Lokari,Kaukomäentie 25,27110,EURAJOKI,Eurajoki,Fresco Ravintolat Oy,01.10.2017,
1447914-7,1059799,Scandic Kallio,Läntinen Brahenkatu 2,510,HELSINKI,Helsinki,Scandic Hotels Oy,22.05.2018,
3163145-4,1072470,Wen Jing Rauma,Kauppakatu 11,26100,RAUMA,Rauma,Chichina Oy,08.10.2021,
2507488-2,1071512,M/S Puijo,Porosalmentie 313,58900,RANTASALMI,Rantasalmi,Järvisydän Oy,21.06.2021,
2764322-5,1074739,Restaurant Lilla Bangkok,Söderbyvägen 3,22610,LEMLAND,Lemland,Resturant Lilla Bangkok,07.06.2022,
2446234-9,1040332,Ravintola Dogtori,Sompiontori 1,730,HELSINKI,Helsinki,C & H Onni Oy,19.01.2012,
2734792-8,1053321,Chef's Salad and Kebab,Ritaharjuntie 49,90540,OULU,Oulu,Park Salad&Kebab Oy,01.03.2018,
2873304-6,1059330,BB Badger & Co,Korkeavuorenkatu 25,130,HELSINKI,Helsinki,Kellaribaarit Oy,19.01.2018,
